Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,88.718003,[41 80] ; [252  59],[82.06712963 38.93287037] ; [210.93287037 100.06712963],1
a5,1,0.0,26.09088,[61 62] ; [234  78],[83.4137931 39.5862069] ; [211.5862069 100.4137931],1
s4,1,0.000394,12.55885,[34 89] ; [ 41 267],[ 21.4037123 101.5962877] ; [ 53.5962877 254.4037123],1
s7,1,0.000452,12.304161,[34 83] ; [143 155],[49.90120482 67.09879518] ; [127.09879518 170.90120482],1
n6,1,0.000518,12.051298,[82 41] ; [256  56],[95.57241379 27.42758621] ; [242.42758621  69.57241379],1
p11,1,0.001021,10.789829,[69 54] ; [226  86],[83.4137931 39.5862069] ; [211.5862069 100.4137931],0
a4,1,0.001416,10.185132,[43 80] ; [161 149],[57.94919169 65.05080831] ; [146.05080831 163.94919169],0
v3,1,0.002773,8.951137,[27 89] ; [115 181],[39.98058252 76.01941748] ; [102.01941748 193.98058252],0
d2,1,0.004799,7.95353,[48 75] ; [166 141],[61.21395349 61.78604651] ; [152.78604651 154.21395349],0
s8,1,0.005868,7.590394,[32 90] ; [126 186],[44.41474654 77.58525346] ; [113.58525346 198.41474654],0
d1,1,0.009379,6.749278,[54 69] ; [180 132],[66.16551724 56.83448276] ; [167.83448276 144.16551724],0
a2,1,0.009404,6.744461,[ 20 103] ; [ 88 224],[30.53793103 92.46206897] ; [ 77.46206897 234.53793103],0
u1,1,0.009915,6.650163,[ 13 110] ; [ 66 246],[ 22.33793103 100.66206897] ; [ 56.66206897 255.33793103],0
p12,1,0.011443,6.3952,[  1 121] ; [ 21 290],[  6.19861432 115.80138568] ; [ 15.80138568 295.19861432],0
p3,1,0.013376,6.118718,[32 91] ; [120 191],[43.07834101 79.92165899] ; [108.92165899 202.07834101],0
d5,1,0.014116,6.023562,[87 35] ; [255  56],[96.36027714 25.63972286] ; [245.63972286  65.36027714],0
p4,1,0.014642,5.959007,[40 82] ; [142 169],[51.27944573 70.72055427] ; [130.72055427 180.27944573],0
r1,1,0.020535,5.365863,[85 37] ; [249  62],[94.10623557 27.89376443] ; [239.89376443  71.10623557],0
n1,1,0.021515,5.284589,[15 41] ; [37 43],[21.41176471 34.58823529] ; [30.58823529 49.41176471],0
p6,1,0.02181,5.260918,[ 19 103] ; [ 80 229],[28.02320186 93.97679814] ; [ 70.97679814 238.02320186],0
a3,1,0.022909,5.17541,[76 46] ; [229  83],[85.73732719 36.26267281] ; [219.26267281  92.73732719],0
p10,1,0.030892,4.658947,[76 44] ; [229  81],[85.11627907 34.88372093] ; [219.88372093  90.11627907],0
b2,1,0.044359,4.042833,[16 43] ; [ 84 118],[22.60536398 36.39463602] ; [ 77.39463602 124.60536398],0
b3,1,0.044359,4.042833,[16 43] ; [ 84 118],[22.60536398 36.39463602] ; [ 77.39463602 124.60536398],0
a8,1,0.045149,4.013064,[  7 113] ; [ 35 244],[ 12.63157895 107.36842105] ; [ 29.36842105 249.63157895],0
s6,1,0.052148,3.771022,[65 56] ; [198 112],[73.83526682 47.16473318] ; [189.16473318 120.83526682],0
v1,1,0.067142,3.351552,[47 74] ; [146 154],[55.47030879 65.52969121] ; [137.52969121 162.47030879],0
u3,1,0.068444,3.319959,[33 13] ; [46 37],[28.17054264 17.82945736] ; [50.82945736 32.17054264],0
d3,1,0.07229,3.230248,[71 50] ; [211 100],[78.98611111 42.01388889] ; [203.01388889 107.98611111],0
p2,1,0.115348,2.479374,[79 44] ; [223  87],[85.78752887 37.21247113] ; [216.21247113  93.78752887],0
a6,1,0.157174,2.00121,[78 45] ; [219  92],[84.17281106 38.82718894] ; [212.82718894  98.17281106],0
v2,1,0.162545,1.950387,[51 62] ; [158 141],[57.32281553 55.67718447] ; [151.67718447 147.32281553],0
s3,1,0.162891,1.947182,[61 62] ; [175 132],[67.50697674 55.49302326] ; [168.49302326 138.50697674],0
n3,1,0.209668,1.573714,[38 18] ; [62 18],[41.17647059 14.82352941] ; [58.82352941 21.17647059],0
r4,1,0.228324,1.451269,[104  19] ; [277  35],[107.73103448  15.26896552] ; [273.26896552  38.73103448],0
d4,1,0.259627,1.270743,[92 30] ; [249  61],[96.30092593 25.69907407] ; [244.69907407  65.30092593],0
p9,1,0.368513,0.808671,[86 33] ; [237  73],[89.5967366 29.4032634] ; [233.4032634  76.5967366],0
s2,1,0.390211,0.738284,[55 67] ; [153 155],[59.01395349 62.98604651] ; [148.98604651 159.01395349],0
u4,1,0.407322,0.686605,[  1 122] ; [  6 306],[  1.97931034 121.02068966] ; [  5.02068966 306.97931034],0
a7,1,0.434872,0.609777,[80 42] ; [216  95],[83.39953811 38.60046189] ; [212.60046189  98.39953811],0
p5,1,0.465406,0.532862,[  4 118] ; [ 15 292],[  5.4032634 116.5967366] ; [ 13.5967366 293.4032634],0
a1,1,0.474432,0.511635,[  5 118] ; [ 18 294],[  6.50344828 116.49655172] ; [ 16.49655172 295.50344828],0
v4,1,0.541125,0.373459,[115   7] ; [288  23],[113.54734411   8.45265589] ; [289.45265589  21.54734411],0
n2,1,0.605299,0.267078,[38 18] ; [59 23],[39.36231884 16.63768116] ; [57.63768116 24.36231884],0
b5,1,0.606892,0.264725,[76 47] ; [201 111],[78.32413793 44.67586207] ; [198.67586207 113.32413793],0
p1,1,0.619798,0.246152,[  6 117] ; [ 19 292],[  7.08525346 115.91474654] ; [ 17.91474654 293.08525346],0
p7,1,0.703982,0.144362,[47 73] ; [126 180],[48.73239437 71.26760563] ; [124.26760563 181.73239437],0
b1,1,0.788866,0.071708,[51 72] ; [125 187],[49.76551724 73.23448276] ; [126.23448276 185.76551724],0
s1,1,0.81134,0.056976,[  5 118] ; [ 14 291],[  5.46028037 117.53971963] ; [ 13.53971963 291.46028037],0
r3,1,0.83295,0.044487,[115   8] ; [289  22],[114.49769585   8.50230415] ; [289.50230415  21.49769585],0
b4,1,0.836586,0.042544,[72 51] ; [186 126],[72.95172414 50.04827586] ; [185.04827586 126.95172414],0
s5,1,0.979996,0.000629,[33 86] ; [ 82 215],[32.89663462 86.10336538] ; [ 82.10336538 214.89663462],0
u2,1,1.0,0.0,[25 20] ; [45 36],[25. 20.] ; [45. 36.],0
