Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,31.123608,[30  8] ; [17 55],[16.23636364 21.76363636] ; [30.76363636 41.23636364],1
p2,1,8e-05,15.549655,[34  5] ; [36 37],[24.375 14.625] ; [45.625 27.375],1
p4,1,0.000753,11.354754,[26 13] ; [24 48],[17.56756757 21.43243243] ; [32.43243243 39.56756757],1
p10,1,0.006792,7.327125,[17 22] ; [14 58],[10.89189189 28.10810811] ; [20.10810811 51.89189189],0
p6,1,0.010046,6.626724,[13 24] ; [10 62],[ 7.80733945 29.19266055] ; [15.19266055 56.80733945],0
s7,1,0.016812,5.715873,[17 21] ; [15 52],[11.58095238 26.41904762] ; [20.41904762 46.58095238],0
s3,1,0.018466,5.551428,[22 17] ; [24 48],[16.16216216 22.83783784] ; [29.83783784 42.16216216],0
s2,1,0.022612,5.198042,[17 21] ; [17 55],[11.74545455 26.25454545] ; [22.25454545 49.74545455],0
a4,1,0.02981,4.720232,[ 9 30] ; [32 41],[14.27678571 24.72321429] ; [26.72321429 46.27678571],0
b3,1,0.041144,4.17008,[ 4 20] ; [18 26],[ 7.76470588 16.23529412] ; [14.23529412 29.76470588],0
b2,1,0.041144,4.17008,[ 4 20] ; [18 26],[ 7.76470588 16.23529412] ; [14.23529412 29.76470588],0
d3,1,0.050708,3.817908,[32  7] ; [47 26],[27.50892857 11.49107143] ; [51.49107143 21.50892857],0
s6,1,0.070857,3.263047,[23 15] ; [31 42],[18.48648649 19.51351351] ; [35.51351351 37.48648649],0
p11,1,0.074248,3.186512,[24 15] ; [32 41],[19.5 19.5] ; [36.5 36.5],0
p5,1,0.085852,2.950474,[ 3 36] ; [ 1 72],[ 1.39285714 37.60714286] ; [ 2.60714286 70.39285714],0
p3,1,0.092407,2.831941,[16 22] ; [19 53],[12.09090909 25.90909091] ; [22.90909091 49.09090909],0
a2,1,0.114698,2.488272,[ 6 33] ; [21 52],[ 9.40178571 29.59821429] ; [17.59821429 55.40178571],0
b5,1,0.136062,2.221937,[29 10] ; [44 29],[25.41964286 13.58035714] ; [47.58035714 25.41964286],0
n5,1,0.136575,2.216134,[26 13] ; [38 35],[22.28571429 16.71428571] ; [41.71428571 31.28571429],0
r2,1,0.162396,1.951771,[37  2] ; [63 10],[34.82142857  4.17857143] ; [65.17857143  7.82142857],0
s8,1,0.176151,1.829797,[11 27] ; [13 60],[ 8.21621622 29.78378378] ; [15.78378378 57.21621622],0
v4,1,0.195409,1.676356,[36  3] ; [61 12],[33.77678571  5.22321429] ; [63.22321429  9.77678571],0
n6,1,0.199214,1.648128,[29  9] ; [47 26],[26.01801802 11.98198198] ; [49.98198198 23.01801802],0
d5,1,0.201427,1.632,[28 11] ; [60 13],[30.64285714  8.35714286] ; [57.35714286 15.64285714],0
n2,1,0.210482,1.568106,[8 2] ; [18 13],[6.34146341 3.65853659] ; [19.65853659 11.34146341],0
d1,1,0.216566,1.526984,[24 15] ; [36 37],[20.89285714 18.10714286] ; [39.10714286 33.89285714],0
a5,1,0.225301,1.470285,[27 12] ; [42 31],[24.02678571 14.97321429] ; [44.97321429 28.02678571],0
r1,1,0.334678,0.93071,[32  7] ; [54 19],[29.94642857  9.05357143] ; [56.05357143 16.94642857],0
r4,1,0.334678,0.93071,[32  7] ; [54 19],[29.94642857  9.05357143] ; [56.05357143 16.94642857],0
r3,1,0.344447,0.893808,[36  3] ; [63 10],[34.47321429  4.52678571] ; [64.52678571  8.47321429],0
a6,1,0.346797,0.885142,[30  9] ; [50 23],[27.85714286 11.14285714] ; [52.14285714 20.85714286],0
n1,1,0.456057,0.555556,[5 5] ; [11 19],[4. 6.] ; [12. 18.],0
a3,1,0.489683,0.477223,[24 15] ; [49 23],[25.64864865 13.35135135] ; [47.35135135 24.64864865],0
