Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,198.822571,[ 51 177] ; [219  35],[127.71784232 100.28215768] ; [142.28215768 111.71784232],1
s7,1,0.0,100.114792,[ 62 158] ; [184  63],[115.88865096 104.11134904] ; [130.11134904 116.88865096],1
s6,1,0.0,89.501769,[109 121] ; [219  31],[157.16666667  72.83333333] ; [170.83333333  79.16666667],1
s8,1,0.0,74.741992,[ 62 169] ; [169  87],[109.57084189 121.42915811] ; [121.42915811 134.57084189],1
s5,1,0.0,45.988585,[ 47 180] ; [123 119],[ 82.28144989 144.71855011] ; [ 87.71855011 154.28144989],1
p12,1,0.000792,11.260199,[ 11 218] ; [ 35 219],[ 21.80952381 207.19047619] ; [ 24.19047619 229.80952381],1
s4,1,0.001052,10.734049,[ 20 210] ; [ 49 208],[ 32.58726899 197.41273101] ; [ 36.41273101 220.58726899],0
p6,1,0.001212,10.472315,[ 70 156] ; [114 137],[ 87.17819706 138.82180294] ; [ 96.82180294 154.17819706],0
u1,1,0.002437,9.187091,[ 33 199] ; [ 65 193],[ 46.4 185.6] ; [ 51.6 206.4],0
n5,1,0.004682,7.998252,[157  73] ; [202  52],[170.59917355  59.40082645] ; [188.40082645  65.59917355],0
d1,1,0.005611,7.671249,[133  99] ; [179  79],[147.72244898  84.27755102] ; [164.27755102  93.72244898],0
d2,1,0.009361,6.752625,[105 127] ; [146 110],[119.32786885 112.67213115] ; [131.67213115 124.32786885],0
a8,1,0.039478,4.240164,[ 23 184] ; [ 42 190],[ 30.64920273 176.35079727] ; [ 34.35079727 197.64920273],0
a6,1,0.039855,4.22403,[171  61] ; [166  89],[160.54209446  71.45790554] ; [176.45790554  78.54209446],0
p9,1,0.042954,4.097226,[191  38] ; [226  26],[198.53014553  30.46985447] ; [218.46985447  33.53014553],0
a5,1,0.043316,4.083012,[171  61] ; [209  48],[180.28629857  51.71370143] ; [199.71370143  57.28629857],0
d4,1,0.044624,4.032788,[192  40] ; [228  28],[199.67213115  32.32786885] ; [220.32786885  35.67213115],0
p10,1,0.060033,3.536468,[183  45] ; [220  34],[190.63070539  37.36929461] ; [212.36929461  41.63070539],0
v3,1,0.062935,3.458297,[115 111] ; [149 102],[125.08176101 100.91823899] ; [138.91823899 112.08176101],0
a2,1,0.081979,3.025217,[ 49 183] ; [ 72 186],[ 57.28979592 174.71020408] ; [ 63.71020408 194.28979592],0
u3,1,0.082353,3.017834,[30 32] ; [39 22],[34.7804878 27.2195122] ; [34.2195122 26.7804878],0
p4,1,0.087666,2.916715,[132  97] ; [165  88],[141.10580913  87.89419087] ; [155.89419087  97.10580913],0
r2,1,0.109483,2.561664,[213  14] ; [248   8],[216.66045549  10.33954451] ; [244.33954451  11.66045549],0
u4,1,0.11647,2.464166,[  3 229] ; [  9 249],[  5.68163265 226.31836735] ; [  6.31836735 251.68163265],0
v4,1,0.138763,2.191622,[215  16] ; [246  10],[218.66735113  12.33264887] ; [242.33264887  13.66735113],0
n6,1,0.160584,1.968717,[192  40] ; [220  32],[197.48760331  34.51239669] ; [214.51239669  37.48760331],0
p11,1,0.163949,1.93742,[194  38] ; [203  55],[187.96734694  44.03265306] ; [209.03265306  48.96734694],0
n4,1,0.164732,1.930242,[175  56] ; [208  49],[181.29713115  49.70286885] ; [201.70286885  55.29713115],0
d5,1,0.173956,1.848513,[190  42] ; [222  35],[195.46830266  36.53169734] ; [216.53169734  40.46830266],0
s1,1,0.178075,1.813613,[  3 226] ; [  8 247],[  5.20454545 223.79545455] ; [  5.79545455 249.20454545],0
a4,1,0.189622,1.720556,[ 96 135] ; [122 135],[103.19262295 127.80737705] ; [114.80737705 142.19262295],0
a1,1,0.204217,1.61196,[ 10 222] ; [ 18 240],[ 13.25714286 218.74285714] ; [ 14.74285714 243.25714286],0
n2,1,0.215817,1.53197,[35 15] ; [38  9],[37.62886598 12.37113402] ; [35.37113402 11.62886598],0
