Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,86.820286,[ 56 215] ; [226 171],[114.40419162 156.59580838] ; [167.59580838 229.40419162],1
v1,1,0.0,34.888459,[118 157] ; [264 137],[155.39940828 119.60059172] ; [226.60059172 174.39940828],1
p10,1,0.000271,13.262855,[206  71] ; [343  58],[224.29646018  52.70353982] ; [324.70353982  76.29646018],1
p9,1,0.000351,12.776585,[216  61] ; [352  47],[232.74556213  44.25443787] ; [335.25443787  63.74556213],1
a5,1,0.001004,10.820046,[198  81] ; [334  75],[215.73837209  63.26162791] ; [316.26162791  92.73837209],0
s1,1,0.002199,9.375268,[ 17 258] ; [  7 394],[  9.76331361 265.23668639] ; [ 14.23668639 386.76331361],0
p3,1,0.008579,6.90845,[126 152] ; [225 180],[142.86676428 135.13323572] ; [208.13323572 196.86676428],0
b1,1,0.010177,6.603584,[123 156] ; [141 269],[106.90275762 172.09724238] ; [157.09724238 252.90275762],0
a3,1,0.011944,6.31915,[190  87] ; [315  93],[204.21167883  72.78832117] ; [300.78832117 107.21167883],0
a7,1,0.025824,4.967749,[195  84] ; [316  92],[207.52401747  71.47598253] ; [303.47598253 104.52401747],0
a6,1,0.027719,4.845466,[181  97] ; [297 110],[193.99124088  84.00875912] ; [284.00875912 122.99124088],0
p7,1,0.036337,4.381227,[168 106] ; [273 122],[180.61883408  93.38116592] ; [260.38116592 134.61883408],0
p12,1,0.041105,4.171682,[ 16 261] ; [ 41 361],[ 23.2533137 253.7466863] ; [ 33.7466863 368.2533137],0
a1,1,0.066762,3.360882,[  7 272] ; [ 22 388],[ 11.74310595 267.25689405] ; [ 17.25689405 392.74310595],0
s4,1,0.076435,3.139115,[ 54 219] ; [ 59 345],[ 45.56720827 227.43279173] ; [ 67.43279173 336.56720827],0
s7,1,0.078398,3.097803,[125 139] ; [212 178],[136.03669725 127.96330275] ; [200.96330275 189.03669725],0
u1,1,0.088332,2.904512,[ 49 230] ; [ 94 316],[ 57.90566038 221.09433962] ; [ 85.09433962 324.90566038],0
p8,1,0.088407,2.90314,[141 136] ; [229 169],[151.83703704 125.16296296] ; [218.16296296 179.83703704],0
d4,1,0.097331,2.748748,[226  51] ; [352  56],[233.73138686  43.26861314] ; [344.26861314  63.73138686],0
d1,1,0.098979,2.721918,[163 116] ; [265 145],[173.31204644 105.68795356] ; [254.68795356 155.31204644],0
u3,1,0.099175,2.718758,[63 25] ; [57 38],[57.70491803 30.29508197] ; [62.29508197 32.70491803],0
p11,1,0.10901,2.568513,[214  65] ; [335  75],[222.30914369  56.69085631] ; [326.69085631  83.30914369],0
