Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.000116,14.859649,[2 4] ; [52  5],[5.14285714 0.85714286] ; [48.85714286  8.14285714],1
r4,1,0.000844,11.141516,[2 4] ; [50  7],[4.95238095 1.04761905] ; [47.04761905  9.95238095],1
r2,1,0.004343,8.134425,[3 3] ; [51  5],[5.22580645 0.77419355] ; [48.77419355  7.22580645],0
r1,1,0.006307,7.460526,[1 5] ; [41 16],[4. 2.] ; [38. 19.],0
v2,1,0.020185,5.395786,[1 5] ; [36 19],[3.63934426 2.36065574] ; [33.36065574 21.63934426],0
s1,1,0.068617,3.315789,[2 4] ; [ 5 52],[0.66666667 5.33333333] ; [ 6.33333333 50.66666667],0
p10,1,0.086366,2.940833,[2 4] ; [39 18],[3.9047619 2.0952381] ; [37.0952381 19.9047619],0
n6,1,0.09443,2.797193,[2 3] ; [42 14],[3.60655738 1.39344262] ; [40.39344262 15.60655738],0
p8,1,0.120437,2.411623,[4 1] ; [25 32],[2.33870968 2.66129032] ; [26.66129032 30.33870968],0
p11,1,0.155506,2.017396,[2 4] ; [36 21],[3.61904762 2.38095238] ; [34.38095238 22.61904762],0
s6,1,0.166314,1.915856,[2 4] ; [35 21],[3.58064516 2.41935484] ; [33.41935484 22.58064516],0
p6,1,0.198121,1.656171,[1 5] ; [25 32],[2.47619048 3.52380952] ; [23.52380952 33.47619048],0
s3,1,0.21535,1.535088,[2 4] ; [34 23],[3.42857143 2.57142857] ; [32.57142857 24.42857143],0
a5,1,0.225713,1.467673,[5 1] ; [33 24],[3.61904762 2.38095238] ; [34.38095238 22.61904762],0
p4,1,0.265375,1.240496,[4 2] ; [24 32],[2.70967742 3.29032258] ; [25.29032258 30.70967742],0
d3,1,0.2824,1.155503,[4 2] ; [24 31],[2.75409836 3.24590164] ; [25.24590164 29.75409836],0
s2,1,0.286361,1.13665,[2 4] ; [32 25],[3.23809524 2.76190476] ; [30.76190476 26.23809524],0
b1,1,0.326032,0.964593,[2 4] ; [31 26],[3.14285714 2.85714286] ; [29.85714286 27.14285714],0
n3,1,0.382733,0.761905,[1 1] ; [11  3],[1.5 0.5] ; [10.5  3.5],0
p3,1,0.390272,0.738095,[4 2] ; [27 29],[3. 3.] ; [28. 28.],0
b4,1,0.413573,0.668506,[4 2] ; [28 29],[3.04761905 2.95238095] ; [28.95238095 28.04761905],0
n4,1,0.415318,0.663525,[3 3] ; [38 19],[3.9047619 2.0952381] ; [37.0952381 19.9047619],0
p9,1,0.415318,0.663525,[3 3] ; [38 19],[3.9047619 2.0952381] ; [37.0952381 19.9047619],0
s5,1,0.419871,0.650676,[1 5] ; [18 37],[1.86885246 4.13114754] ; [17.13114754 37.86885246],0
v3,1,0.419871,0.650676,[1 5] ; [18 37],[1.86885246 4.13114754] ; [17.13114754 37.86885246],0
d4,1,0.467635,0.527559,[5 1] ; [38 17],[4.2295082 1.7704918] ; [38.7704918 16.2295082],0
v1,1,0.51177,0.430447,[2 4] ; [27 30],[2.76190476 3.23809524] ; [26.23809524 30.76190476],0
p5,1,0.532506,0.389607,[1 4] ; [ 6 50],[0.57377049 4.42622951] ; [ 6.42622951 49.57377049],0
d2,1,0.750931,0.100751,[2 4] ; [22 33],[2.36065574 3.63934426] ; [21.63934426 33.36065574],0
n1,1,0.756495,0.096154,[1 1] ; [5 8],[0.8 1.2] ; [5.2 7.8],0
a6,1,0.765709,0.0888,[3 3] ; [31 24],[3.3442623 2.6557377] ; [30.6557377 24.3442623],0
a7,1,0.800641,0.063765,[4 2] ; [35 22],[3.71428571 2.28571429] ; [35.28571429 21.71428571],0
n5,1,0.858621,0.03173,[4 2] ; [40 17],[4.19047619 1.80952381] ; [39.80952381 17.19047619],0
a4,1,0.865165,0.028833,[2 4] ; [21 36],[2.19047619 3.80952381] ; [20.80952381 36.19047619],0
d1,1,0.902291,0.015072,[3 3] ; [27 30],[2.85714286 3.14285714] ; [27.14285714 29.85714286],0
d5,1,0.903091,0.014825,[4 2] ; [38 17],[4.13114754 1.86885246] ; [37.86885246 17.13114754],0
a8,1,0.926965,0.008402,[1 5] ; [10 45],[1.08196721 4.91803279] ; [ 9.91803279 45.08196721],0
b5,1,0.93167,0.007352,[4 2] ; [37 20],[3.9047619 2.0952381] ; [37.0952381 19.9047619],0
