Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,4.8e-05,16.521029,[117  17] ; [35 22],[106.63874346  27.36125654] ; [45.36125654 11.63874346],1
b1,1,0.000837,11.157436,[44 90] ; [34 24],[54.4375 79.5625] ; [23.5625 34.4375],1
n6,1,0.003371,8.594786,[118  15] ; [40 16],[111.18518519  21.81481481] ; [46.81481481  9.18518519],0
s1,1,0.009029,6.817078,[  5 128] ; [ 8 48],[  9.14814815 123.85185185] ; [ 3.85185185 52.14814815],0
a5,1,0.022029,5.243503,[112  22] ; [40 18],[106.08333333  27.91666667] ; [45.91666667 12.08333333],0
s5,1,0.028193,4.816253,[45 86] ; [27 25],[51.54098361 79.45901639] ; [20.45901639 31.54098361],0
r3,1,0.036313,4.38236,[129   4] ; [52  6],[126.03664921   6.96335079] ; [54.96335079  3.03664921],0
p1,1,0.07021,3.278109,[  5 129] ; [ 6 52],[  7.67708333 126.32291667] ; [ 3.32291667 54.67708333],0
n4,1,0.074698,3.176652,[113  21] ; [41 15],[108.61052632  25.38947368] ; [45.38947368 10.61052632],0
n5,1,0.080375,3.057295,[104  29] ; [37 19],[99.22222222 33.77777778] ; [41.77777778 14.22222222],0
a7,1,0.111913,2.526999,[86 48] ; [44 14],[90.72916667 43.27083333] ; [39.27083333 18.72916667],0
d1,1,0.133524,2.251046,[87 47] ; [31 27],[82.35416667 51.64583333] ; [35.64583333 22.35416667],0
s4,1,0.133925,2.24641,[ 22 111] ; [15 43],[ 25.76439791 107.23560209] ; [11.23560209 46.76439791],0
d5,1,0.135051,2.233458,[119  15] ; [46 11],[115.7591623  18.2408377] ; [49.2408377  7.7591623],0
p3,1,0.154962,2.022716,[61 73] ; [20 38],[56.53125 77.46875] ; [24.46875 33.53125],0
s2,1,0.166221,1.916703,[90 43] ; [45 13],[94.0052356 38.9947644] ; [40.9947644 17.0052356],0
n3,1,0.192513,1.698281,[25  6] ; [17  9],[22.84210526  8.15789474] ; [19.15789474  6.84210526],0
d2,1,0.203651,1.615992,[86 48] ; [31 26],[82.08376963 51.91623037] ; [34.91623037 22.08376963],0
p4,1,0.229825,1.441942,[75 59] ; [27 31],[71.1875 62.8125] ; [30.8125 27.1875],0
v3,1,0.235019,1.410227,[55 70] ; [19 36],[51.38888889 73.61111111] ; [22.61111111 32.38888889],0
d4,1,0.238472,1.389603,[115  19] ; [45 12],[112.2513089  21.7486911] ; [47.7486911  9.2513089],0
p7,1,0.26669,1.233695,[69 62] ; [25 32],[65.5 65.5] ; [28.5 28.5],0
p9,1,0.311312,1.0251,[115  18] ; [46 11],[112.7  20.3] ; [48.3  8.7],0
a3,1,0.32001,0.988906,[110  24] ; [44 14],[107.47916667  26.52083333] ; [46.52083333 11.47916667],0
p6,1,0.336932,0.922071,[41 92] ; [22 36],[43.86910995 89.13089005] ; [19.13089005 38.86910995],0
r2,1,0.344743,0.892713,[126   5] ; [53  4],[124.7287234   6.2712766] ; [54.2712766  2.7287234],0
s6,1,0.401168,0.704822,[105  28] ; [48  9],[107.1  25.9] ; [45.9 11.1],0
a4,1,0.445862,0.58115,[75 59] ; [29 29],[72.58333333 61.41666667] ; [31.41666667 26.58333333],0
u4,1,0.462969,0.538708,[  5 129] ; [ 1 57],[  4.1875 129.8125] ; [ 1.8125 56.1875],0
v2,1,0.473819,0.513056,[77 53] ; [30 26],[74.78494624 55.21505376] ; [32.21505376 23.78494624],0
u3,1,0.482367,0.493506,[18  6] ; [9 5],[17.05263158  6.94736842] ; [9.94736842 4.05263158],0
a1,1,0.488537,0.479748,[  6 128] ; [ 4 54],[  6.97916667 127.02083333] ; [ 3.02083333 54.97916667],0
b3,1,0.490737,0.474909,[50 60] ; [14 22],[48.21917808 61.78082192] ; [15.78082192 20.21917808],0
b2,1,0.490737,0.474909,[50 60] ; [14 22],[48.21917808 61.78082192] ; [15.78082192 20.21917808],0
r4,1,0.498888,0.4573,[118  16] ; [49  9],[116.55208333  17.44791667] ; [50.44791667  7.55208333],0
u2,1,0.501436,0.451896,[15  8] ; [7 6],[14.05555556  8.94444444] ; [7.94444444 5.05555556],0
n1,1,0.513585,0.426756,[17 14] ; [12 14],[15.77192982 15.22807018] ; [13.22807018 12.77192982],0
v4,1,0.51978,0.414331,[124   8] ; [53  5],[122.96842105   9.03157895] ; [54.03157895  3.96842105],0
p2,1,0.555245,0.348005,[98 36] ; [40 18],[96.3125 37.6875] ; [41.6875 16.3125],0
v1,1,0.676379,0.174231,[65 61] ; [28 30],[63.68478261 62.31521739] ; [29.31521739 28.68478261],0
s8,1,0.704869,0.143456,[87 47] ; [36 22],[85.84375 48.15625] ; [37.15625 20.84375],0
d3,1,0.709306,0.138971,[93 41] ; [38 19],[91.90575916 42.09424084] ; [39.09424084 17.90575916],0
p5,1,0.782039,0.076542,[  8 121] ; [ 3 55],[  7.58823529 121.41176471] ; [ 3.41176471 54.58823529],0
r1,1,0.802145,0.062786,[106  28] ; [46 11],[106.63874346  27.36125654] ; [45.36125654 11.63874346],0
a2,1,0.824096,0.049408,[44 90] ; [20 38],[44.66666667 89.33333333] ; [19.33333333 38.66666667],0
a8,1,0.827391,0.047545,[ 19 100] ; [ 9 43],[19.48538012 99.51461988] ; [ 8.51461988 43.48538012],0
u1,1,0.830812,0.045651,[39 95] ; [16 42],[38.38541667 95.61458333] ; [16.61458333 41.38541667],0
s3,1,0.857034,0.032454,[95 37] ; [41 17],[94.48421053 37.51578947] ; [41.51578947 16.48421053],0
b5,1,0.88536,0.020787,[91 43] ; [40 18],[91.42708333 42.57291667] ; [39.57291667 18.42708333],0
a6,1,0.893092,0.018061,[93 41] ; [39 18],[92.60732984 41.39267016] ; [39.39267016 17.60732984],0
b4,1,0.905423,0.014117,[75 59] ; [33 25],[75.375 58.625] ; [32.625 25.375],0
n2,1,0.968604,0.001549,[22 10] ; [18  8],[22.06896552  9.93103448] ; [17.93103448  8.06896552],0
