Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000542,11.964105,[13  1] ; [18 27],[7.3559322 6.6440678] ; [23.6440678 21.3559322],1
v1,1,0.00302,8.795487,[10  4] ; [12 32],[5.31034483 8.68965517] ; [16.68965517 27.31034483],0
s6,1,0.004369,8.123641,[10  4] ; [13 32],[5.45762712 8.54237288] ; [17.54237288 27.45762712],0
n6,1,0.018118,5.584734,[12  2] ; [22 22],[8.20689655 5.79310345] ; [25.79310345 18.20689655],0
s3,1,0.020998,5.326979,[11  3] ; [19 25],[7.24137931 6.75862069] ; [22.75862069 21.24137931],0
u2,1,0.026125,4.947694,[6 4] ; [ 5 19],[3.23529412 6.76470588] ; [ 7.76470588 16.23529412],0
s8,1,0.032126,4.591756,[5 9] ; [ 5 40],[ 2.37288136 11.62711864] ; [ 7.62711864 37.37288136],0
p6,1,0.035206,4.435143,[6 8] ; [ 7 37],[ 3.13793103 10.86206897] ; [ 9.86206897 34.13793103],0
r1,1,0.03972,4.229822,[10  4] ; [18 27],[6.6440678 7.3559322] ; [21.3559322 23.6440678],0
v3,1,0.050865,3.812704,[7 7] ; [10 34],[4.10344828 9.89655172] ; [12.89655172 31.10344828],0
s7,1,0.078226,3.101389,[7 7] ; [11 33],[4.34482759 9.65517241] ; [13.65517241 30.34482759],0
a3,1,0.084516,2.975845,[ 3 11] ; [20 22],[5.75 8.25] ; [17.25 24.75],0
u3,1,0.087356,2.922431,[6 5] ; [ 6 18],[3.77142857 7.22857143] ; [ 8.22857143 15.77142857],0
p4,1,0.088957,2.893152,[8 6] ; [14 30],[5.31034483 8.68965517] ; [16.68965517 27.31034483],0
v4,1,0.100404,2.699114,[12  2] ; [28 17],[9.49152542 4.50847458] ; [30.50847458 14.49152542],0
a5,1,0.110654,2.544859,[8 6] ; [15 30],[5.45762712 8.54237288] ; [17.54237288 27.45762712],0
a7,1,0.111181,2.537351,[9 5] ; [18 27],[6.40677966 7.59322034] ; [20.59322034 24.40677966],0
p7,1,0.111181,2.537351,[9 5] ; [18 27],[6.40677966 7.59322034] ; [20.59322034 24.40677966],0
p8,1,0.114536,2.490492,[7 7] ; [12 32],[4.5862069 9.4137931] ; [14.4137931 29.5862069],0
s5,1,0.121417,2.398946,[ 4 10] ; [ 5 39],[ 2.17241379 11.82758621] ; [ 6.82758621 37.17241379],0
a8,1,0.200092,1.641702,[ 3 10] ; [ 4 38],[ 1.65454545 11.34545455] ; [ 5.34545455 36.65454545],0
b4,1,0.23146,1.431866,[ 4 10] ; [21 24],[5.93220339 8.06779661] ; [19.06779661 25.93220339],0
s2,1,0.260062,1.268428,[7 7] ; [15 30],[5.22033898 8.77966102] ; [16.77966102 28.22033898],0
n1,1,0.285683,1.139855,[2 1] ; [ 8 15],[1.15384615 1.84615385] ; [ 8.84615385 14.15384615],0
b1,1,0.327754,0.957753,[6 8] ; [26 19],[7.59322034 6.40677966] ; [24.40677966 20.59322034],0
d2,1,0.341605,0.904399,[ 2 12] ; [12 33],[ 3.3220339 10.6779661] ; [10.6779661 34.3220339],0
n4,1,0.360393,0.836523,[10  4] ; [26 19],[8.54237288 5.45762712] ; [27.45762712 17.54237288],0
p5,1,0.385899,0.751826,[ 2 12] ; [ 3 41],[ 1.20689655 12.79310345] ; [ 3.79310345 40.20689655],0
p3,1,0.407466,0.686183,[5 9] ; [11 34],[ 3.79661017 10.20338983] ; [12.20338983 32.79661017],0
p10,1,0.452094,0.565397,[7 7] ; [17 27],[5.79310345 8.20689655] ; [18.20689655 25.79310345],0
n3,1,0.490279,0.475913,[2 1] ; [10 12],[1.44 1.56] ; [10.56 11.44],0
d4,1,0.508431,0.437294,[7 7] ; [18 27],[5.93220339 8.06779661] ; [19.06779661 25.93220339],0
n5,1,0.529793,0.394789,[10  4] ; [28 17],[9.01694915 4.98305085] ; [28.98305085 16.01694915],0
b2,1,0.552119,0.353535,[1 4] ; [10 20],[1.57142857 3.42857143] ; [ 9.42857143 20.57142857],0
b3,1,0.552119,0.353535,[1 4] ; [10 20],[1.57142857 3.42857143] ; [ 9.42857143 20.57142857],0
p2,1,0.56373,0.333287,[9 5] ; [25 20],[8.06779661 5.93220339] ; [25.93220339 19.06779661],0
d3,1,0.621728,0.243446,[6 8] ; [16 29],[5.22033898 8.77966102] ; [16.77966102 28.22033898],0
p1,1,0.667905,0.184062,[ 1 13] ; [ 5 40],[ 1.42372881 12.57627119] ; [ 4.57627119 40.42372881],0
a6,1,0.849263,0.036122,[6 8] ; [18 27],[5.69491525 8.30508475] ; [18.30508475 26.69491525],0
b5,1,0.916792,0.010915,[8 6] ; [25 20],[7.83050847 6.16949153] ; [25.16949153 19.83050847],0
p9,1,1.0,0.0,[7 7] ; [22 22],[7. 7.] ; [22. 22.],0
