Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,92.926256,[39 48] ; [337  39],[70.65226782 16.34773218] ; [305.34773218  70.65226782],1
n6,1,0.0,31.758222,[58 29] ; [338  37],[74.57142857 12.42857143] ; [321.42857143  53.57142857],1
p4,1,2.4e-05,17.82045,[39 48] ; [257 116],[55.9826087 31.0173913] ; [240.0173913 132.9826087],1
p6,1,0.000771,11.310784,[22 61] ; [172 196],[35.70288248 47.29711752] ; [158.29711752 209.70288248],1
n1,1,0.001257,10.405023,[ 8 23] ; [33 20],[15.13095238 15.86904762] ; [25.86904762 27.13095238],0
p11,1,0.001995,9.554474,[60 28] ; [313  65],[70.43776824 17.56223176] ; [302.56223176  75.43776824],0
a8,1,0.002945,8.841248,[ 4 79] ; [ 60 274],[12.73860911 70.26139089] ; [ 51.26139089 282.73860911],0
v3,1,0.004222,8.185881,[31 54] ; [196 169],[42.87777778 42.12222222] ; [184.12222222 180.87777778],0
p2,1,0.004941,7.901084,[66 21] ; [327  46],[74.32826087 12.67173913] ; [318.67173913  54.32826087],0
p3,1,0.005386,7.744982,[37 50] ; [220 153],[48.60652174 38.39347826] ; [208.39347826 164.60652174],0
d2,1,0.009181,6.787234,[33 55] ; [199 177],[44. 44.] ; [188. 188.],0
d1,1,0.011402,6.401617,[44 44] ; [244 134],[54.38626609 33.61373391] ; [233.61373391 144.38626609],0
s7,1,0.011675,6.359506,[34 50] ; [199 158],[44.38095238 39.61904762] ; [188.61904762 168.38095238],0
p8,1,0.012077,6.299472,[39 47] ; [221 146],[49.3598234 36.6401766] ; [210.6401766 156.3598234],0
p7,1,0.014974,5.919479,[47 37] ; [254 110],[56.4375 27.5625] ; [244.5625 119.4375],0
p5,1,0.015767,5.828647,[ 5 81] ; [ 59 314],[11.9912854 74.0087146] ; [ 52.0087146 320.9912854],0
s8,1,0.021044,5.323136,[34 53] ; [197 176],[43.68913043 43.31086957] ; [187.31086957 185.68913043],0
u1,1,0.022241,5.226803,[10 78] ; [ 84 294],[17.75107296 70.24892704] ; [ 76.24892704 301.75107296],0
s4,1,0.043367,4.081049,[20 68] ; [ 52 319],[13.80392157 74.19607843] ; [ 58.19607843 312.80392157],0
r4,1,0.048104,3.906348,[79  9] ; [360  18],[82.90128755  5.09871245] ; [356.09871245  21.90128755],0
d5,1,0.049355,3.86323,[67 21] ; [319  57],[73.20689655 14.79310345] ; [312.79310345  63.20689655],0
a5,1,0.055882,3.655569,[61 27] ; [298  80],[67.79399142 20.20600858] ; [291.20600858  86.79399142],0
r1,1,0.087479,2.920161,[70 18] ; [326  50],[75.10344828 12.89655172] ; [320.89655172  55.10344828],0
p12,1,0.107127,2.5961,[ 4 82] ; [ 38 334],[ 7.88646288 78.11353712] ; [ 34.11353712 337.88646288],0
a4,1,0.119159,2.428345,[36 52] ; [188 187],[42.57451404 45.42548596] ; [181.42548596 193.57451404],0
p10,1,0.125692,2.344914,[67 18] ; [319  54],[71.63755459 13.36244541] ; [314.36244541  58.63755459],0
a3,1,0.12987,2.294063,[60 28] ; [285  90],[65.57235421 22.42764579] ; [279.42764579  95.57235421],0
d3,1,0.155056,2.021795,[57 31] ; [273 104],[62.4516129 25.5483871] ; [267.5483871 109.4516129],0
s6,1,0.225972,1.466037,[56 29] ; [266 101],[60.55309735 24.44690265] ; [261.44690265 105.55309735],0
n3,1,0.240033,1.380402,[21 10] ; [42 11],[23.25  7.75] ; [39.75 13.25],0
u3,1,0.240239,1.379194,[20  8] ; [55 38],[17.3553719 10.6446281] ; [57.6446281 35.3553719],0
b4,1,0.250406,1.321036,[58 30] ; [224 154],[53.25321888 34.74678112] ; [228.74678112 149.25321888],0
a2,1,0.256292,1.288679,[19 69] ; [104 274],[23.22746781 64.77253219] ; [ 99.77253219 278.22746781],0
s2,1,0.262587,1.255064,[44 44] ; [210 161],[48.69716776 39.30283224] ; [205.30283224 165.69716776],0
v4,1,0.270834,1.212516,[84  4] ; [367   9],[85.53448276  2.46551724] ; [365.46551724  10.53448276],0
u4,1,0.295691,1.093526,[ 1 87] ; [ 12 366],[ 2.45493562 85.54506438] ; [ 10.54506438 367.45493562],0
s5,1,0.325869,0.965244,[29 56] ; [144 217],[32.97085202 52.02914798] ; [140.02914798 220.97085202],0
s3,1,0.381869,0.764677,[47 41] ; [216 153],[50.64332604 37.35667396] ; [212.35667396 156.64332604],0
r3,1,0.385366,0.753515,[82  5] ; [364  14],[83.44516129  3.55483871] ; [362.55483871  15.44516129],0
b1,1,0.403592,0.697599,[30 58] ; [147 231],[33.4248927 54.5751073] ; [143.5751073 234.4248927],0
a1,1,0.411922,0.673247,[ 3 85] ; [ 21 357],[ 4.53218884 83.46781116] ; [ 19.46781116 358.53218884],0
v2,1,0.530566,0.393307,[54 30] ; [249 118],[56.4345898 27.5654102] ; [246.5654102 120.4345898],0
a6,1,0.550508,0.356408,[57 31] ; [256 120],[59.36206897 28.63793103] ; [253.63793103 122.36206897],0
u2,1,0.651637,0.203843,[16 11] ; [50 42],[14.97478992 12.02521008] ; [51.02521008 40.97478992],0
a7,1,0.758377,0.094625,[63 25] ; [276 101],[64.15483871 23.84516129] ; [274.84516129 102.15483871],0
p1,1,0.797966,0.065526,[ 8 79] ; [ 38 338],[ 8.64362851 78.35637149] ; [ 37.35637149 338.64362851],0
d4,1,0.802907,0.062293,[73 15] ; [316  60],[73.77586207 14.22413793] ; [315.22413793  60.77586207],0
s1,1,0.813667,0.055553,[ 3 84] ; [ 11 360],[ 2.65938865 84.34061135] ; [ 11.34061135 359.65938865],0
b5,1,0.858097,0.031968,[57 31] ; [241 137],[56.27467811 31.72532189] ; [241.72532189 136.27467811],0
p9,1,0.885351,0.020791,[75 10] ; [327  46],[74.6069869 10.3930131] ; [327.3930131  45.6069869],0
b2,1,0.91359,0.011775,[18 25] ; [109 146],[18.32550336 24.67449664] ; [108.67449664 146.32550336],0
b3,1,0.91359,0.011775,[18 25] ; [109 146],[18.32550336 24.67449664] ; [108.67449664 146.32550336],0
n2,1,0.956266,0.003007,[25  6] ; [43 10],[25.0952381  5.9047619] ; [42.9047619 10.0952381],0
