Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.002012,9.538734,[ 3 29] ; [5 4],[ 6.24390244 25.75609756] ; [1.75609756 7.24390244],0
a3,1,0.054485,3.697778,[16 14] ; [8 1],[18.46153846 11.53846154] ; [5.53846154 3.46153846],0
s8,1,0.05681,3.628144,[ 1 30] ; [2 7],[ 2.325 28.675] ; [0.675 8.325],0
a5,1,0.100493,2.697709,[15 17] ; [7 2],[17.17073171 14.82926829] ; [4.82926829 4.17073171],0
r2,1,0.140501,2.17246,[15 15] ; [7 2],[16.92307692 13.07692308] ; [5.07692308 3.92307692],0
v2,1,0.142258,2.153361,[ 4 28] ; [3 6],[ 5.46341463 26.53658537] ; [1.53658537 7.46341463],0
s2,1,0.142258,2.153361,[ 4 28] ; [3 6],[ 5.46341463 26.53658537] ; [1.53658537 7.46341463],0
n2,1,0.161749,1.957794,[ 7 12] ; [3 1],[ 8.26086957 10.73913043] ; [1.73913043 2.26086957],0
p8,1,0.177313,1.82,[ 2 28] ; [2 7],[ 3.07692308 26.92307692] ; [0.92307692 8.07692308],0
p2,1,0.228332,1.451221,[10 22] ; [1 8],[ 8.58536585 23.41463415] ; [2.41463415 6.58536585],0
n1,1,0.231289,1.432915,[ 8 11] ; [3 1],[9.08695652 9.91304348] ; [1.91304348 2.08695652],0
p3,1,0.236292,1.40258,[ 5 27] ; [3 6],[ 6.24390244 25.75609756] ; [1.75609756 7.24390244],0
d3,1,0.249819,1.324314,[11 21] ; [5 4],[12.48780488 19.51219512] ; [3.51219512 5.48780488],0
a6,1,0.293989,1.101265,[15 17] ; [6 3],[16.3902439 15.6097561] ; [4.6097561 4.3902439],0
s1,1,0.298086,1.082735,[ 3 29] ; [2 7],[ 3.90243902 28.09756098] ; [1.09756098 7.90243902],0
r4,1,0.298086,1.082735,[ 3 29] ; [2 7],[ 3.90243902 28.09756098] ; [1.09756098 7.90243902],0
a2,1,0.298086,1.082735,[ 3 29] ; [2 7],[ 3.90243902 28.09756098] ; [1.09756098 7.90243902],0
r1,1,0.352637,0.863944,[ 9 23] ; [4 5],[10.14634146 21.85365854] ; [2.85365854 6.14634146],0
s4,1,0.37383,0.790895,[ 8 24] ; [1 8],[ 7.02439024 24.97560976] ; [1.97560976 7.02439024],0
n3,1,0.427205,0.630409,[ 8 11] ; [2 1],[ 8.63636364 10.36363636] ; [1.36363636 1.63636364],0
s7,1,0.473289,0.514286,[ 4 24] ; [2 6],[ 4.66666667 23.33333333] ; [1.33333333 6.66666667],0
d1,1,0.598978,0.276541,[10 22] ; [2 7],[ 9.36585366 22.63414634] ; [2.63414634 6.36585366],0
n5,1,0.618144,0.248485,[24  8] ; [6 3],[23.41463415  8.58536585] ; [6.58536585 2.41463415],0
p6,1,0.640351,0.218283,[ 2 29] ; [1 8],[ 2.325 28.675] ; [0.675 8.325],0
d5,1,0.645324,0.211847,[15 17] ; [5 4],[15.6097561 16.3902439] ; [4.3902439 4.6097561],0
s3,1,0.649273,0.206818,[ 9 21] ; [2 7],[ 8.46153846 21.53846154] ; [2.53846154 6.46153846],0
a4,1,0.674012,0.176944,[11 19] ; [4 5],[11.53846154 18.46153846] ; [3.46153846 5.53846154],0
p7,1,0.72402,0.124674,[ 9 23] ; [2 7],[ 8.58536585 23.41463415] ; [2.41463415 6.58536585],0
d2,1,0.7572,0.095579,[12 19] ; [4 5],[12.4 18.6] ; [3.6 5.4],0
d4,1,0.768321,0.086772,[16 16] ; [4 5],[15.6097561 16.3902439] ; [4.3902439 4.6097561],0
b5,1,0.768321,0.086772,[16 16] ; [5 4],[16.3902439 15.6097561] ; [4.6097561 4.3902439],0
b4,1,0.768321,0.086772,[16 16] ; [5 4],[16.3902439 15.6097561] ; [4.6097561 4.3902439],0
p4,1,0.81637,0.053925,[ 6 26] ; [2 7],[ 6.24390244 25.75609756] ; [1.75609756 7.24390244],0
a1,1,0.81637,0.053925,[ 6 26] ; [2 7],[ 6.24390244 25.75609756] ; [1.75609756 7.24390244],0
b1,1,0.81866,0.052564,[20 12] ; [6 3],[20.29268293 11.70731707] ; [5.70731707 3.29268293],0
p1,1,0.876764,0.024047,[ 3 29] ; [1 8],[ 3.12195122 28.87804878] ; [0.87804878 8.12195122],0
p9,1,0.884867,0.020968,[ 6 24] ; [2 7],[ 6.15384615 23.84615385] ; [1.84615385 7.15384615],0
b2,1,0.886731,0.02029,[10 13] ; [2 3],[ 9.85714286 13.14285714] ; [2.14285714 2.85714286],0
b3,1,0.886731,0.02029,[10 13] ; [2 3],[ 9.85714286 13.14285714] ; [2.14285714 2.85714286],0
n6,1,0.89337,0.017967,[13 18] ; [4 5],[13.175 17.825] ; [3.825 5.175],0
n4,1,0.905546,0.01408,[22 10] ; [6 3],[21.85365854 10.14634146] ; [6.14634146 2.85365854],0
v4,1,0.970415,0.001375,[14 18] ; [4 5],[14.04878049 17.95121951] ; [3.95121951 5.04878049],0
a7,1,0.970415,0.001375,[14 18] ; [4 5],[14.04878049 17.95121951] ; [3.95121951 5.04878049],0
s6,1,0.981915,0.000514,[ 7 24] ; [2 7],[ 6.975 24.025] ; [2.025 6.975],0
p11,1,0.982262,0.000494,[ 7 25] ; [2 7],[ 7.02439024 24.97560976] ; [1.97560976 7.02439024],0
