Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,108.989513,[151  17] ; [14 53],[117.95744681  50.04255319] ; [47.04255319 19.95744681],1
s7,1,0.0,38.28999,[124  39] ; [22 45],[103.46956522  59.53043478] ; [42.53043478 24.46956522],1
s6,1,0.0,36.82848,[161   8] ; [44 23],[146.80084746  22.19915254] ; [58.19915254  8.80084746],1
s8,1,6e-06,20.581761,[110  60] ; [22 46],[94.28571429 75.71428571] ; [37.71428571 30.28571429],1
p9,1,5.9e-05,16.138219,[155  12] ; [50 18],[145.68085106  21.31914894] ; [59.31914894  8.68085106],1
v1,1,0.000647,11.636117,[108  61] ; [26 40],[96.36595745 72.63404255] ; [37.63404255 28.36595745],1
b5,1,0.00131,10.328457,[107  64] ; [27 41],[95.87447699 75.12552301] ; [38.12552301 29.87447699],0
v4,1,0.002862,8.893343,[166   3] ; [60  7],[161.83898305   7.16101695] ; [64.16101695  2.83898305],0
r2,1,0.010354,6.572887,[167   2] ; [62  5],[163.98728814   5.01271186] ; [65.01271186  1.98728814],0
a7,1,0.017537,5.641773,[122  49] ; [37 30],[114.2394958  56.7605042] ; [44.7605042 22.2394958],0
n2,1,0.019005,5.501093,[36  5] ; [11  7],[32.66101695  8.33898305] ; [14.33898305  3.66101695],0
p10,1,0.022117,5.236524,[150  20] ; [52 16],[144.28571429  25.71428571] ; [57.71428571 10.28571429],0
v3,1,0.024104,5.087122,[69 99] ; [17 50],[ 61.48085106 106.51914894] ; [24.51914894 42.48085106],0
u3,1,0.027254,4.87467,[26 10] ; [10 13],[21.96610169 14.03389831] ; [14.03389831  8.96610169],0
s4,1,0.027782,4.84153,[ 56 111] ; [13 55],[ 49.03404255 117.96595745] ; [19.96595745 48.03404255],0
a5,1,0.041034,4.17462,[139  32] ; [47 21],[133.07949791  37.92050209] ; [52.92050209 15.07949791],0
r4,1,0.041513,4.154964,[160  11] ; [58 10],[155.9748954  15.0251046] ; [62.0251046  5.9748954],0
a3,1,0.046966,3.946623,[135  35] ; [45 22],[129.11392405  40.88607595] ; [50.88607595 16.11392405],0
a2,1,0.052973,3.744781,[ 54 117] ; [13 55],[ 47.93723849 123.06276151] ; [19.06276151 48.93723849],0
p6,1,0.074046,3.19097,[77 92] ; [22 45],[70.8940678 98.1059322] ; [28.1059322 38.8940678],0
a6,1,0.081693,3.030894,[113  57] ; [37 31],[107.14285714  62.85714286] ; [42.85714286 25.14285714],0
r3,1,0.08835,2.904184,[163   6] ; [61  6],[160.40677966   8.59322034] ; [63.59322034  3.40677966],0
v2,1,0.090427,2.866751,[100  65] ; [33 35],[94.18454936 70.81545064] ; [38.81545064 29.18454936],0
d3,1,0.109263,2.564842,[126  45] ; [43 25],[120.91631799  50.08368201] ; [48.08368201 19.91631799],0
n5,1,0.11987,2.41902,[130  38] ; [46 22],[125.28813559  42.71186441] ; [50.71186441 17.28813559],0
p4,1,0.13116,2.278723,[108  62] ; [36 32],[102.85714286  67.14285714] ; [41.14285714 26.85714286],0
n6,1,0.152488,2.047183,[149  18] ; [56 12],[145.68085106  21.31914894] ; [59.31914894  8.68085106],0
s1,1,0.179473,1.801986,[  9 159] ; [ 1 67],[  7.11864407 160.88135593] ; [ 2.88135593 65.11864407],0
b1,1,0.259834,1.269639,[ 62 109] ; [30 38],[ 65.82426778 105.17573222] ; [26.17573222 41.82426778],0
