Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.001188,10.508362,[2 3] ; [108  13],[4.36507937 0.63492063] ; [105.63492063  15.36507937],0
r1,1,0.018011,5.595049,[1 4] ; [85 36],[3.41269841 1.58730159] ; [82.58730159 38.41269841],0
d2,1,0.052519,3.759174,[3 2] ; [27 94],[1.19047619 3.80952381] ; [28.80952381 92.19047619],0
r4,1,0.07665,3.134532,[3 2] ; [106  15],[4.32539683 0.67460317] ; [104.67460317  16.32539683],0
p11,1,0.07932,3.078772,[2 3] ; [91 30],[3.69047619 1.30952381] ; [89.30952381 31.69047619],0
v2,1,0.100407,2.699071,[4 1] ; [50 67],[2.21311475 2.78688525] ; [51.78688525 65.21311475],0
d5,1,0.100687,2.694622,[2 3] ; [89 32],[3.61111111 1.38888889] ; [87.38888889 33.61111111],0
r3,1,0.104641,2.633345,[4 1] ; [115   5],[4.76 0.24] ; [114.24   5.76],0
s1,1,0.106802,2.600921,[1 4] ; [  5 114],[0.24193548 4.75806452] ; [  5.75806452 113.24193548],0
s2,1,0.188539,1.728996,[1 4] ; [60 60],[2.44 2.56] ; [58.56 61.44],0
s6,1,0.191251,1.707952,[2 3] ; [81 38],[3.34677419 1.65322581] ; [79.65322581 39.34677419],0
p12,1,0.201468,1.631699,[1 4] ; [  7 114],[0.31746032 4.68253968] ; [  7.68253968 113.31746032],0
a3,1,0.255065,1.295344,[1 4] ; [55 65],[2.24 2.76] ; [53.76 66.24],0
a7,1,0.272257,1.205341,[2 3] ; [77 43],[3.16 1.84] ; [75.84 44.16],0
p3,1,0.303365,1.059345,[2 3] ; [76 45],[3.0952381 1.9047619] ; [74.9047619 46.0952381],0
p9,1,0.307526,1.041273,[3 2] ; [95 25],[3.92 1.08] ; [94.08 25.92],0
b5,1,0.376632,0.781668,[4 1] ; [73 48],[3.05555556 1.94444444] ; [73.94444444 47.05555556],0
p10,1,0.392561,0.730994,[3 2] ; [92 28],[3.8 1.2] ; [91.2 28.8],0
p8,1,0.394242,0.725819,[2 3] ; [71 49],[2.92 2.08] ; [70.08 49.92],0
d1,1,0.414305,0.666413,[1 4] ; [46 75],[1.86507937 3.13492063] ; [45.13492063 75.86507937],0
d4,1,0.594153,0.283905,[3 2] ; [86 35],[3.53174603 1.46825397] ; [85.46825397 35.53174603],0
v1,1,0.608354,0.262579,[2 3] ; [61 57],[2.56097561 2.43902439] ; [60.43902439 57.56097561],0
a8,1,0.630111,0.23191,[1 4] ; [14 97],[0.64655172 4.35344828] ; [14.35344828 96.64655172],0
p2,1,0.663806,0.188933,[4 1] ; [105  16],[4.32539683 0.67460317] ; [104.67460317  16.32539683],0
p7,1,0.684125,0.16552,[3 2] ; [81 37],[3.41463415 1.58536585] ; [80.58536585 37.41463415],0
u3,1,0.739315,0.110729,[2 2] ; [38 27],[2.31884058 1.68115942] ; [37.68115942 27.31884058],0
n5,1,0.777246,0.080038,[4 1] ; [90 31],[3.73015873 1.26984127] ; [90.26984127 30.73015873],0
a6,1,0.782444,0.076251,[3 2] ; [65 56],[2.6984127 2.3015873] ; [65.3015873 55.6984127],0
p6,1,0.784603,0.074707,[2 3] ; [55 64],[2.2983871 2.7016129] ; [54.7016129 64.2983871],0
s3,1,0.812866,0.056041,[3 2] ; [65 54],[2.74193548 2.25806452] ; [65.25806452 53.74193548],0
d3,1,0.898688,0.01621,[3 2] ; [76 45],[3.13492063 1.86507937] ; [75.86507937 45.13492063],0
v3,1,0.918016,0.010595,[2 3] ; [43 71],[1.8907563 3.1092437] ; [43.1092437 70.8907563],0
b4,1,0.924014,0.009097,[3 2] ; [70 51],[2.8968254 2.1031746] ; [70.1031746 50.8968254],0
s4,1,0.932066,0.007267,[1 4] ; [22 97],[0.92741935 4.07258065] ; [22.07258065 96.92741935],0
a4,1,0.936681,0.006311,[1 4] ; [26 95],[1.07142857 3.92857143] ; [25.92857143 95.07142857],0
b1,1,0.958523,0.002705,[2 3] ; [47 74],[1.94444444 3.05555556] ; [47.05555556 73.94444444],0
s8,1,0.988187,0.000219,[2 3] ; [48 73],[1.98412698 3.01587302] ; [48.01587302 72.98412698],0
p5,1,0.992679,8.4e-05,[1 4] ; [24 95],[1.00806452 3.99193548] ; [23.99193548 95.00806452],0
