Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.0,68.53681,[300   9] ; [6 7],[293.64596273  15.35403727] ; [12.35403727  0.64596273],1
r4,1,0.0,33.409239,[297  16] ; [7 6],[291.87730061  21.12269939] ; [12.12269939  0.87730061],1
r1,1,0.012302,6.266802,[269  42] ; [8 5],[265.88580247  45.11419753] ; [11.11419753  1.88580247],0
d3,1,0.019299,5.474228,[217  96] ; [5 8],[213.14723926  99.85276074] ; [8.85276074 4.14723926],0
d1,1,0.046055,3.979587,[205 108] ; [5 8],[201.62576687 111.37423313] ; [8.37423313 4.62576687],0
s2,1,0.048302,3.899441,[214  97] ; [5 7],[210.86377709 100.13622291] ; [8.13622291 3.86377709],0
a8,1,0.05435,3.701914,[ 54 230] ; [5 7],[ 56.60810811 227.39189189] ; [2.39189189 9.60810811],0
v1,1,0.063398,3.446195,[191 108] ; [5 8],[187.83333333 111.16666667] ; [8.16666667 4.83333333],0
s7,1,0.10023,2.701872,[228  71] ; [6 5],[225.69677419  73.30322581] ; [8.30322581 2.69677419],0
p4,1,0.113456,2.505415,[210 102] ; [6 7],[207.36 104.64] ; [8.64 4.36],0
p3,1,0.132686,2.260793,[186 127] ; [5 8],[183.38343558 129.61656442] ; [7.61656442 5.38343558],0
u1,1,0.25034,1.321405,[ 65 248] ; [ 1 12],[ 63.36809816 249.63190184] ; [ 2.63190184 10.36809816],0
s5,1,0.293126,1.10521,[120 179] ; [3 9],[118.25401929 180.74598071] ; [4.74598071 7.25401929],0
a5,1,0.318535,0.99495,[252  61] ; [9 4],[250.59202454  62.40797546] ; [10.40797546  2.59202454],0
a3,1,0.373053,0.793469,[248  64] ; [9 4],[246.72  65.28] ; [10.28  2.72],0
p2,1,0.388871,0.74247,[267  45] ; [10  3],[265.92  46.08] ; [11.08  1.92],0
p9,1,0.396859,0.717823,[282  29] ; [10  2],[281.15170279  29.84829721] ; [10.84829721  1.15170279],0
d4,1,0.410662,0.676883,[266  46] ; [10  3],[264.96  47.04] ; [11.04  1.96],0
u3,1,0.423116,0.641646,[45 20] ; [2 2],[44.27536232 20.72463768] ; [2.72463768 1.27536232],0
v3,1,0.436236,0.606163,[149 146] ; [8 5],[150.37337662 144.62662338] ; [6.62662338 6.37337662],0
b4,1,0.439568,0.597409,[183 130] ; [9 4],[184.34355828 128.65644172] ; [7.65644172 5.34355828],0
v2,1,0.462069,0.540878,[191 108] ; [7 6],[189.75 109.25] ; [8.25 4.75],0
p6,1,0.48455,0.488606,[136 173] ; [7 6],[137.22670807 171.77329193] ; [5.77329193 7.22670807],0
a7,1,0.505313,0.44376,[219  93] ; [8 5],[217.92  94.08] ; [9.08 3.92],0
a4,1,0.532244,0.390105,[148 165] ; [5 8],[146.89877301 166.10122699] ; [6.10122699 6.89877301],0
n1,1,0.572021,0.319312,[34 34] ; [1 2],[33.52112676 34.47887324] ; [1.47887324 1.52112676],0
p7,1,0.58373,0.300243,[209  95] ; [8 5],[208.10094637  95.89905363] ; [8.89905363 4.10094637],0
p12,1,0.591186,0.288496,[ 36 275] ; [ 2 10],[ 36.58823529 274.41176471] ; [ 1.41176471 10.58823529],0
n6,1,0.644346,0.213103,[274  37] ; [12  1],[274.52469136  36.47530864] ; [11.47530864  1.52469136],0
a6,1,0.682802,0.166988,[209 103] ; [8 5],[208.32 103.68] ; [8.68 4.32],0
b1,1,0.688392,0.160832,[127 186] ; [6 7],[127.69631902 185.30368098] ; [5.30368098 7.69631902],0
b2,1,0.70085,0.147589,[103 120] ; [4 6],[102.40772532 120.59227468] ; [4.59227468 5.40772532],0
b3,1,0.70085,0.147589,[103 120] ; [4 6],[102.40772532 120.59227468] ; [4.59227468 5.40772532],0
p10,1,0.707594,0.140692,[269  40] ; [10  2],[268.57009346  40.42990654] ; [10.42990654  1.57009346],0
s3,1,0.709782,0.138495,[222  88] ; [8 4],[221.42857143  88.57142857] ; [8.57142857 3.42857143],0
n5,1,0.725634,0.123158,[251  60] ; [11  2],[251.48765432  59.51234568] ; [10.51234568  2.48765432],0
n2,1,0.768369,0.086735,[52 18] ; [2 1],[51.78082192 18.21917808] ; [2.21917808 0.78082192],0
a2,1,0.78268,0.076081,[ 83 230] ; [ 3 10],[ 82.57055215 230.42944785] ; [3.42944785 9.57055215],0
u2,1,0.792952,0.068896,[44 20] ; [3 1],[44.23529412 19.76470588] ; [2.76470588 1.23529412],0
p11,1,0.795368,0.067261,[256  57] ; [11  2],[256.35276074  56.64723926] ; [10.64723926  2.35276074],0
p8,1,0.795955,0.066866,[177 131] ; [7 6],[176.5482866 131.4517134] ; [7.4517134 5.5482866],0
b5,1,0.843325,0.039062,[184 129] ; [8 5],[184.34355828 128.65644172] ; [7.65644172 5.34355828],0
p1,1,0.901013,0.015471,[ 27 284] ; [ 1 12],[ 26.87654321 284.12345679] ; [ 1.12345679 11.87654321],0
d2,1,0.901275,0.015389,[174 139] ; [7 6],[173.78220859 139.21779141] ; [7.21779141 5.78220859],0
n4,1,0.946861,0.004442,[261  50] ; [11  2],[261.08641975  49.91358025] ; [10.91358025  2.08641975],0
p5,1,0.959588,0.002568,[ 49 259] ; [ 2 11],[ 48.93457944 259.06542056] ; [ 2.06542056 10.93457944],0
s6,1,0.984206,0.000392,[256  56] ; [9 2],[255.9752322  56.0247678] ; [9.0247678 1.9752322],0
d5,1,1.0,0.0,[264  48] ; [11  2],[264.  48.] ; [11.  2.],0
