Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.040058,4.215408,[440  12] ; [5 1],[439.17030568  12.82969432] ; [5.82969432 0.17030568],0
a2,1,0.109315,2.5641,[160 295] ; [4 2],[161.86550976 293.13449024] ; [2.13449024 3.86550976],0
a8,1,0.164621,1.931256,[ 55 350] ; [2 4],[ 56.16788321 348.83211679] ; [0.83211679 5.16788321],0
b4,1,0.198163,1.655862,[270 185] ; [2 4],[268.45986985 186.54013015] ; [3.54013015 2.45986985],0
a1,1,0.220915,1.498417,[ 24 431] ; [1 5],[ 24.67462039 430.32537961] ; [0.32537961 5.67462039],0
a4,1,0.22478,1.473591,[267 187] ; [5 1],[268.45217391 185.54782609] ; [3.54782609 2.45217391],0
p6,1,0.244824,1.3526,[193 256] ; [4 2],[194.4021978 254.5978022] ; [2.5978022 3.4021978],0
s7,1,0.261727,1.2596,[241 198] ; [4 1],[242.24099099 196.75900901] ; [2.75900901 2.24099099],0
b5,1,0.292604,1.107603,[284 171] ; [5 1],[285.23861171 169.76138829] ; [3.76138829 2.23861171],0
p7,1,0.421628,0.645774,[301 142] ; [5 1],[301.91091314 141.08908686] ; [4.08908686 1.91091314],0
p10,1,0.434347,0.611171,[418  36] ; [5 1],[417.4826087  36.5173913] ; [5.5173913 0.4826087],0
v2,1,0.502365,0.449936,[276 160] ; [3 3],[275.21266968 160.78733032] ; [3.78733032 2.21266968],0
s8,1,0.514908,0.424079,[241 211] ; [4 2],[241.79039301 210.20960699] ; [3.20960699 2.79039301],0
p1,1,0.536849,0.381411,[ 42 411] ; [1 5],[ 42.4379085 410.5620915] ; [0.5620915 5.4379085],0
s6,1,0.553895,0.350385,[321 125] ; [3 2],[320.40798226 125.59201774] ; [3.59201774 1.40798226],0
u1,1,0.555162,0.34815,[125 330] ; [1 5],[124.36008677 330.63991323] ; [1.63991323 4.36008677],0
v3,1,0.556999,0.344926,[195 235] ; [2 4],[194.28899083 235.71100917] ; [2.71100917 3.28899083],0
s3,1,0.588817,0.292195,[272 175] ; [3 3],[271.35761589 175.64238411] ; [3.64238411 2.35761589],0
a6,1,0.604351,0.268483,[336 118] ; [5 1],[336.55217391 117.44782609] ; [4.44782609 1.55217391],0
p8,1,0.621015,0.244443,[253 194] ; [4 2],[253.59602649 193.40397351] ; [3.40397351 2.59602649],0
p3,1,0.632984,0.228036,[258 195] ; [4 2],[258.5751634 194.4248366] ; [3.4248366 2.5751634],0
v1,1,0.657901,0.196083,[260 181] ; [3 3],[259.46979866 181.53020134] ; [3.53020134 2.46979866],0
s2,1,0.664573,0.188016,[261 190] ; [4 2],[261.52078775 189.47921225] ; [3.47921225 2.52078775],0
a7,1,0.719446,0.129025,[351 104] ; [5 1],[351.36659436 103.63340564] ; [4.63340564 1.36659436],0
n5,1,0.776085,0.080897,[355  97] ; [5 1],[355.28384279  96.71615721] ; [4.71615721 1.28384279],0
n1,1,0.785,0.074425,[38 56] ; [1 1],[38.1875 55.8125] ; [0.8125 1.1875],0
p5,1,0.838574,0.041501,[ 62 388] ; [1 5],[ 62.17105263 387.82894737] ; [0.82894737 5.17105263],0
r1,1,0.912118,0.012181,[384  68] ; [5 1],[383.90393013  68.09606987] ; [5.09606987 0.90393013],0
b2,1,0.925962,0.008635,[122 168] ; [2 3],[121.89830508 168.10169492] ; [2.10169492 2.89830508],0
b3,1,0.925962,0.008635,[122 168] ; [2 3],[121.89830508 168.10169492] ; [2.10169492 2.89830508],0
p4,1,0.938609,0.005932,[308 144] ; [4 2],[307.91266376 144.08733624] ; [4.08733624 1.91266376],0
b1,1,0.943274,0.005063,[158 297] ; [2 4],[157.9175705 297.0824295] ; [2.0824295 3.9175705],0
s4,1,0.952699,0.003519,[ 79 370] ; [1 5],[ 78.94505495 370.05494505] ; [1.05494505 4.94505495],0
s5,1,0.981564,0.000534,[171 262] ; [2 3],[171.02511416 261.97488584] ; [1.97488584 3.02511416],0
p11,1,0.998093,6e-06,[379  76] ; [5 1],[379.0021692  75.9978308] ; [4.9978308 1.0021692],0
