Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,35.877016,[59 53] ; [ 22 111],[37.02857143 74.97142857] ; [43.97142857 89.02857143],1
v1,1,0.0,25.403702,[72 40] ; [43 91],[52.35772358 59.64227642] ; [62.64227642 71.35772358],1
d5,1,1.1e-05,19.38614,[96 19] ; [78 57],[80.04 34.96] ; [93.96 41.04],1
r3,1,9.1e-05,15.316903,[109   6] ; [105  31],[98.04780876 16.95219124] ; [115.95219124  20.04780876],1
d4,1,0.000367,12.69242,[95 20] ; [84 51],[82.34 32.66] ; [96.66 38.34],1
p7,1,0.001836,9.706278,[76 36] ; [65 70],[63.93522267 48.06477733] ; [77.06477733 57.93522267],0
a3,1,0.00259,9.075644,[88 27] ; [79 56],[76.82 38.18] ; [90.18 44.82],0
r4,1,0.002697,9.002232,[96 19] ; [91 45],[85.67729084 29.32270916] ; [101.32270916  34.67729084],0
d1,1,0.003208,8.685071,[61 54] ; [47 89],[49.48207171 65.51792829] ; [58.51792829 77.48207171],0
s2,1,0.003565,8.493318,[62 53] ; [48 87],[50.6 64.4] ; [59.4 75.6],0
p8,1,0.005451,7.723516,[57 54] ; [46 90],[46.28744939 64.71255061] ; [56.71255061 79.28744939],0
p9,1,0.006464,7.41604,[91 22] ; [87 47],[81.43319838 31.56680162] ; [96.56680162 37.43319838],0
n3,1,0.006899,7.298976,[23  4] ; [29 24],[17.55  9.45] ; [34.45 18.55],0
p10,1,0.011298,6.41784,[85 27] ; [82 53],[75.72469636 36.27530364] ; [91.27530364 43.72469636],0
r2,1,0.014186,6.014852,[103   8] ; [111  24],[96.56097561 14.43902439] ; [117.43902439  17.56097561],0
n4,1,0.01834,5.563374,[90 24] ; [89 47],[81.624 32.376] ; [97.376 38.624],0
p3,1,0.019795,5.429872,[56 58] ; [47 89],[46.968 67.032] ; [56.032 79.968],0
r1,1,0.024905,5.03046,[84 31] ; [81 55],[75.59760956 39.40239044] ; [89.40239044 46.59760956],0
a5,1,0.027204,4.877842,[83 32] ; [80 56],[74.6812749 40.3187251] ; [88.3187251 47.6812749],0
s8,1,0.027209,4.877491,[55 60] ; [46 89],[46.46 68.54] ; [54.54 80.46],0
v4,1,0.039209,4.25177,[104  10] ; [111  24],[98.43373494 15.56626506] ; [116.56626506  18.43373494],0
p4,1,0.063987,3.430906,[58 54] ; [54 81],[50.7854251 61.2145749] ; [61.2145749 73.7854251],0
s7,1,0.112377,2.52047,[56 53] ; [53 76],[49.92016807 59.07983193] ; [59.07983193 69.92016807],0
p11,1,0.128712,2.307975,[87 28] ; [91 45],[81.55378486 33.44621514] ; [96.44621514 39.55378486],0
s4,1,0.146699,2.106241,[18 97] ; [ 31 104],[22.54 92.46] ; [ 26.46 108.54],0
p1,1,0.159725,1.976825,[  5 110] ; [ 12 124],[  7.78884462 107.21115538] ; [  9.21115538 126.78884462],0
s6,1,0.16529,1.925147,[68 44] ; [69 64],[62.62857143 49.37142857] ; [74.37142857 58.62857143],0
p2,1,0.175418,1.836021,[86 28] ; [92 44],[81.168 32.832] ; [96.832 39.168],0
s1,1,0.20753,1.588572,[  3 111] ; [  8 127],[  5.03614458 108.96385542] ; [  5.96385542 129.03614458],0
n6,1,0.245378,1.349431,[90 24] ; [98 37],[86.07228916 27.92771084] ; [101.92771084  33.07228916],0
d2,1,0.267126,1.231445,[57 58] ; [57 77],[52.65060241 62.34939759] ; [61.34939759 72.65060241],0
s5,1,0.279972,1.167228,[39 69] ; [39 93],[35.1 72.9] ; [42.9 89.1],0
p6,1,0.308376,1.037618,[37 73] ; [37 97],[33.36065574 76.63934426] ; [40.63934426 93.36065574],0
n2,1,0.350331,0.872259,[21  6] ; [38 18],[19.19277108  7.80722892] ; [39.80722892 16.19277108],0
u1,1,0.584654,0.298771,[  5 110] ; [  8 128],[  5.9561753 109.0438247] ; [  7.0438247 128.9561753],0
b4,1,0.699408,0.149088,[62 53] ; [70 66],[60.47808765 54.52191235] ; [71.52191235 64.47808765],0
d3,1,0.728343,0.120638,[49 66] ; [55 81],[47.64940239 67.35059761] ; [56.35059761 79.64940239],0
b2,1,0.760849,0.092639,[30 44] ; [34 55],[29.05521472 44.94478528] ; [34.94478528 54.05521472],0
b3,1,0.760849,0.092639,[30 44] ; [34 55],[29.05521472 44.94478528] ; [34.94478528 54.05521472],0
s3,1,0.767164,0.087667,[60 54] ; [68 66],[58.83870968 55.16129032] ; [69.16129032 64.83870968],0
u2,1,0.778648,0.079006,[11 15] ; [26 31],[11.59036145 14.40963855] ; [25.40963855 31.59036145],0
a8,1,0.77982,0.07815,[ 11 100] ; [ 14 113],[11.65966387 99.34033613] ; [ 13.34033613 113.65966387],0
n5,1,0.786837,0.073127,[82 32] ; [95 40],[81.03614458 32.96385542] ; [95.96385542 39.03614458],0
b1,1,0.803703,0.061781,[54 61] ; [66 70],[54.98007968 60.01992032] ; [65.01992032 70.98007968],0
n1,1,0.810068,0.057763,[10 16] ; [20 36],[ 9.51219512 16.48780488] ; [20.48780488 35.51219512],0
a1,1,0.819083,0.052315,[  6 109] ; [  8 128],[  6.41434263 108.58565737] ; [  7.58565737 128.41434263],0
u3,1,0.850933,0.035317,[11 16] ; [22 35],[10.60714286 16.39285714] ; [22.39285714 34.60714286],0
a6,1,0.890744,0.018868,[43 72] ; [52 84],[43.52589641 71.47410359] ; [51.47410359 84.52589641],0
b5,1,0.894658,0.017533,[54 61] ; [65 71],[54.52191235 60.47808765] ; [64.47808765 71.52191235],0
a4,1,0.896365,0.016966,[49 66] ; [56 78],[48.4939759 66.5060241] ; [56.5060241 77.4939759],0
a2,1,0.939089,0.005839,[  9 106] ; [ 11 125],[  9.16334661 105.83665339] ; [ 10.83665339 125.16334661],0
p12,1,0.955953,0.003051,[  4 108] ; [  5 130],[  4.08097166 107.91902834] ; [  4.91902834 130.08097166],0
