Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1e-06,24.90849,[65 13] ; [170 155],[45.48387097 32.51612903] ; [189.51612903 135.48387097],1
s2,1,2e-06,22.499414,[53 25] ; [126 203],[34.3046683 43.6953317] ; [144.6953317 184.3046683],1
s5,1,2.9e-05,17.498783,[35 37] ; [ 77 244],[20.51908397 51.48091603] ; [ 91.48091603 229.51908397],1
s3,1,6.1e-05,16.066235,[57 21] ; [156 170],[41.12376238 36.87623762] ; [171.87623762 154.12376238],1
n4,1,0.001192,10.50275,[43 36] ; [242  89],[54.91463415 24.08536585] ; [230.08536585 100.91463415],0
s7,1,0.002206,9.369743,[45 32] ; [123 191],[33.08439898 43.91560102] ; [134.91560102 179.08439898],0
p6,1,0.007793,7.080402,[32 47] ; [ 83 243],[22.43209877 56.56790123] ; [ 92.56790123 233.43209877],0
n3,1,0.00936,6.752854,[24  3] ; [62 37],[18.42857143  8.57142857] ; [67.57142857 31.42857143],0
b3,1,0.013267,6.133108,[ 5 32] ; [ 65 126],[11.35964912 25.64035088] ; [ 58.64035088 132.35964912],0
b2,1,0.013267,6.133108,[ 5 32] ; [ 65 126],[11.35964912 25.64035088] ; [ 58.64035088 132.35964912],0
a8,1,0.02079,5.344269,[ 2 73] ; [ 35 269],[ 7.32189974 67.67810026] ; [ 29.67810026 274.32189974],0
b4,1,0.072472,3.22612,[52 27] ; [181 150],[44.89512195 34.10487805] ; [188.10487805 142.89512195],0
n5,1,0.087092,2.927312,[45 34] ; [221 108],[51.50490196 27.49509804] ; [214.49509804 114.50490196],0
a1,1,0.097149,2.75173,[ 1 78] ; [ 19 312],[ 3.85365854 75.14634146] ; [ 16.14634146 314.85365854],0
d3,1,0.101923,2.675196,[58 20] ; [212 116],[51.87192118 26.12807882] ; [218.12807882 109.87192118],0
p9,1,0.127293,2.325209,[64 14] ; [239  85],[58.79104478 19.20895522] ; [244.20895522  79.79104478],0
s8,1,0.146506,2.108263,[32 47] ; [105 224],[26.52696078 52.47303922] ; [110.47303922 218.52696078],0
u3,1,0.150431,2.067875,[19 10] ; [53 52],[15.58208955 13.41791045] ; [56.41791045 48.58208955],0
p5,1,0.17572,1.833458,[ 3 76] ; [ 27 301],[ 5.82309582 73.17690418] ; [ 24.17690418 303.82309582],0
b5,1,0.18922,1.723681,[48 31] ; [174 157],[42.77560976 36.22439024] ; [179.22439024 151.77560976],0
v4,1,0.227952,1.453595,[76  3] ; [303  25],[73.56511057  5.43488943] ; [305.43488943  22.56511057],0
n2,1,0.230201,1.439619,[21  6] ; [67 35],[18.41860465  8.58139535] ; [69.58139535 32.41860465],0
d5,1,0.252888,1.307276,[56 22] ; [257  73],[59.83823529 18.16176471] ; [253.16176471  76.83823529],0
p12,1,0.275737,1.187983,[ 6 73] ; [ 15 313],[ 4.07616708 74.92383292] ; [ 16.92383292 311.07616708],0
p10,1,0.2808,1.163214,[61 18] ; [232  94],[57.15308642 21.84691358] ; [235.84691358  90.15308642],0
b1,1,0.302414,1.063518,[27 52] ; [134 197],[31.02195122 47.97804878] ; [129.97804878 201.02195122],0
a2,1,0.323039,0.976603,[13 66] ; [ 71 260],[16.18536585 62.81463415] ; [ 67.81463415 263.18536585],0
s1,1,0.34536,0.890435,[ 5 73] ; [ 13 315],[ 3.45812808 74.54187192] ; [ 14.54187192 313.45812808],0
p11,1,0.366746,0.81466,[53 26] ; [239  92],[56.26341463 22.73658537] ; [235.73658537  95.26341463],0
p4,1,0.383741,0.758684,[42 37] ; [156 171],[38.5270936 40.4729064] ; [159.4729064 167.5270936],0
a4,1,0.395335,0.72247,[29 50] ; [138 191],[32.33578431 46.66421569] ; [134.66421569 194.33578431],0
p3,1,0.435974,0.606856,[35 44] ; [130 199],[31.94852941 47.05147059] ; [133.05147059 195.94852941],0
a3,1,0.43604,0.606681,[50 29] ; [224 106],[52.92420538 26.07579462] ; [221.07579462 108.92420538],0
v2,1,0.504054,0.44639,[29 46] ; [136 181],[31.56887755 43.43112245] ; [133.43112245 183.56887755],0
a5,1,0.572037,0.319287,[51 28] ; [224 106],[53.11735941 25.88264059] ; [221.88264059 108.11735941],0
a7,1,0.580217,0.305883,[53 25] ; [234  95],[55.002457 22.997543] ; [231.997543  97.002457],0
u1,1,0.580255,0.305822,[10 69] ; [ 50 281],[11.56097561 67.43902439] ; [ 48.43902439 282.56097561],0
n6,1,0.580756,0.305014,[64 15] ; [258  72],[62.19559902 16.80440098] ; [259.80440098  70.19559902],0
r1,1,0.582935,0.301514,[58 21] ; [252  78],[59.87775061 19.12224939] ; [250.12224939  79.87775061],0
r4,1,0.601213,0.27317,[68 11] ; [292  39],[69.36585366  9.63414634] ; [290.63414634  40.36585366],0
p7,1,0.611832,0.257516,[45 32] ; [179 145],[43.01246883 33.98753117] ; [180.98753117 143.01246883],0
