Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,5e-06,20.871687,[25  6] ; [15 37],[14.93975904 16.06024096] ; [25.06024096 26.93975904],1
s7,1,6e-06,20.355232,[22  8] ; [12 41],[12.28915663 17.71084337] ; [21.71084337 31.28915663],1
a3,1,0.0002,13.833263,[27  5] ; [23 30],[18.82352941 13.17647059] ; [31.17647059 21.82352941],1
d2,1,0.001458,10.130707,[22 10] ; [18 36],[14.88372093 17.11627907] ; [25.11627907 28.88372093],0
s2,1,0.001529,10.043741,[21 10] ; [17 36],[14.02380952 16.97619048] ; [23.97619048 29.02380952],0
s6,1,0.002301,9.292668,[25  7] ; [23 29],[18.28571429 13.71428571] ; [29.71428571 22.28571429],0
d1,1,0.003523,8.514679,[24  8] ; [23 31],[17.48837209 14.51162791] ; [29.51162791 24.48837209],0
p3,1,0.004608,8.027221,[19 13] ; [15 38],[12.8 19.2] ; [21.2 31.8],0
p4,1,0.013516,6.100268,[23  9] ; [24 30],[17.48837209 14.51162791] ; [29.51162791 24.48837209],0
p6,1,0.034567,4.466422,[11 21] ; [ 8 46],[ 7.06976744 24.93023256] ; [11.93023256 42.06976744],0
d4,1,0.042586,4.111758,[29  3] ; [39 15],[25.30232558  6.69767442] ; [42.69767442 11.30232558],0
n5,1,0.050612,3.821072,[27  5] ; [35 19],[23.06976744  8.93023256] ; [38.93023256 15.06976744],0
p12,1,0.054138,3.708451,[ 5 27] ; [ 2 51],[ 2.63529412 29.36470588] ; [ 4.36470588 48.63529412],0
p2,1,0.090422,2.866844,[29  3] ; [41 13],[26.04651163  5.95348837] ; [43.95348837 10.04651163],0
n4,1,0.104715,2.632216,[26  6] ; [35 19],[22.69767442  9.30232558] ; [38.30232558 15.69767442],0
a4,1,0.121507,2.397786,[15 17] ; [16 37],[11.67058824 20.32941176] ; [19.32941176 33.67058824],0
a2,1,0.155058,2.02177,[ 8 24] ; [ 7 47],[ 5.58139535 26.41860465] ; [ 9.41860465 44.58139535],0
p9,1,0.176835,1.824027,[29  2] ; [45  9],[26.98823529  4.01176471] ; [47.01176471  6.98823529],0
d5,1,0.193909,1.687663,[25  7] ; [35 19],[22.3255814  9.6744186] ; [37.6744186 16.3255814],0
a7,1,0.218424,1.514694,[21 11] ; [42 12],[23.44186047  8.55813953] ; [39.55813953 14.44186047],0
b3,1,0.251744,1.313597,[ 9 12] ; [ 7 19],[ 7.14893617 13.85106383] ; [ 8.85106383 17.14893617],0
