Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.004893,7.918562,[ 2 17] ; [5 3],[ 4.92592593 14.07407407] ; [2.07407407 5.92592593],0
d5,1,0.118277,2.439994,[11  8] ; [2 6],[9.14814815 9.85185185] ; [3.85185185 4.14814815],0
s8,1,0.136198,2.220395,[ 1 18] ; [2 6],[ 2.11111111 16.88888889] ; [0.88888889 7.11111111],0
s7,1,0.155132,2.021053,[ 2 14] ; [3 5],[ 3.33333333 12.66666667] ; [1.66666667 6.33333333],0
v1,1,0.215327,1.535244,[ 3 16] ; [3 5],[ 4.22222222 14.77777778] ; [1.77777778 6.22222222],0
p2,1,0.22052,1.500987,[ 7 12] ; [5 3],[ 8.44444444 10.55555556] ; [3.55555556 4.44444444],0
r3,1,0.22052,1.500987,[ 7 12] ; [5 3],[ 8.44444444 10.55555556] ; [3.55555556 4.44444444],0
p3,1,0.269007,1.221805,[ 6 12] ; [1 7],[ 4.84615385 13.15384615] ; [2.15384615 5.84615385],0
a8,1,0.28497,1.143235,[ 2 16] ; [2 5],[ 2.88 15.12] ; [1.12 5.88],0
a4,1,0.301611,1.067058,[ 6 13] ; [1 7],[ 4.92592593 14.07407407] ; [2.07407407 5.92592593],0
n4,1,0.33281,0.937934,[11  8] ; [3 5],[9.85185185 9.14814815] ; [4.14814815 3.85185185],0
v4,1,0.33281,0.937934,[ 8 11] ; [5 3],[9.14814815 9.85185185] ; [3.85185185 4.14814815],0
a1,1,0.333697,0.934497,[ 2 17] ; [2 6],[ 2.81481481 16.18518519] ; [1.18518519 6.81481481],0
p8,1,0.364974,0.820707,[ 2 16] ; [2 6],[ 2.76923077 15.23076923] ; [1.23076923 6.76923077],0
d4,1,0.400659,0.706347,[11  8] ; [6 2],[11.96296296  7.03703704] ; [5.03703704 2.96296296],0
b5,1,0.400659,0.706347,[11  8] ; [6 2],[11.96296296  7.03703704] ; [5.03703704 2.96296296],0
r1,1,0.400659,0.706347,[ 8 11] ; [2 6],[ 7.03703704 11.96296296] ; [2.96296296 5.03703704],0
s6,1,0.430412,0.621711,[ 5 14] ; [1 7],[ 4.22222222 14.77777778] ; [1.77777778 6.22222222],0
u2,1,0.550985,0.355556,[5 7] ; [1 3],[4.5 7.5] ; [1.5 2.5],0
p7,1,0.551149,0.355263,[ 7 12] ; [2 6],[ 6.33333333 12.66666667] ; [2.66666667 5.33333333],0
a6,1,0.551149,0.355263,[ 7 12] ; [2 6],[ 6.33333333 12.66666667] ; [2.66666667 5.33333333],0
a3,1,0.596613,0.280135,[ 7 11] ; [4 4],[ 7.61538462 10.38461538] ; [3.38461538 4.61538462],0
b2,1,0.636982,0.222711,[ 4 10] ; [2 3],[4.42105263 9.57894737] ; [1.57894737 3.42105263],0
b3,1,0.636982,0.222711,[ 4 10] ; [2 3],[4.42105263 9.57894737] ; [1.57894737 3.42105263],0
s3,1,0.670896,0.180556,[ 6 12] ; [2 6],[ 5.53846154 12.46153846] ; [2.46153846 5.53846154],0
n5,1,0.706197,0.142105,[ 8 11] ; [4 4],[ 8.44444444 10.55555556] ; [3.55555556 4.44444444],0
a5,1,0.732462,0.116863,[ 6 13] ; [2 6],[ 5.62962963 13.37037037] ; [2.37037037 5.62962963],0
u3,1,0.755497,0.09697,[4 8] ; [1 3],[3.75 8.25] ; [1.25 2.75],0
n2,1,0.763824,0.090278,[3 6] ; [1 3],[2.76923077 6.23076923] ; [1.23076923 2.76923077],0
s2,1,0.82176,0.050752,[ 4 15] ; [2 6],[ 4.22222222 14.77777778] ; [1.77777778 6.22222222],0
b4,1,0.824016,0.049454,[11  8] ; [5 3],[11.25925926  7.74074074] ; [4.74074074 3.25925926],0
a7,1,0.824016,0.049454,[ 8 11] ; [3 5],[ 7.74074074 11.25925926] ; [3.25925926 4.74074074],0
s1,1,0.826102,0.048269,[ 3 16] ; [1 7],[ 2.81481481 16.18518519] ; [1.18518519 6.81481481],0
v3,1,0.826102,0.048269,[ 3 16] ; [1 7],[ 2.81481481 16.18518519] ; [1.18518519 6.81481481],0
n6,1,0.972542,0.001185,[ 8 11] ; [3 4],[ 8.03846154 10.96153846] ; [2.96153846 4.03846154],0
d3,1,0.974213,0.001045,[ 7 12] ; [3 5],[ 7.03703704 11.96296296] ; [2.96296296 5.03703704],0
p4,1,0.974213,0.001045,[ 7 12] ; [3 5],[ 7.03703704 11.96296296] ; [2.96296296 5.03703704],0
