Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.0,26.983838,[67 80] ; [58 12],[84.67741935 62.32258065] ; [40.32258065 29.67741935],1
s2,1,3e-06,22.050057,[ 34 114] ; [39 32],[49.33333333 98.66666667] ; [23.66666667 47.33333333],1
p5,1,1.8e-05,18.401452,[  9 139] ; [19 52],[ 18.92237443 129.07762557] ; [ 9.07762557 61.92237443],1
s4,1,0.005041,7.864552,[ 18 130] ; [19 50],[ 25.23502304 122.76497696] ; [11.76497696 57.23502304],0
a7,1,0.005742,7.629691,[121  27] ; [46 25],[112.85844749  35.14155251] ; [54.14155251 16.85844749],0
s7,1,0.00846,6.933356,[39 99] ; [31 35],[47.35294118 90.64705882] ; [22.64705882 43.35294118],0
s3,1,0.009179,6.787584,[53 93] ; [39 32],[61.89861751 84.10138249] ; [30.10138249 40.89861751],0
b5,1,0.012933,6.178286,[91 57] ; [31 40],[82.44748858 65.55251142] ; [39.55251142 31.44748858],0
p9,1,0.01526,5.886244,[113  35] ; [64  7],[119.61643836  28.38356164] ; [57.38356164 13.61643836],0
d4,1,0.036109,4.391973,[111  37] ; [62  9],[116.91324201  31.08675799] ; [56.08675799 14.91324201],0
p4,1,0.045833,3.987724,[112  36] ; [62  9],[117.5890411  30.4109589] ; [56.4109589 14.5890411],0
p1,1,0.065775,3.385436,[ 11 136] ; [11 60],[ 14.83486239 132.16513761] ; [ 7.16513761 63.83486239],0
b4,1,0.067134,3.351736,[83 65] ; [49 22],[89.20547945 58.79452055] ; [42.79452055 28.20547945],0
p6,1,0.068697,3.313882,[52 94] ; [34 36],[58.12962963 87.87037037] ; [27.87037037 42.12962963],0
p10,1,0.069117,3.303877,[113  34] ; [62  9],[118.00458716  28.99541284] ; [56.99541284 14.00458716],0
a6,1,0.077944,3.107262,[109  39] ; [44 27],[103.39726027  44.60273973] ; [49.60273973 21.39726027],0
n3,1,0.109443,2.562245,[18  3] ; [6 4],[16.25806452  4.74193548] ; [7.74193548 2.25806452],0
p12,1,0.146368,2.109695,[  7 141] ; [ 7 64],[  9.46118721 138.53881279] ; [ 4.53881279 66.46118721],0
d3,1,0.17446,1.844198,[97 51] ; [53 18],[101.36986301  46.63013699] ; [48.63013699 22.36986301],0
s1,1,0.176604,1.825973,[  2 146] ; [ 3 67],[  3.39449541 144.60550459] ; [ 1.60550459 68.39449541],0
a3,1,0.178079,1.813586,[92 55] ; [51 20],[96.4266055 50.5733945] ; [46.5733945 24.4266055],0
v1,1,0.180567,1.79295,[83 63] ; [33 37],[78.40740741 67.59259259] ; [37.59259259 32.40740741],0
a4,1,0.184389,1.761891,[63 85] ; [37 34],[67.57990868 80.42009132] ; [32.42009132 38.57990868],0
d1,1,0.207296,1.590214,[72 76] ; [41 30],[76.3652968 71.6347032] ; [36.6347032 34.3652968],0
r3,1,0.234422,1.41383,[135  13] ; [67  3],[137.13761468  10.86238532] ; [64.86238532  5.13761468],0
a1,1,0.275374,1.189781,[  7 141] ; [ 6 65],[  8.78538813 139.21461187] ; [ 4.21461187 66.78538813],0
r4,1,0.278277,1.175484,[128  20] ; [65  6],[130.42922374  17.57077626] ; [62.57077626  8.42922374],0
a8,1,0.296519,1.089785,[ 16 114] ; [ 5 62],[ 13.85786802 116.14213198] ; [ 7.14213198 59.85786802],0
n6,1,0.344936,0.892,[121  26] ; [62  9],[123.39908257  23.60091743] ; [59.60091743 11.39908257],0
d2,1,0.353293,0.861593,[59 89] ; [33 38],[62.17351598 85.82648402] ; [29.82648402 41.17351598],0
p2,1,0.408858,0.68212,[122  25] ; [62  9],[124.0733945  22.9266055] ; [59.9266055 11.0733945],0
b1,1,0.414866,0.664813,[67 81] ; [28 43],[64.20091324 83.79908676] ; [30.79908676 40.20091324],0
u3,1,0.418221,0.655309,[30 25] ; [13  7],[31.53333333 23.46666667] ; [11.46666667  8.53333333],0
a5,1,0.43937,0.597927,[103  45] ; [53 18],[105.42465753  42.57534247] ; [50.57534247 20.42465753],0
u1,1,0.439933,0.596458,[ 23 125] ; [14 57],[ 25.00456621 122.99543379] ; [11.99543379 59.00456621],0
v3,1,0.453475,0.561952,[57 87] ; [24 46],[54.5046729 89.4953271] ; [26.4953271 43.5046729],0
u2,1,0.485263,0.487013,[28 27] ; [12  8],[29.33333333 25.66666667] ; [10.66666667  9.33333333],0
p7,1,0.487364,0.48234,[112  35] ; [51 20],[109.91284404  37.08715596] ; [53.08715596 17.91284404],0
v4,1,0.510147,0.433765,[136  12] ; [67  4],[137.18721461  10.81278539] ; [65.81278539  5.18721461],0
p11,1,0.585777,0.296988,[114  34] ; [57 14],[115.56164384  32.43835616] ; [55.43835616 15.56164384],0
n5,1,0.587551,0.294184,[106  40] ; [54 17],[107.64976959  38.35023041] ; [52.35023041 18.64976959],0
r1,1,0.715836,0.132517,[113  35] ; [55 15],[114.05504587  33.94495413] ; [53.94495413 16.05504587],0
r2,1,0.80281,0.062356,[136  11] ; [65  6],[135.53669725  11.46330275] ; [65.46330275  5.53669725],0
n4,1,0.844613,0.038415,[115  33] ; [56 15],[115.56164384  32.43835616] ; [55.43835616 15.56164384],0
n1,1,0.852765,0.034444,[ 7 14] ; [3 7],[ 6.77419355 14.22580645] ; [3.22580645 6.77419355],0
p8,1,0.895608,0.017216,[91 57] ; [43 28],[90.55707763 57.44292237] ; [43.44292237 27.55707763],0
b2,1,0.915869,0.01116,[26 61] ; [11 27],[25.752 61.248] ; [11.248 26.752],0
b3,1,0.915869,0.01116,[26 61] ; [11 27],[25.752 61.248] ; [11.248 26.752],0
v2,1,0.950265,0.003891,[82 64] ; [39 31],[81.78703704 64.21296296] ; [39.21296296 30.78703704],0
a2,1,0.968457,0.001564,[ 33 115] ; [16 55],[ 33.11415525 114.88584475] ; [15.88584475 55.11415525],0
d5,1,0.982788,0.000465,[119  29] ; [57 14],[118.94063927  29.05936073] ; [57.05936073 13.94063927],0
