Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,57.388569,[17 33] ; [109  12],[36.84210526 13.15789474] ; [89.15789474 31.84210526],1
d2,1,0.0,40.204361,[10 40] ; [88 33],[28.65497076 21.34502924] ; [69.34502924 51.65497076],1
d4,1,0.0,40.078444,[32 18] ; [118   2],[44.11764706  5.88235294] ; [105.88235294  14.11764706],1
d5,1,0.0,33.7365,[33 17] ; [117   3],[44.11764706  5.88235294] ; [105.88235294  14.11764706],1
a2,1,0.000192,13.908532,[ 5 45] ; [47 74],[15.20467836 34.79532164] ; [36.79532164 84.20467836],1
a4,1,0.000307,13.030231,[15 35] ; [73 48],[25.73099415 24.26900585] ; [62.26900585 58.73099415],1
p3,1,0.001737,9.808144,[21 29] ; [82 39],[30.11695906 19.88304094] ; [72.88304094 48.11695906],0
a5,1,0.001989,9.55984,[37 13] ; [111  10],[43.2748538  6.7251462] ; [104.7251462  16.2748538],0
p4,1,0.003298,8.634921,[27 23] ; [92 28],[35. 15.] ; [84. 36.],0
a3,1,0.005267,7.785246,[36 14] ; [107  13],[42.05882353  7.94117647] ; [100.94117647  19.05882353],0
u1,1,0.00628,7.468279,[ 6 44] ; [39 82],[13.15789474 36.84210526] ; [31.84210526 89.15789474],0
a8,1,0.068305,3.323301,[11 36] ; [13 96],[ 7.23076923 39.76923077] ; [16.76923077 92.23076923],0
a6,1,0.108897,2.57015,[30 20] ; [87 33],[34.41176471 15.58823529] ; [82.58823529 37.41176471],0
p10,1,0.151137,2.060734,[43  6] ; [114   7],[45.25294118  3.74705882] ; [111.74705882   9.25294118],0
v4,1,0.15305,2.041583,[48  2] ; [119   1],[49.11764706  0.88235294] ; [117.88235294   2.11764706],0
p8,1,0.165434,1.923841,[28 22] ; [80 39],[31.95266272 18.04733728] ; [76.04733728 42.95266272],0
b5,1,0.167896,1.901633,[24 26] ; [72 49],[28.07017544 21.92982456] ; [67.92982456 53.07017544],0
b4,1,0.178907,1.806677,[25 25] ; [74 47],[28.94736842 21.05263158] ; [70.05263158 50.94736842],0
p2,1,0.200523,1.638564,[40 10] ; [106  15],[42.69005848  7.30994152] ; [103.30994152  17.69005848],0
s4,1,0.20643,1.596289,[10 40] ; [35 84],[13.31360947 36.68639053] ; [31.68639053 87.31360947],0
n5,1,0.218269,1.515716,[39 11] ; [102  17],[41.71597633  8.28402367] ; [99.28402367 19.71597633],0
