Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.018353,5.562162,[27 10] ; [1 4],[24.66666667 12.33333333] ; [3.33333333 1.66666667],0
d1,1,0.07376,3.197297,[14 23] ; [4 1],[15.85714286 21.14285714] ; [2.14285714 2.85714286],0
v2,1,0.074015,3.19165,[ 8 28] ; [3 2],[ 9.65853659 26.34146341] ; [1.34146341 3.65853659],0
p6,1,0.093892,2.806339,[ 1 35] ; [1 4],[ 1.75609756 34.24390244] ; [0.24390244 4.75609756],0
p4,1,0.135805,2.224865,[ 5 32] ; [2 3],[ 6.16666667 30.83333333] ; [0.83333333 4.16666667],0
s3,1,0.146812,2.105067,[10 26] ; [3 2],[11.41463415 24.58536585] ; [1.58536585 3.41463415],0
r1,1,0.177764,1.816216,[11 26] ; [3 2],[12.33333333 24.66666667] ; [1.66666667 3.33333333],0
a5,1,0.187681,1.735725,[18 19] ; [4 1],[19.38095238 17.61904762] ; [2.61904762 2.38095238],0
a4,1,0.19325,1.692666,[11 25] ; [3 2],[12.29268293 23.70731707] ; [1.70731707 3.29268293],0
p1,1,0.203665,1.615898,[ 6 31] ; [2 3],[ 7.04761905 29.95238095] ; [0.95238095 4.04761905],0
d5,1,0.22704,1.459311,[19 18] ; [4 1],[20.26190476 16.73809524] ; [2.73809524 2.26190476],0
r2,1,0.254587,1.297955,[18 16] ; [4 1],[19.17948718 14.82051282] ; [2.82051282 2.17948718],0
b5,1,0.271172,1.210811,[17 20] ; [1 4],[15.85714286 21.14285714] ; [2.14285714 2.85714286],0
s7,1,0.336089,0.925294,[ 7 27] ; [2 3],[ 7.84615385 26.15384615] ; [1.15384615 3.84615385],0
n5,1,0.34333,0.897959,[23 14] ; [2 3],[22.02380952 14.97619048] ; [2.97619048 2.02380952],0
s6,1,0.365141,0.820135,[ 8 29] ; [2 3],[ 8.80952381 28.19047619] ; [1.19047619 3.80952381],0
n1,1,0.412086,0.672773,[10  9] ; [3 1],[10.73913043  8.26086957] ; [2.26086957 1.73913043],0
r3,1,0.479829,0.499252,[16 21] ; [3 2],[16.73809524 20.26190476] ; [2.26190476 2.73809524],0
b1,1,0.633737,0.227027,[18 19] ; [3 2],[18.5 18.5] ; [2.5 2.5],0
p11,1,0.641034,0.217392,[11 26] ; [2 3],[11.45238095 25.54761905] ; [1.54761905 3.45238095],0
n3,1,0.650041,0.205848,[ 9 10] ; [1 2],[ 8.63636364 10.36363636] ; [1.36363636 1.63636364],0
p9,1,0.688038,0.161218,[10 25] ; [1 4],[ 9.625 25.375] ; [1.375 3.625],0
a1,1,0.697247,0.151351,[ 5 32] ; [1 4],[ 5.28571429 31.71428571] ; [0.71428571 4.28571429],0
s4,1,0.697247,0.151351,[ 5 32] ; [1 4],[ 5.28571429 31.71428571] ; [0.71428571 4.28571429],0
a7,1,0.80203,0.062861,[17 20] ; [2 3],[16.73809524 20.26190476] ; [2.26190476 2.73809524],0
r4,1,0.83126,0.045405,[ 6 31] ; [1 4],[ 6.16666667 30.83333333] ; [0.83333333 4.16666667],0
a6,1,0.890599,0.018919,[16 21] ; [2 3],[15.85714286 21.14285714] ; [2.14285714 2.85714286],0
p10,1,0.910434,0.012654,[ 8 28] ; [1 4],[ 7.90243902 28.09756098] ; [1.09756098 3.90243902],0
n2,1,0.923708,0.009171,[ 9 10] ; [2 2],[9.08695652 9.91304348] ; [1.91304348 2.08695652],0
b4,1,0.925551,0.008732,[23 14] ; [3 2],[22.9047619 14.0952381] ; [3.0952381 1.9047619],0
d3,1,0.925551,0.008732,[14 23] ; [2 3],[14.0952381 22.9047619] ; [1.9047619 3.0952381],0
p7,1,0.933897,0.00688,[ 8 29] ; [1 4],[ 7.92857143 29.07142857] ; [1.07142857 3.92857143],0
a3,1,0.94349,0.005025,[21 15] ; [3 2],[21.07317073 14.92682927] ; [2.92682927 2.07317073],0
p3,1,0.953923,0.003339,[ 7 30] ; [1 4],[ 7.04761905 29.95238095] ; [0.95238095 4.04761905],0
n6,1,0.961935,0.002278,[14 22] ; [2 3],[14.04878049 21.95121951] ; [1.95121951 3.04878049],0
b3,1,1.0,0.0,[10 15] ; [2 3],[10. 15.] ; [2. 3.],0
b2,1,1.0,0.0,[10 15] ; [2 3],[10. 15.] ; [2. 3.],0
