Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,33.403299,[52  3] ; [ 5 12],[43.54166667 11.45833333] ; [13.45833333  3.54166667],1
r2,1,0.000195,13.87748,[54  1] ; [11  5],[50.35211268  4.64788732] ; [14.64788732  1.35211268],1
a7,1,0.003552,8.499674,[38 17] ; [ 5 12],[32.84722222 22.15277778] ; [10.15277778  6.84722222],0
n4,1,0.007585,7.128989,[41 13] ; [ 7 10],[36.50704225 17.49295775] ; [11.49295775  5.50704225],0
r3,1,0.027908,4.833736,[52  3] ; [13  4],[49.65277778  5.34722222] ; [15.34722222  1.65277778],0
n5,1,0.042844,4.101537,[37 17] ; [ 7 10],[33.46478873 20.53521127] ; [10.53521127  6.46478873],0
u1,1,0.063723,3.437739,[15 40] ; [ 1 16],[12.22222222 42.77777778] ; [ 3.77777778 13.22222222],0
a2,1,0.082438,3.016178,[14 41] ; [ 1 16],[11.45833333 43.54166667] ; [ 3.54166667 13.45833333],0
p4,1,0.092374,2.832509,[26 29] ; [12  5],[29.02777778 25.97222222] ; [8.97222222 8.02777778],0
v3,1,0.103555,2.649919,[20 31] ; [ 3 14],[17.25 33.75] ; [ 5.75 11.25],0
s3,1,0.114515,2.490785,[47  7] ; [12  5],[44.87323944  9.12676056] ; [14.12676056  2.87323944],0
a4,1,0.153533,2.036791,[27 28] ; [ 5 12],[24.44444444 30.55555556] ; [7.55555556 9.44444444],0
b3,1,0.166091,1.917873,[14 20] ; [2 9],[12.08888889 21.91111111] ; [3.91111111 7.08888889],0
b2,1,0.166091,1.917873,[14 20] ; [2 9],[12.08888889 21.91111111] ; [3.91111111 7.08888889],0
p3,1,0.172218,1.863529,[22 33] ; [10  7],[24.44444444 30.55555556] ; [7.55555556 9.44444444],0
b5,1,0.173404,1.853262,[32 23] ; [13  4],[34.375 20.625] ; [10.625  6.375],0
a1,1,0.200981,1.635231,[ 2 53] ; [ 2 15],[ 3.05555556 51.94444444] ; [ 0.94444444 16.05555556],0
n6,1,0.268775,1.22299,[37 17] ; [14  3],[38.78873239 15.21126761] ; [12.21126761  4.78873239],0
d1,1,0.272961,1.201808,[31 24] ; [ 7 10],[29.02777778 25.97222222] ; [8.97222222 8.02777778],0
s5,1,0.274664,1.193302,[17 37] ; [7 8],[18.7826087 35.2173913] ; [5.2173913 9.7826087],0
u2,1,0.275017,1.19155,[10  9] ; [2 5],[ 8.76923077 10.23076923] ; [3.23076923 3.76923077],0
d5,1,0.279931,1.167427,[42 12] ; [11  6],[40.30985915 13.69014085] ; [12.69014085  4.30985915],0
d2,1,0.300668,1.07123,[30 24] ; [ 7 10],[28.14084507 25.85915493] ; [8.85915493 8.14084507],0
s8,1,0.318357,0.995685,[27 28] ; [ 6 11],[25.20833333 29.79166667] ; [7.79166667 9.20833333],0
n1,1,0.32179,0.981658,[ 8 10] ; [1 4],[ 7.04347826 10.95652174] ; [1.95652174 3.04347826],0
v4,1,0.326541,0.962567,[50  5] ; [14  3],[48.88888889  6.11111111] ; [15.11111111  1.88888889],0
s4,1,0.362132,0.830488,[13 41] ; [ 6 11],[14.45070423 39.54929577] ; [ 4.54929577 12.45070423],0
p8,1,0.401392,0.704151,[22 32] ; [ 5 12],[20.53521127 33.46478873] ; [ 6.46478873 10.53521127],0
d4,1,0.403074,0.699137,[46  8] ; [13  4],[44.87323944  9.12676056] ; [14.12676056  2.87323944],0
p11,1,0.482851,0.492418,[28 27] ; [ 7 10],[26.73611111 28.26388889] ; [8.26388889 8.73611111],0
b4,1,0.514248,0.425413,[34 21] ; [9 8],[32.84722222 22.15277778] ; [10.15277778  6.84722222],0
a6,1,0.540163,0.375238,[30 24] ; [8 9],[28.90140845 25.09859155] ; [9.09859155 7.90140845],0
s1,1,0.540909,0.373857,[ 6 49] ; [ 1 16],[ 5.34722222 49.65277778] ; [ 1.65277778 15.34722222],0
n2,1,0.566501,0.328571,[12  6] ; [4 1],[12.52173913  5.47826087] ; [3.47826087 1.52173913],0
s7,1,0.567603,0.326709,[34 19] ; [9 7],[33.02898551 19.97101449] ; [9.97101449 6.02898551],0
p5,1,0.675695,0.175012,[ 5 50] ; [ 1 16],[ 4.58333333 50.41666667] ; [ 1.41666667 15.58333333],0
u3,1,0.711011,0.137269,[13  7] ; [4 3],[12.59259259  7.40740741] ; [4.40740741 2.59259259],0
a3,1,0.720157,0.128342,[35 20] ; [10  7],[34.375 20.625] ; [10.625  6.375],0
p9,1,0.774692,0.081935,[22 31] ; [ 6 10],[21.50724638 31.49275362] ; [6.49275362 9.50724638],0
v2,1,0.780451,0.077691,[27 26] ; [8 9],[26.5 26.5] ; [8.5 8.5],0
d3,1,0.790035,0.070897,[33 21] ; [11  6],[33.46478873 20.53521127] ; [10.53521127  6.46478873],0
p6,1,0.797759,0.065663,[18 37] ; [ 5 12],[17.56944444 37.43055556] ; [ 5.43055556 11.56944444],0
v1,1,0.803626,0.06183,[26 29] ; [7 9],[25.56338028 29.43661972] ; [7.43661972 8.56338028],0
a5,1,0.844437,0.038503,[37 18] ; [11  6],[36.66666667 18.33333333] ; [11.33333333  5.66666667],0
b1,1,0.883516,0.021466,[28 27] ; [9 8],[28.26388889 26.73611111] ; [8.73611111 8.26388889],0
p7,1,0.885969,0.020565,[26 27] ; [8 9],[25.74285714 27.25714286] ; [8.25714286 8.74285714],0
s6,1,0.901235,0.015401,[46  9] ; [14  3],[45.83333333  9.16666667] ; [14.16666667  2.83333333],0
