Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,1.3e-05,19.014938,[91 32] ; [24 35],[77.71978022 45.28021978] ; [37.28021978 21.71978022],1
a6,1,0.0001,15.138004,[94 29] ; [28 31],[82.45054945 40.54945055] ; [39.54945055 19.45054945],1
a2,1,0.000428,12.40505,[37 86] ; [ 4 55],[27.70879121 95.29120879] ; [13.29120879 45.70879121],1
v4,1,0.009168,6.789882,[118   4] ; [51  8],[113.91160221   8.08839779] ; [55.08839779  3.91160221],0
u1,1,0.010771,6.502687,[30 93] ; [ 5 54],[23.65384615 99.34615385] ; [11.34615385 47.65384615],0
r2,1,0.043135,4.090117,[115   6] ; [51  8],[111.58888889   9.41111111] ; [54.41111111  4.58888889],0
a3,1,0.044862,4.023824,[91 32] ; [35 24],[85.15384615 37.84615385] ; [40.84615385 18.15384615],0
v2,1,0.049327,3.864179,[58 62] ; [19 39],[51.91011236 68.08988764] ; [25.08988764 32.91011236],0
b5,1,0.050444,3.826631,[67 56] ; [23 36],[60.82417582 62.17582418] ; [29.17582418 29.82417582],0
p11,1,0.059217,3.559183,[99 24] ; [40 19],[93.93956044 29.06043956] ; [45.06043956 13.93956044],0
s4,1,0.072459,3.226414,[ 21 101] ; [17 42],[25.61325967 96.38674033] ; [12.38674033 46.61325967],0
u3,1,0.08007,3.063476,[19 12] ; [ 9 15],[15.78181818 15.21818182] ; [12.21818182 11.78181818],0
p9,1,0.081397,3.036781,[104  18] ; [44 15],[99.75690608 22.24309392] ; [48.24309392 10.75690608],0
n3,1,0.130802,2.282956,[22  4] ; [11  6],[19.95348837  6.04651163] ; [13.04651163  3.95348837],0
b1,1,0.1607,1.96763,[49 74] ; [30 29],[53.39010989 69.60989011] ; [25.60989011 33.39010989],0
r4,1,0.163518,1.941389,[111  12] ; [49 10],[108.13186813  14.86813187] ; [51.86813187  7.13186813],0
n2,1,0.175568,1.83475,[19  7] ; [9 8],[16.93023256  9.06976744] ; [11.06976744  5.93023256],0
p1,1,0.244532,1.354279,[ 15 108] ; [11 48],[ 17.57142857 105.42857143] ; [ 8.42857143 50.57142857],0
p4,1,0.246088,1.345377,[99 24] ; [43 16],[95.96703297 27.03296703] ; [46.03296703 12.96703297],0
d4,1,0.246088,1.345377,[99 24] ; [43 16],[95.96703297 27.03296703] ; [46.03296703 12.96703297],0
d5,1,0.253886,1.301791,[97 26] ; [42 17],[93.93956044 29.06043956] ; [45.06043956 13.93956044],0
p10,1,0.257731,1.280906,[98 24] ; [43 16],[95.03867403 26.96132597] ; [45.96132597 13.03867403],0
p2,1,0.274566,1.193792,[104  19] ; [46 13],[101.37362637  21.62637363] ; [48.62637363 10.37362637],0
r3,1,0.286119,1.137795,[114   7] ; [53  6],[112.26111111   8.73888889] ; [54.73888889  4.26111111],0
r1,1,0.318095,0.996762,[97 25] ; [43 16],[94.36464088 27.63535912] ; [45.63535912 13.36464088],0
d1,1,0.379021,0.773874,[69 54] ; [29 30],[66.23076923 56.76923077] ; [31.76923077 27.23076923],0
s2,1,0.458576,0.549368,[63 59] ; [27 32],[60.66298343 61.33701657] ; [29.33701657 29.66298343],0
v3,1,0.464307,0.535493,[39 82] ; [15 41],[36.91525424 84.08474576] ; [17.08474576 38.91525424],0
p12,1,0.472039,0.517199,[ 10 113] ; [ 3 55],[  8.83425414 114.16574586] ; [ 4.16574586 53.83425414],0
s7,1,0.477652,0.504219,[56 57] ; [31 25],[58.17159763 54.82840237] ; [28.82840237 27.17159763],0
p8,1,0.478244,0.502865,[74 48] ; [39 20],[76.16574586 45.83425414] ; [36.83425414 22.16574586],0
s5,1,0.512969,0.428007,[40 77] ; [22 34],[41.93063584 75.06936416] ; [20.06936416 35.93063584],0
b4,1,0.513487,0.426955,[73 50] ; [32 27],[70.96153846 52.03846154] ; [34.03846154 24.96153846],0
s6,1,0.527558,0.399093,[80 40] ; [40 16],[81.81818182 38.18181818] ; [38.18181818 17.81818182],0
s1,1,0.547318,0.362144,[  4 119] ; [ 3 56],[  4.73076923 118.26923077] ; [ 2.26923077 56.73076923],0
d2,1,0.565972,0.329469,[58 65] ; [30 28],[59.80110497 63.19889503] ; [28.19889503 29.80110497],0
a4,1,0.606979,0.264597,[55 68] ; [24 35],[53.39010989 69.60989011] ; [25.60989011 33.39010989],0
p6,1,0.610612,0.259285,[53 69] ; [28 31],[54.59668508 67.40331492] ; [26.40331492 32.59668508],0
s8,1,0.648188,0.208192,[49 72] ; [26 33],[50.41666667 70.58333333] ; [24.58333333 34.41666667],0
a8,1,0.691447,0.157523,[ 12 100] ; [ 5 52],[ 11.26627219 100.73372781] ; [ 5.73372781 51.26627219],0
a1,1,0.706845,0.141449,[  8 115] ; [ 3 56],[  7.43406593 115.56593407] ; [ 3.56593407 55.43406593],0
n4,1,0.711513,0.13677,[95 28] ; [47 12],[95.96703297 27.03296703] ; [46.03296703 12.96703297],0
p7,1,0.713811,0.1345,[90 32] ; [42 17],[88.97237569 33.02762431] ; [43.02762431 15.97237569],0
s3,1,0.714195,0.134123,[75 47] ; [34 24],[73.87777778 48.12222222] ; [35.12222222 22.87777778],0
p5,1,0.795525,0.067155,[ 19 104] ; [10 49],[ 19.5989011 103.4010989] ; [ 9.4010989 49.5989011],0
n5,1,0.798052,0.065469,[85 37] ; [40 19],[84.25414365 37.74585635] ; [40.74585635 18.25414365],0
b2,1,0.87368,0.025276,[23 48] ; [13 29],[22.61946903 48.38053097] ; [13.38053097 28.61946903],0
b3,1,0.87368,0.025276,[23 48] ; [13 29],[22.61946903 48.38053097] ; [13.38053097 28.61946903],0
u2,1,0.876666,0.024086,[18 14] ; [13 11],[17.71428571 14.28571429] ; [13.28571429 10.71428571],0
n1,1,0.924503,0.00898,[ 8 18] ; [ 5 12],[ 7.86046512 18.13953488] ; [ 5.13953488 11.86046512],0
a5,1,0.931873,0.007308,[91 32] ; [44 15],[91.23626374 31.76373626] ; [43.76373626 15.23626374],0
n6,1,0.964758,0.001952,[101  21] ; [49 10],[101.10497238  20.89502762] ; [48.89502762 10.10497238],0
