Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,1e-05,19.555587,[10 29] ; [42 17],[20.69387755 18.30612245] ; [31.30612245 27.69387755],1
v3,1,0.00189,9.653774,[ 5 34] ; [25 34],[11.93877551 27.06122449] ; [18.06122449 40.93877551],0
b2,1,0.026389,4.930369,[18  7] ; [19 24],[13.60294118 11.39705882] ; [23.39705882 19.60294118],0
b3,1,0.026389,4.930369,[18  7] ; [19 24],[13.60294118 11.39705882] ; [23.39705882 19.60294118],0
s8,1,0.031869,4.605554,[14 24] ; [36 25],[19.19191919 18.80808081] ; [30.80808081 30.19191919],0
a6,1,0.038992,4.26122,[24 15] ; [49 12],[28.47 10.53] ; [44.53 16.47],0
p10,1,0.077153,3.123875,[26 12] ; [51 10],[29.55555556  8.44444444] ; [47.44444444 13.55555556],0
s7,1,0.088244,2.906114,[22 17] ; [41 15],[25.86315789 13.13684211] ; [37.13684211 18.86315789],0
a7,1,0.091529,2.847282,[24 14] ; [48 13],[27.63636364 10.36363636] ; [44.36363636 16.63636364],0
n2,1,0.094551,2.795129,[10  3] ; [ 9 10],[7.71875 5.28125] ; [11.28125  7.71875],0
n4,1,0.11177,2.529017,[29 10] ; [53  8],[31.98  7.02] ; [50.02 10.98],0
s2,1,0.125831,2.343195,[20 19] ; [40 20],[23.63636364 15.36363636] ; [36.36363636 23.63636364],0
d2,1,0.131661,2.272814,[17 22] ; [36 25],[20.67 18.33] ; [32.33 28.67],0
n3,1,0.145761,2.116059,[8 5] ; [16  3],[9.75 3.25] ; [14.25  4.75],0
a5,1,0.159606,1.977955,[25 14] ; [47 14],[28.08 10.92] ; [43.92 17.08],0
s5,1,0.19293,1.695098,[16 19] ; [18 38],[13.07692308 21.92307692] ; [20.92307692 35.07692308],0
s6,1,0.210799,1.565928,[24 14] ; [45 15],[26.75510204 11.24489796] ; [42.24489796 17.75510204],0
a4,1,0.229562,1.443572,[24 14] ; [31 30],[21.11111111 16.88888889] ; [33.88888889 27.11111111],0
d1,1,0.240793,1.375946,[19 20] ; [37 24],[21.84 17.16] ; [34.16 26.84],0
b4,1,0.240793,1.375946,[19 20] ; [37 24],[21.84 17.16] ; [34.16 26.84],0
p11,1,0.254666,1.297526,[28 11] ; [37 24],[25.35 13.65] ; [39.65 21.35],0
d3,1,0.262587,1.255064,[22 15] ; [43 18],[24.54081633 12.45918367] ; [40.45918367 20.54081633],0
r4,1,0.289173,1.123467,[36  3] ; [52  9],[34.32  4.68] ; [53.68  7.32],0
u1,1,0.296612,1.089364,[ 9 30] ; [20 41],[11.31 27.69] ; [17.69 43.31],0
p3,1,0.338501,0.916102,[16 23] ; [31 30],[18.33 20.67] ; [28.67 32.33],0
a1,1,0.371496,0.798655,[ 1 38] ; [ 4 57],[ 1.95 37.05] ; [ 3.05 57.95],0
d5,1,0.419015,0.653077,[30  8] ; [52  9],[31.47474747  6.52525253] ; [50.52525253 10.47474747],0
s4,1,0.439149,0.598505,[ 7 30] ; [ 8 53],[ 5.66326531 31.33673469] ; [ 9.33673469 51.66326531],0
n1,1,0.469589,0.522942,[6 7] ; [ 6 12],[5.03225806 7.96774194] ; [ 6.96774194 11.03225806],0
d4,1,0.48218,0.493929,[29 10] ; [49 12],[30.42  8.58] ; [47.58 13.42],0
b5,1,0.504094,0.446307,[25 14] ; [43 18],[26.52 12.48] ; [41.48 19.52],0
p9,1,0.509057,0.436005,[32  7] ; [53  8],[33.15  5.85] ; [51.85  9.15],0
p5,1,0.557941,0.343281,[ 1 38] ; [ 3 58],[ 1.56 37.44] ; [ 2.44 58.56],0
s1,1,0.563697,0.333343,[ 1 37] ; [ 3 57],[ 1.55102041 36.44897959] ; [ 2.44897959 57.55102041],0
b1,1,0.566476,0.328614,[15 24] ; [27 34],[16.38 22.62] ; [25.62 35.38],0
r2,1,0.574197,0.315711,[37  1] ; [58  3],[36.46464646  1.53535354] ; [58.53535354  2.46464646],0
n5,1,0.596844,0.279783,[26 13] ; [43 17],[27.18181818 11.81818182] ; [41.81818182 18.18181818],0
a3,1,0.621905,0.243199,[27 12] ; [45 16],[28.08 10.92] ; [43.92 17.08],0
r3,1,0.645264,0.211924,[37  2] ; [59  2],[37.44  1.56] ; [58.56  2.44],0
s3,1,0.65985,0.193705,[21 18] ; [35 25],[22.06060606 16.93939394] ; [33.93939394 26.06060606],0
a2,1,0.704436,0.143898,[12 27] ; [21 40],[12.87 26.13] ; [20.13 40.87],0
p1,1,0.725558,0.123229,[ 4 35] ; [ 5 56],[ 3.51 35.49] ; [ 5.49 55.51],0
p7,1,0.793589,0.068463,[25 13] ; [41 19],[25.59183673 12.40816327] ; [40.40816327 19.59183673],0
a8,1,0.80618,0.0602,[ 3 30] ; [ 6 50],[ 3.33707865 29.66292135] ; [ 5.66292135 50.33707865],0
p4,1,0.808741,0.058589,[24 15] ; [39 22],[24.57 14.43] ; [38.43 22.57],0
u3,1,0.907008,0.013645,[8 4] ; [11  5],[8.14285714 3.85714286] ; [10.85714286  5.14285714],0
n6,1,0.931366,0.007418,[33  6] ; [52  9],[33.15  5.85] ; [51.85  9.15],0
p2,1,0.931366,0.007418,[33  6] ; [52  9],[33.15  5.85] ; [51.85  9.15],0
r1,1,0.947825,0.004282,[29 10] ; [45 16],[28.86 10.14] ; [45.14 15.86],0
u2,1,1.0,0.0,[9 3] ; [12  4],[9. 3.] ; [12.  4.],0
