Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,81.738558,[424  46] ; [29 33],[400.20676692  69.79323308] ; [52.79323308  9.20676692],1
p3,1,3.3e-05,17.233816,[219 256] ; [12 52],[203.57142857 271.42857143] ; [27.42857143 36.57142857],1
p8,1,5.8e-05,16.163612,[252 215] ; [17 46],[237.0245283 229.9754717] ; [31.9754717 31.0245283],1
p4,1,0.000221,13.646873,[277 194] ; [22 42],[263.2317757 207.7682243] ; [35.7682243 28.2317757],1
s6,1,0.001637,9.917733,[314 155] ; [30 34],[302.69418386 166.30581614] ; [41.30581614 22.69418386],0
p7,1,0.002201,9.373743,[289 170] ; [27 36],[277.86206897 181.13793103] ; [38.13793103 24.86206897],0
v4,1,0.00356,8.495506,[454  19] ; [56  8],[449.21787709  23.78212291] ; [60.78212291  3.21787709],0
s2,1,0.003643,8.453639,[229 242] ; [18 44],[218.26829268 252.73170732] ; [28.73170732 33.26829268],0
v1,1,0.00648,7.41162,[250 214] ; [22 40],[239.9391635 224.0608365] ; [32.0608365 29.9391635],0
a5,1,0.008653,6.892981,[338 139] ; [35 29],[328.87430684 148.12569316] ; [44.12569316 19.87430684],0
p2,1,0.009515,6.723502,[412  61] ; [48 16],[405.17690875  67.82309125] ; [54.82309125  9.17690875],0
n5,1,0.009797,6.671392,[351 119] ; [38 26],[342.37827715 127.62172285] ; [46.62172285 17.37827715],0
s8,1,0.018167,5.580007,[199 275] ; [17 47],[190.30483271 283.69516729] ; [25.69516729 38.30483271],0
p5,1,0.020859,5.338505,[ 50 422] ; [ 1 63],[ 44.91044776 427.08955224] ; [ 6.08955224 57.91044776],0
n6,1,0.024396,5.066266,[420  51] ; [50 13],[414.5505618  56.4494382] ; [55.4494382  7.5505618],0
v2,1,0.029921,4.713805,[272 190] ; [28 35],[264. 198.] ; [36. 27.],0
s7,1,0.043317,4.082986,[218 241] ; [21 41],[210.55854127 248.44145873] ; [28.44145873 33.55854127],0
v3,1,0.052235,3.768214,[182 277] ; [17 46],[174.98275862 284.01724138] ; [24.01724138 38.98275862],0
s5,1,0.056052,3.65052,[158 303] ; [14 49],[151.32061069 309.67938931] ; [20.67938931 42.32061069],0
p6,1,0.066168,3.375622,[158 310] ; [14 49],[151.59322034 316.40677966] ; [20.40677966 42.59322034],0
d5,1,0.081918,3.026437,[387  90] ; [46 18],[381.77634011  95.22365989] ; [51.22365989 12.77634011],0
n4,1,0.089086,2.89082,[366 110] ; [43 21],[360.52592593 115.47407407] ; [48.47407407 15.52592593],0
d2,1,0.092069,2.837821,[210 264] ; [35 28],[216.25698324 257.74301676] ; [28.74301676 34.25698324],0
d3,1,0.093443,2.814041,[332 144] ; [38 26],[326.14814815 149.85185185] ; [43.85185185 20.14814815],0
p12,1,0.093969,2.805024,[ 45 427] ; [ 2 61],[ 41.46542056 430.53457944] ; [ 5.53457944 57.46542056],0
s3,1,0.12229,2.387749,[251 214] ; [27 35],[245.29411765 219.70588235] ; [32.70588235 29.29411765],0
r3,1,0.158286,1.990526,[461  14] ; [59  4],[459.10780669  15.89219331] ; [60.89219331  2.10780669],0
d1,1,0.168216,1.898769,[275 203] ; [31 33],[269.86715867 208.13284133] ; [36.13284133 27.86715867],0
a7,1,0.180271,1.795386,[355 121] ; [42 21],[350.5974026 125.4025974] ; [46.4025974 16.5974026],0
r4,1,0.243625,1.359493,[433  45] ; [55  9],[430.37638376  47.62361624] ; [57.62361624  6.37638376],0
p1,1,0.249166,1.327971,[ 43 430] ; [ 3 60],[ 40.59328358 432.40671642] ; [ 5.40671642 57.59328358],0
a2,1,0.267494,1.229554,[ 95 383] ; [ 9 55],[ 91.7195572 386.2804428] ; [12.2804428 51.7195572],0
b4,1,0.285172,1.142278,[288 190] ; [43 21],[291.91512915 186.08487085] ; [39.08487085 24.91512915],0
b2,1,0.310026,1.030564,[113 183] ; [15 34],[109.82028986 186.17971014] ; [18.17971014 30.82028986],0
b3,1,0.310026,1.030564,[113 183] ; [15 34],[109.82028986 186.17971014] ; [18.17971014 30.82028986],0
u2,1,0.310619,1.028043,[86 65] ; [10 12],[83.79190751 67.20809249] ; [12.20809249  9.79190751],0
d4,1,0.316594,1.002964,[387  88] ; [48 15],[384.06133829  90.93866171] ; [50.93866171 12.06133829],0
a6,1,0.337224,0.920958,[333 143] ; [41 23],[329.67407407 146.32592593] ; [44.32592593 19.67407407],0
r2,1,0.350053,0.873264,[447  24] ; [58  5],[445.42134831  25.57865169] ; [59.57865169  3.42134831],0
