Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,4e-06,21.426141,[114  33] ; [30 36],[99.38028169 47.61971831] ; [44.61971831 21.38028169],1
p2,1,8e-06,20.031596,[123  23] ; [38 30],[109.8411215  36.1588785] ; [51.1588785 16.8411215],1
p10,1,2.7e-05,17.605722,[100  46] ; [25 41],[86.08490566 59.91509434] ; [38.91509434 27.08490566],1
r4,1,0.000121,14.77692,[128  20] ; [44 25],[117.30875576  30.69124424] ; [54.69124424 14.30875576],1
n6,1,0.002133,9.431117,[100  48] ; [31 37],[89.75925926 58.24074074] ; [41.24074074 26.75925926],0
p7,1,0.002136,9.428844,[86 59] ; [25 43],[75.56338028 69.43661972] ; [35.43661972 32.56338028],0
r3,1,0.002406,9.211013,[142   6] ; [58 11],[136.40552995  11.59447005] ; [63.59447005  5.40552995],0
s8,1,0.005803,7.61038,[51 97] ; [11 57],[ 42.48148148 105.51851852] ; [19.51851852 48.48148148],0
n4,1,0.005849,7.596111,[70 78] ; [19 50],[60.70046083 87.29953917] ; [28.29953917 40.70046083],0
a8,1,0.014334,5.996539,[ 16 121] ; [ 1 65],[ 11.4729064 125.5270936] ; [ 5.5270936 60.4729064],0
p6,1,0.019073,5.494771,[ 38 105] ; [ 8 58],[ 31.47368421 111.52631579] ; [14.52631579 51.47368421],0
r2,1,0.020781,5.345046,[131  13] ; [55 14],[125.74647887  18.25352113] ; [60.25352113  8.74647887],0
p8,1,0.028312,4.808967,[70 78] ; [21 46],[62.64186047 85.35813953] ; [28.35813953 38.64186047],0
v4,1,0.029036,4.765472,[135  11] ; [57 12],[130.38139535  15.61860465] ; [61.61860465  7.38139535],0
b1,1,0.059764,3.543915,[51 97] ; [33 36],[57.29032258 90.70967742] ; [26.70967742 42.29032258],0
p5,1,0.097095,2.752617,[ 10 136] ; [ 1 67],[  7.5046729 138.4953271] ; [ 3.4953271 64.5046729],0
n1,1,0.113295,2.507649,[13 31] ; [ 3 21],[10.35294118 33.64705882] ; [ 5.64705882 18.35294118],0
n3,1,0.113664,2.502528,[34  9] ; [14  9],[31.27272727 11.72727273] ; [16.72727273  6.27272727],0
a2,1,0.115834,2.472768,[ 18 130] ; [14 55],[ 21.82488479 126.17511521] ; [10.17511521 58.82488479],0
s7,1,0.141492,2.161654,[ 44 100] ; [13 50],[ 39.65217391 104.34782609] ; [17.34782609 45.65217391],0
a3,1,0.142411,2.151716,[96 52] ; [37 31],[91.12962963 56.87037037] ; [41.87037037 26.12962963],0
r1,1,0.1434,2.14109,[110  37] ; [45 24],[105.48611111  41.51388889] ; [49.51388889 19.48611111],0
s1,1,0.163587,1.940754,[  6 142] ; [ 6 63],[  8.1843318 139.8156682] ; [ 3.8156682 65.1843318],0
b3,1,0.171767,1.867454,[29 56] ; [ 7 26],[25.93220339 59.06779661] ; [10.06779661 22.93220339],0
b2,1,0.171767,1.867454,[29 56] ; [ 7 26],[25.93220339 59.06779661] ; [10.06779661 22.93220339],0
p12,1,0.176311,1.828452,[  8 139] ; [ 1 67],[  6.15348837 140.84651163] ; [ 2.84651163 65.15348837],0
v2,1,0.193329,1.692067,[75 67] ; [28 37],[70.65700483 71.34299517] ; [32.34299517 32.65700483],0
u3,1,0.209812,1.572723,[30 22] ; [13 17],[27.26829268 24.73170732] ; [15.73170732 14.26829268],0
d3,1,0.242524,1.365863,[102  46] ; [42 27],[98.21198157 49.78801843] ; [45.78801843 23.21198157],0
p3,1,0.269066,1.221505,[58 90] ; [21 46],[54.38139535 93.61860465] ; [24.61860465 42.38139535],0
a1,1,0.319619,0.990503,[  9 139] ; [ 2 67],[  7.50230415 140.49769585] ; [ 3.49769585 65.50230415],0
a5,1,0.324768,0.969649,[94 54] ; [39 30],[90.70967742 57.29032258] ; [42.29032258 26.70967742],0
a6,1,0.428906,0.625784,[92 56] ; [39 30],[89.34562212 58.65437788] ; [41.65437788 27.34562212],0
n2,1,0.45593,0.555867,[29 14] ; [14 10],[27.59701493 15.40298507] ; [15.40298507  8.59701493],0
u2,1,0.467574,0.527702,[32 20] ; [16 14],[30.43902439 21.56097561] ; [17.56097561 12.43902439],0
p1,1,0.480061,0.498725,[ 10 135] ; [ 3 65],[  8.84976526 136.15023474] ; [ 4.15023474 63.84976526],0
s2,1,0.514408,0.42509,[ 47 101] ; [25 44],[49.10599078 98.89400922] ; [22.89400922 46.10599078],0
p4,1,0.619235,0.246944,[65 83] ; [27 40],[63.33023256 84.66976744] ; [28.66976744 38.33023256],0
b4,1,0.621983,0.243091,[91 57] ; [40 29],[89.34562212 58.65437788] ; [41.65437788 27.34562212],0
a7,1,0.684642,0.164947,[109  39] ; [49 20],[107.76036866  40.23963134] ; [50.23963134 18.76036866],0
d1,1,0.685764,0.16371,[73 75] ; [32 37],[71.61290323 76.38709677] ; [33.38709677 35.61290323],0
b5,1,0.70013,0.148336,[86 62] ; [42 27],[87.29953917 60.70046083] ; [40.70046083 28.29953917],0
d2,1,0.707664,0.140622,[54 94] ; [27 42],[55.24423963 92.75576037] ; [25.75576037 43.24423963],0
s6,1,0.711234,0.137048,[71 76] ; [31 37],[69.73953488 77.26046512] ; [32.26046512 35.73953488],0
d4,1,0.719856,0.128631,[121  27] ; [55 14],[120.03686636  27.96313364] ; [55.96313364 13.03686636],0
d5,1,0.7718,0.084113,[110  38] ; [50 19],[109.12442396  38.87557604] ; [50.87557604 18.12442396],0
v3,1,0.777947,0.079522,[ 36 105] ; [17 45],[ 36.81280788 104.18719212] ; [16.18719212 45.81280788],0
s5,1,0.872806,0.025631,[ 32 110] ; [14 51],[ 31.55555556 110.44444444] ; [14.44444444 50.55555556],0
a4,1,0.87505,0.024727,[52 96] ; [25 44],[52.51612903 95.48387097] ; [24.48387097 44.51612903],0
v1,1,0.930558,0.007594,[56 86] ; [26 41],[55.71291866 86.28708134] ; [26.28708134 40.71291866],0
s3,1,0.969591,0.001453,[61 84] ; [28 39],[60.87264151 84.12735849] ; [28.12735849 38.87264151],0
u1,1,0.982935,0.000458,[ 13 135] ; [ 6 63],[ 12.95852535 135.04147465] ; [ 6.04147465 62.95852535],0
