Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1.3e-05,19.084477,[36 45] ; [33  5],[46.96638655 34.03361345] ; [22.03361345 15.96638655],1
p4,1,0.000917,10.988806,[36 46] ; [29  9],[44.41666667 37.58333333] ; [20.58333333 17.41666667],1
p1,1,0.001298,10.345648,[ 7 75] ; [12 26],[12.98333333 69.01666667] ; [ 6.01666667 31.98333333],0
p5,1,0.001838,9.70475,[ 5 77] ; [10 28],[10.25 71.75] ; [ 4.75 33.25],0
p3,1,0.003357,8.602451,[30 51] ; [25 13],[37.43697479 43.56302521] ; [17.56302521 20.43697479],0
b3,1,0.007402,7.17281,[ 8 43] ; [11 14],[12.75 38.25] ; [ 6.25 18.75],0
b2,1,0.007402,7.17281,[ 8 43] ; [11 14],[12.75 38.25] ; [ 6.25 18.75],0
p8,1,0.008806,6.861765,[32 48] ; [25 13],[38.6440678 41.3559322] ; [18.3559322 19.6440678],0
s5,1,0.014702,5.951879,[16 64] ; [15 21],[21.37931034 58.62068966] ; [ 9.62068966 26.37931034],0
s7,1,0.018577,5.540901,[27 48] ; [22 15],[32.8125 42.1875] ; [16.1875 20.8125],0
v2,1,0.034042,4.492611,[32 44] ; [24 14],[37.33333333 38.66666667] ; [18.66666667 19.33333333],0
b4,1,0.035074,4.441563,[37 45] ; [25 13],[42.36666667 39.63333333] ; [19.63333333 18.36666667],0
p12,1,0.05231,3.765817,[ 3 79] ; [ 5 33],[ 5.46666667 76.53333333] ; [ 2.53333333 35.46666667],0
d5,1,0.081943,3.025934,[42 40] ; [13 25],[37.58333333 44.41666667] ; [17.41666667 20.58333333],0
p9,1,0.153505,2.037073,[56 25] ; [31  7],[59.21848739 21.78151261] ; [27.78151261 10.21848739],0
u1,1,0.164148,1.935592,[ 2 80] ; [ 3 35],[ 3.41666667 78.58333333] ; [ 1.58333333 36.41666667],0
n4,1,0.183492,1.76911,[60 22] ; [32  6],[62.86666667 19.13333333] ; [29.13333333  8.86666667],0
u2,1,0.184625,1.76,[16 24] ; [9 6],[18.18181818 21.81818182] ; [6.81818182 8.18181818],0
a1,1,0.186901,1.741878,[ 1 81] ; [ 2 36],[ 2.05 79.95] ; [ 0.95 37.05],0
n6,1,0.202107,1.627086,[63 19] ; [33  5],[65.6 16.4] ; [30.4  7.6],0
s2,1,0.2162,1.529414,[28 51] ; [18 20],[31.05982906 47.94017094] ; [14.94017094 23.05982906],0
p11,1,0.230774,1.436084,[61 21] ; [32  6],[63.55 18.45] ; [29.45  8.55],0
a4,1,0.237314,1.396478,[18 63] ; [12 25],[20.59322034 60.40677966] ; [ 9.40677966 27.59322034],0
s1,1,0.246072,1.34547,[ 7 74] ; [ 1 35],[ 5.53846154 75.46153846] ; [ 2.46153846 33.53846154],0
v1,1,0.26253,1.255369,[37 42] ; [22 16],[39.83760684 39.16239316] ; [19.16239316 18.83760684],0
v3,1,0.270729,1.213051,[29 50] ; [18 20],[31.73504274 47.26495726] ; [15.26495726 22.73504274],0
s4,1,0.280605,1.164159,[18 64] ; [ 5 32],[15.8487395 66.1512605] ; [ 7.1512605 29.8487395],0
n5,1,0.288385,1.127145,[59 23] ; [30  7],[61.32773109 20.67226891] ; [27.67226891  9.32773109],0
a5,1,0.300215,1.073237,[48 34] ; [26 12],[50.56666667 31.43333333] ; [23.43333333 14.56666667],0
r2,1,0.308334,1.037798,[76  6] ; [37  1],[77.21666667  4.78333333] ; [35.78333333  2.21666667],0
d1,1,0.321948,0.981015,[ 3 79] ; [ 3 35],[ 4.1 77.9] ; [ 1.9 36.1],0
p10,1,0.383863,0.758295,[58 24] ; [29  8],[59.94957983 22.05042017] ; [27.05042017  9.94957983],0
v4,1,0.410453,0.677488,[76  5] ; [37  1],[76.91596639  4.08403361] ; [36.08403361  1.91596639],0
a3,1,0.41277,0.670809,[42 38] ; [23 15],[44.06779661 35.93220339] ; [20.93220339 17.06779661],0
p2,1,0.415378,0.663354,[59 23] ; [30  8],[60.81666667 21.18333333] ; [28.18333333  9.81666667],0
a6,1,0.448952,0.573297,[48 34] ; [25 13],[49.88333333 32.11666667] ; [23.11666667 14.88333333],0
s3,1,0.468559,0.525372,[42 37] ; [17 20],[40.18103448 38.81896552] ; [18.81896552 18.18103448],0
b1,1,0.470885,0.519897,[31 51] ; [17 21],[32.8 49.2] ; [15.2 22.8],0
a8,1,0.499973,0.454993,[ 7 66] ; [ 5 31],[ 8.03669725 64.96330275] ; [ 3.96330275 32.03669725],0
s8,1,0.508595,0.436956,[29 52] ; [16 22],[30.6302521 50.3697479] ; [14.3697479 23.6302521],0
a7,1,0.592743,0.286081,[52 30] ; [26 12],[53.3 28.7] ; [24.7 13.3],0
d2,1,0.598996,0.276513,[18 64] ; [10 28],[19.13333333 62.86666667] ; [ 8.86666667 29.13333333],0
