Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,31.505342,[166  25] ; [1 7],[160.28643216  30.71356784] ; [6.71356784 1.28643216],1
a7,1,0.001058,10.722927,[130  60] ; [1 7],[125.70707071  64.29292929] ; [5.29292929 2.70707071],0
r1,1,0.001228,10.447046,[129  61] ; [1 7],[124.74747475  65.25252525] ; [5.25252525 2.74747475],0
d4,1,0.008101,7.011077,[133  58] ; [2 6],[129.57286432  61.42713568] ; [5.42713568 2.57286432],0
d3,1,0.009855,6.660872,[112  79] ; [1 7],[108.45728643  82.54271357] ; [4.54271357 3.45728643],0
n2,1,0.013707,6.07547,[33  8] ; [1 3],[30.97777778 10.02222222] ; [3.02222222 0.97777778],0
d5,1,0.019685,5.439644,[125  66] ; [2 6],[121.89447236  69.10552764] ; [5.10552764 2.89447236],0
n6,1,0.020992,5.327494,[156  33] ; [4 4],[153.50253807  35.49746193] ; [6.49746193 1.50253807],0
s3,1,0.027971,4.82983,[106  82] ; [1 6],[103.15897436  84.84102564] ; [3.84102564 3.15897436],0
a3,1,0.033837,4.502918,[97 94] ; [1 7],[94.06030151 96.93969849] ; [3.93969849 4.06030151],0
d2,1,0.040922,4.179232,[ 38 153] ; [4 4],[ 40.31155779 150.68844221] ; [1.68844221 6.31155779],0
s6,1,0.046048,3.979852,[113  74] ; [2 6],[110.28205128  76.71794872] ; [4.71794872 3.28205128],0
p1,1,0.058372,3.58305,[ 13 176] ; [2 6],[ 14.39086294 174.60913706] ; [0.60913706 7.39086294],0
v1,1,0.068287,3.323731,[ 84 102] ; [1 7],[ 81.49484536 104.50515464] ; [3.50515464 4.49484536],0
s2,1,0.078436,3.097019,[ 83 106] ; [1 7],[ 80.58883249 108.41116751] ; [3.41116751 4.58883249],0
n4,1,0.080288,3.059054,[128  62] ; [3 5],[125.70707071  64.29292929] ; [5.29292929 2.70707071],0
a6,1,0.101919,2.67526,[104  87] ; [2 6],[101.73869347  89.26130653] ; [4.26130653 3.73869347],0
u2,1,0.116642,2.461835,[52 42] ; [6 1],[53.98019802 40.01980198] ; [4.01980198 2.98019802],0
r2,1,0.133083,2.256169,[172  17] ; [6 2],[170.7715736  18.2284264] ; [7.2284264 0.7715736],0
s7,1,0.169188,1.890127,[ 67 118] ; [1 7],[ 65.18134715 119.81865285] ; [2.81865285 5.18134715],0
p9,1,0.169343,1.888753,[154  34] ; [5 3],[152.51020408  35.48979592] ; [6.48979592 1.51020408],0
n3,1,0.200519,1.63859,[33  9] ; [2 2],[31.95652174 10.04347826] ; [3.04347826 0.95652174],0
n5,1,0.269486,1.21936,[129  59] ; [4 4],[127.57142857  60.42857143] ; [5.42857143 2.57142857],0
v2,1,0.271991,1.206679,[90 91] ; [2 5],[88.57446809 92.42553191] ; [3.42553191 3.57446809],0
p10,1,0.343984,0.895526,[144  43] ; [5 3],[142.88717949  44.11282051] ; [6.11282051 1.88717949],0
p12,1,0.384397,0.756592,[ 10 179] ; [1 7],[ 10.55329949 178.44670051] ; [0.44670051 7.55329949],0
p8,1,0.434746,0.610111,[91 97] ; [5 3],[92.08163265 95.91836735] ; [3.91836735 4.08163265],0
n1,1,0.435278,0.6087,[19 23] ; [1 3],[18.26086957 23.73913043] ; [1.73913043 2.26086957],0
p3,1,0.460221,0.545356,[ 72 118] ; [2 6],[ 71.01010101 118.98989899] ; [2.98989899 5.01010101],0
v4,1,0.492479,0.471107,[177  12] ; [7 1],[176.52791878  12.47208122] ; [7.47208122 0.52791878],0
p2,1,0.51437,0.425167,[147  42] ; [7 1],[147.74619289  41.25380711] ; [6.25380711 1.74619289],0
p4,1,0.54543,0.365568,[91 97] ; [3 5],[90.16326531 97.83673469] ; [3.83673469 4.16326531],0
u3,1,0.559717,0.340194,[51 43] ; [3 4],[50.25742574 43.74257426] ; [3.74257426 3.25742574],0
p6,1,0.568475,0.32524,[ 64 120] ; [2 6],[ 63.25 120.75] ; [2.75 5.25],0
b5,1,0.627336,0.23569,[112  79] ; [4 4],[111.33668342  79.66331658] ; [4.66331658 3.33668342],0
s4,1,0.651391,0.204151,[ 35 153] ; [2 6],[ 35.48979592 152.51020408] ; [1.51020408 6.48979592],0
s8,1,0.658054,0.195896,[ 62 129] ; [2 6],[ 61.42713568 129.57286432] ; [2.57286432 5.42713568],0
b1,1,0.668118,0.183812,[ 58 133] ; [3 5],[ 58.54773869 132.45226131] ; [2.45226131 5.54773869],0
p7,1,0.699198,0.149307,[117  65] ; [4 3],[116.51851852  65.48148148] ; [4.48148148 2.51851852],0
b3,1,0.740981,0.109266,[28 77] ; [1 4],[27.68181818 77.31818182] ; [1.31818182 3.68181818],0
b2,1,0.740981,0.109266,[28 77] ; [1 4],[27.68181818 77.31818182] ; [1.31818182 3.68181818],0
p5,1,0.744265,0.106414,[ 17 170] ; [1 7],[ 17.26153846 169.73846154] ; [0.73846154 7.26153846],0
b4,1,0.850675,0.035441,[113  78] ; [5 3],[113.25628141  77.74371859] ; [4.74371859 3.25628141],0
s5,1,0.985938,0.000311,[ 45 137] ; [2 6],[ 45.02105263 136.97894737] ; [1.97894737 6.02105263],0
