Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,54.903708,[177   9] ; [4 8],[170.03030303  15.96969697] ; [10.96969697  1.03030303],1
v4,1,0.0,32.434398,[175   9] ; [6 6],[169.91836735  14.08163265] ; [11.08163265  0.91836735],1
r3,1,2e-06,23.119489,[176   9] ; [7 5],[171.85279188  13.14720812] ; [11.14720812  0.85279188],1
p11,1,0.001173,10.532568,[151  35] ; [5 7],[146.54545455  39.45454545] ; [9.45454545 2.54545455],0
b1,1,0.00137,10.245845,[ 82 104] ; [11  1],[87.36363636 98.63636364] ; [5.63636364 6.36363636],0
s1,1,0.002796,8.935736,[  8 174] ; [3 9],[ 10.31958763 171.68041237] ; [ 0.68041237 11.31958763],0
a6,1,0.014984,5.918353,[ 82 104] ; [ 1 11],[ 77.96969697 108.03030303] ; [5.03030303 6.96969697],0
a5,1,0.019687,5.439403,[136  50] ; [5 7],[132.45454545  53.54545455] ; [8.54545455 3.45454545],0
n6,1,0.030763,4.666123,[149  34] ; [6 5],[146.21134021  36.78865979] ; [8.78865979 2.21134021],0
n3,1,0.071119,3.256994,[32 14] ; [1 3],[30.36 15.64] ; [2.64 1.36],0
v2,1,0.07979,3.069175,[91 87] ; [3 9],[88.06315789 89.93684211] ; [5.93684211 6.06315789],0
d1,1,0.086309,2.941898,[94 92] ; [3 9],[91.12121212 94.87878788] ; [5.87878788 6.12121212],0
v1,1,0.103045,2.65777,[104  77] ; [4 8],[101.28497409  79.71502591] ; [6.71502591 5.28497409],0
p9,1,0.104904,2.629358,[143  39] ; [7 5],[140.72164948  41.27835052] ; [9.27835052 2.72164948],0
p1,1,0.115843,2.472642,[ 10 174] ; [ 2 10],[ 11.26530612 172.73469388] ; [ 0.73469388 11.26530612],0
b3,1,0.144127,2.133333,[62 58] ; [2 6],[60. 60.] ; [4. 4.],0
b2,1,0.144127,2.133333,[62 58] ; [2 6],[60. 60.] ; [4. 4.],0
d5,1,0.149676,2.075546,[142  43] ; [7 5],[139.92385787  45.07614213] ; [9.07614213 2.92385787],0
p5,1,0.173182,1.855178,[ 21 160] ; [3 9],[ 22.50777202 158.49222798] ; [ 1.49222798 10.50777202],0
n5,1,0.176795,1.824365,[138  44] ; [7 5],[136.03092784  45.96907216] ; [8.96907216 3.03092784],0
s3,1,0.202578,1.623691,[111  73] ; [5 7],[108.89795918  75.10204082] ; [7.10204082 4.89795918],0
s6,1,0.216643,1.526468,[120  58] ; [6 6],[118.04210526  59.95789474] ; [7.95789474 4.04210526],0
s5,1,0.230837,1.435696,[ 75 101] ; [3 9],[ 73.0212766 102.9787234] ; [4.9787234 7.0212766],0
s8,1,0.247953,1.334803,[93 91] ; [4 8],[91.06122449 92.93877551] ; [5.93877551 6.06122449],0
s2,1,0.263128,1.252222,[92 92] ; [4 8],[90.12244898 93.87755102] ; [5.87755102 6.12244898],0
p4,1,0.271057,1.211389,[92 91] ; [8 4],[93.84615385 89.15384615] ; [6.15384615 5.84615385],0
d2,1,0.294724,1.097915,[91 95] ; [4 8],[89.24242424 96.75757576] ; [5.75757576 6.24242424],0
n2,1,0.316385,1.003831,[36 13] ; [2 2],[35.13207547 13.86792453] ; [2.86792453 1.13207547],0
b5,1,0.33624,0.924717,[ 82 104] ; [7 5],[ 83.60606061 102.39393939] ; [5.39393939 6.60606061],0
a4,1,0.414987,0.664467,[ 84 101] ; [4 8],[ 82.63959391 102.36040609] ; [5.36040609 6.63959391],0
p10,1,0.425157,0.636015,[139  42] ; [8 4],[137.86010363  43.13989637] ; [9.13989637 2.86010363],0
p6,1,0.480071,0.498701,[ 63 117] ; [3 9],[ 61.875 118.125] ; [4.125 7.875],0
p2,1,0.553589,0.350927,[138  44] ; [10  2],[138.84536082  43.15463918] ; [9.15463918 2.84536082],0
s4,1,0.575916,0.312884,[ 34 150] ; [3 9],[ 34.73469388 149.26530612] ; [2.26530612 9.73469388],0
v3,1,0.589442,0.291217,[ 73 104] ; [4 8],[ 72.11111111 104.88888889] ; [4.88888889 7.11111111],0
a3,1,0.65754,0.196526,[135  51] ; [8 4],[134.33333333  51.66666667] ; [8.66666667 3.33333333],0
a1,1,0.664707,0.187856,[ 10 176] ; [ 1 11],[ 10.33333333 175.66666667] ; [ 0.66666667 11.33333333],0
d4,1,0.678202,0.172156,[144  40] ; [10  2],[144.57142857  39.42857143] ; [9.42857143 2.57142857],0
s7,1,0.696086,0.152575,[95 82] ; [6 4],[95.59893048 81.40106952] ; [5.40106952 4.59893048],0
p8,1,0.707234,0.141056,[86 96] ; [5 7],[85.37113402 96.62886598] ; [5.62886598 6.37113402],0
n4,1,0.719751,0.128731,[146  38] ; [9 3],[145.51020408  38.48979592] ; [9.48979592 2.51020408],0
p7,1,0.728293,0.120684,[114  66] ; [7 5],[113.4375  66.5625] ; [7.5625 4.4375],0
d3,1,0.730974,0.118219,[87 99] ; [5 7],[86.42424242 99.57575758] ; [5.57575758 6.42424242],0
a8,1,0.747604,0.103555,[ 22 156] ; [ 1 10],[ 21.66137566 156.33862434] ; [1.33862434 9.66137566],0
u2,1,0.75553,0.096942,[29 21] ; [2 2],[28.7037037 21.2962963] ; [2.2962963 1.7037037],0
b4,1,0.813534,0.055634,[102  84] ; [7 5],[102.39393939  83.60606061] ; [6.60606061 5.39393939],0
p12,1,0.823925,0.049506,[ 12 168] ; [ 1 11],[ 12.1875 167.8125] ; [ 0.8125 11.1875],0
u3,1,0.969872,0.001426,[26 25] ; [2 2],[25.96363636 25.03636364] ; [2.03636364 1.96363636],0
p3,1,0.970896,0.001331,[91 93] ; [6 6],[91.06122449 92.93877551] ; [5.93877551 6.06122449],0
