Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.000312,12.997543,[30 19] ; [ 3 18],[23.1 25.9] ; [ 9.9 11.1],1
p4,1,0.001188,10.508283,[37 16] ; [ 6 15],[30.7972973 22.2027027] ; [12.2027027  8.7972973],0
p7,1,0.003254,8.659026,[40 11] ; [ 9 12],[34.70833333 16.29166667] ; [14.29166667  6.70833333],0
n5,1,0.004259,8.169919,[41 12] ; [ 9 12],[35.81081081 17.18918919] ; [14.18918919  6.81081081],0
a2,1,0.026578,4.91803,[15 38] ; [ 1 20],[11.45945946 41.54054054] ; [ 4.54054054 16.45945946],0
s2,1,0.038578,4.279342,[40 12] ; [11 10],[36.32876712 15.67123288] ; [14.67123288  6.32876712],0
s7,1,0.050359,3.829451,[34 18] ; [ 8 12],[30.33333333 21.66666667] ; [11.66666667  8.33333333],0
p11,1,0.053006,3.743732,[40 13] ; [11 10],[36.52702703 16.47297297] ; [14.47297297  6.52702703],0
p3,1,0.071082,3.257862,[30 23] ; [ 7 14],[26.5 26.5] ; [10.5 10.5],0
d1,1,0.073798,3.196457,[37 16] ; [10 11],[33.66216216 19.33783784] ; [13.33783784  7.66216216],0
u1,1,0.083412,2.997128,[15 38] ; [ 2 19],[12.17567568 40.82432432] ; [ 4.82432432 16.17567568],0
s3,1,0.091024,2.856177,[40 12] ; [12  9],[37.04109589 14.95890411] ; [14.95890411  6.04109589],0
v3,1,0.109995,2.554296,[26 25] ; [ 6 14],[22.98591549 28.01408451] ; [ 9.01408451 10.98591549],0
p6,1,0.11122,2.536797,[25 26] ; [ 6 15],[21.95833333 29.04166667] ; [ 9.04166667 11.95833333],0
b5,1,0.117285,2.453204,[30 23] ; [16  5],[32.94594595 20.05405405] ; [13.05405405  7.94594595],0
v1,1,0.145344,2.120444,[32 20] ; [ 9 12],[29.20547945 22.79452055] ; [11.79452055  9.20547945],0
d4,1,0.150902,2.063111,[49  4] ; [17  4],[47.27027027  5.72972973] ; [18.72972973  2.27027027],0
r4,1,0.150902,2.063111,[49  4] ; [17  4],[47.27027027  5.72972973] ; [18.72972973  2.27027027],0
s6,1,0.165623,1.922126,[45  6] ; [15  5],[43.09859155  7.90140845] ; [16.90140845  3.09859155],0
d5,1,0.173357,1.853672,[47  6] ; [16  5],[45.12162162  7.87837838] ; [17.87837838  3.12162162],0
a6,1,0.191598,1.70529,[34 19] ; [10 11],[31.51351351 21.48648649] ; [12.48648649  8.51351351],0
n4,1,0.227876,1.45407,[38 15] ; [12  9],[35.81081081 17.18918919] ; [14.18918919  6.81081081],0
a3,1,0.243181,1.362057,[40 13] ; [13  8],[37.95945946 15.04054054] ; [15.04054054  5.95945946],0
r1,1,0.263518,1.25018,[44  9] ; [15  6],[42.25675676 10.74324324] ; [16.74324324  4.25675676],0
n2,1,0.310437,1.028815,[6 1] ; [5 3],[5.13333333 1.86666667] ; [5.86666667 2.13333333],0
v4,1,0.32403,0.972609,[51  2] ; [19  2],[50.13513514  2.86486486] ; [19.86486486  1.13513514],0
p10,1,0.352423,0.864715,[46  6] ; [16  4],[44.77777778  7.22222222] ; [17.22222222  2.77777778],0
d3,1,0.360637,0.835672,[43 10] ; [15  6],[41.54054054 11.45945946] ; [16.45945946  4.54054054],0
p5,1,0.384754,0.755456,[ 6 47] ; [ 1 20],[ 5.01351351 47.98648649] ; [ 1.98648649 19.01351351],0
b2,1,0.397724,0.715196,[ 6 17] ; [ 2 12],[ 4.97297297 18.02702703] ; [ 3.02702703 10.97297297],0
b3,1,0.397724,0.715196,[ 6 17] ; [ 2 12],[ 4.97297297 18.02702703] ; [ 3.02702703 10.97297297],0
a5,1,0.411859,0.673429,[38 15] ; [13  8],[36.52702703 16.47297297] ; [14.47297297  6.52702703],0
a8,1,0.432107,0.617153,[ 5 40] ; [ 1 19],[ 4.15384615 40.84615385] ; [ 1.84615385 18.15384615],0
b4,1,0.473625,0.513506,[35 18] ; [12  9],[33.66216216 19.33783784] ; [13.33783784  7.66216216],0
s1,1,0.501191,0.452413,[ 1 51] ; [ 1 20],[ 1.42465753 50.57534247] ; [ 0.57534247 20.42465753],0
n6,1,0.545889,0.364733,[45  7] ; [17  4],[44.16438356  7.83561644] ; [17.83561644  3.16438356],0
a7,1,0.591944,0.287319,[41 12] ; [15  6],[40.10810811 12.89189189] ; [15.89189189  5.10810811],0
s5,1,0.602246,0.271622,[28 21] ; [9 9],[27.05970149 21.94029851] ; [9.94029851 8.05970149],0
n3,1,0.604773,0.267857,[6 1] ; [6 2],[5.6 1.4] ; [6.4 1.6],0
u3,1,0.697161,0.151442,[7 6] ; [5 3],[7.42857143 5.57142857] ; [4.57142857 3.42857143],0
b1,1,0.737058,0.11273,[18 35] ; [ 8 13],[18.62162162 34.37837838] ; [ 7.37837838 13.62162162],0
r2,1,0.778832,0.078872,[49  4] ; [19  2],[48.7027027  4.2972973] ; [19.2972973  1.7027027],0
s8,1,0.796522,0.066487,[27 26] ; [10 11],[26.5 26.5] ; [10.5 10.5],0
a4,1,0.796522,0.066487,[27 26] ; [10 11],[26.5 26.5] ; [10.5 10.5],0
a1,1,0.845907,0.03777,[ 2 51] ; [ 1 20],[ 2.14864865 50.85135135] ; [ 0.85135135 20.14864865],0
d2,1,0.855747,0.033048,[29 24] ; [11 10],[28.64864865 24.35135135] ; [11.35135135  9.64864865],0
r3,1,0.858394,0.031833,[50  2] ; [20  1],[49.8630137  2.1369863] ; [20.1369863  0.8630137],0
p1,1,0.877535,0.023745,[ 3 50] ; [ 1 20],[ 2.86486486 50.13513514] ; [ 1.13513514 19.86486486],0
