Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,1.4e-05,18.902725,[31 19] ; [ 2 22],[22.2972973 27.7027027] ; [10.7027027 13.2972973],1
u1,1,0.219733,1.506113,[14 36] ; [ 4 22],[11.84210526 38.15789474] ; [ 6.15789474 19.84210526],0
p1,1,0.24354,1.359987,[ 6 44] ; [ 1 25],[ 4.60526316 45.39473684] ; [ 2.39473684 23.60526316],0
s8,1,0.314794,1.010455,[31 19] ; [13 13],[28.94736842 21.05263158] ; [15.05263158 10.94736842],0
s2,1,0.350276,0.872457,[34 14] ; [21  5],[35.67567568 12.32432432] ; [19.32432432  6.67567568],0
a5,1,0.402267,0.701538,[39 11] ; [18  8],[37.5 12.5] ; [19.5  6.5],0
p10,1,0.411437,0.674644,[45  5] ; [20  4],[43.91891892  6.08108108] ; [21.08108108  2.91891892],0
p9,1,0.411437,0.674644,[45  5] ; [20  4],[43.91891892  6.08108108] ; [21.08108108  2.91891892],0
b4,1,0.414743,0.665162,[28 22] ; [12 14],[26.31578947 23.68421053] ; [13.68421053 12.31578947],0
b1,1,0.429654,0.623757,[22 28] ; [ 9 17],[20.39473684 29.60526316] ; [10.60526316 15.39473684],0
d4,1,0.450232,0.570067,[42  8] ; [20  6],[40.78947368  9.21052632] ; [21.21052632  4.78947368],0
r4,1,0.488328,0.480208,[46  4] ; [25  1],[46.71052632  3.28947368] ; [24.28947368  1.71052632],0
d5,1,0.490668,0.475061,[45  5] ; [22  4],[44.07894737  5.92105263] ; [22.92105263  3.07894737],0
v2,1,0.511785,0.430416,[26 24] ; [15 10],[27.33333333 22.66666667] ; [13.66666667 11.33333333],0
v4,1,0.512691,0.428571,[46  4] ; [24  1],[46.66666667  3.33333333] ; [23.33333333  1.66666667],0
b5,1,0.591245,0.288405,[32 18] ; [15 11],[30.92105263 19.07894737] ; [16.07894737  9.92105263],0
n2,1,0.605242,0.267161,[5 2] ; [9 2],[5.44444444 1.55555556] ; [8.55555556 2.44444444],0
u3,1,0.658273,0.195629,[8 5] ; [5 2],[8.45 4.55] ; [4.55 2.45],0
v3,1,0.731499,0.117739,[17 32] ; [ 8 18],[16.33333333 32.66666667] ; [ 8.66666667 17.33333333],0
a4,1,0.750293,0.101285,[25 25] ; [12 14],[24.34210526 25.65789474] ; [12.65789474 13.34210526],0
n3,1,0.782935,0.075898,[4 3] ; [7 4],[4.27777778 2.72222222] ; [6.72222222 4.27777778],0
n1,1,0.782935,0.075898,[3 4] ; [4 7],[2.72222222 4.27777778] ; [4.27777778 6.72222222],0
b2,1,0.922934,0.009358,[ 9 21] ; [ 4 10],[ 8.86363636 21.13636364] ; [4.13636364 9.86363636],0
b3,1,0.922934,0.009358,[ 9 21] ; [ 4 10],[ 8.86363636 21.13636364] ; [4.13636364 9.86363636],0
a3,1,0.930912,0.007516,[37 13] ; [19  7],[36.84210526 13.15789474] ; [19.15789474  6.84210526],0
s7,1,0.949267,0.004048,[31 18] ; [15  9],[30.87671233 18.12328767] ; [15.12328767  8.87671233],0
a1,1,0.973932,0.001068,[ 2 48] ; [ 1 25],[ 1.97368421 48.02631579] ; [ 1.02631579 24.97368421],0
s1,1,1.0,0.0,[ 2 48] ; [ 1 24],[ 2. 48.] ; [ 1. 24.],0
r3,1,1.0,0.0,[48  2] ; [24  1],[48.  2.] ; [24.  1.],0
