Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.0,35.327262,[ 20 348] ; [16 38],[ 31.39336493 336.60663507] ; [ 4.60663507 49.39336493],1
s5,1,0.0,32.43383,[111 242] ; [37 14],[129.31683168 223.68316832] ; [18.68316832 32.31683168],1
p12,1,0.0,30.567244,[ 23 344] ; [16 38],[ 33.9976247 333.0023753] ; [ 5.0023753 48.9976247],1
p4,1,1.5e-05,18.743169,[230 136] ; [50  4],[244. 122.] ; [36. 18.],1
p3,1,1.8e-05,18.431898,[193 176] ; [45  9],[207.61702128 161.38297872] ; [30.38297872 23.61702128],1
p8,1,0.000377,12.641306,[201 158] ; [44 10],[212.96610169 146.03389831] ; [32.03389831 21.96610169],1
p6,1,0.00052,12.04267,[138 224] ; [33 19],[149.52173913 212.47826087] ; [21.47826087 30.52173913],1
p7,1,0.003004,8.804937,[249 112] ; [47  6],[258.10628019 102.89371981] ; [37.89371981 15.10628019],0
a1,1,0.003765,8.393672,[ 14 355] ; [ 7 47],[ 18.31914894 350.68085106] ; [ 2.68085106 51.31914894],0
p10,1,0.005047,7.862602,[305  60] ; [52  1],[311.73444976  53.26555024] ; [45.26555024  7.73444976],0
b5,1,0.005725,7.634818,[230 139] ; [23 31],[220.70212766 148.29787234] ; [32.29787234 21.70212766],0
s7,1,0.00745,7.161173,[182 169] ; [36 14],[190.81795511 160.18204489] ; [27.18204489 22.81795511],0
b2,1,0.008179,6.993794,[ 77 140] ; [25 19],[ 84.8045977 132.1954023] ; [17.1954023 26.8045977],0
b3,1,0.008179,6.993794,[ 77 140] ; [25 19],[ 84.8045977 132.1954023] ; [17.1954023 26.8045977],0
n5,1,0.015024,5.913625,[276  87] ; [49  5],[282.91366906  80.08633094] ; [42.08633094 11.91366906],0
s8,1,0.015958,5.807497,[170 196] ; [34 19],[178.19570406 187.80429594] ; [25.80429594 27.19570406],0
a2,1,0.034356,4.476917,[105 264] ; [ 8 46],[ 98.57446809 270.42553191] ; [14.42553191 39.57446809],0
v3,1,0.03699,4.350894,[198 160] ; [38 16],[205.06796117 152.93203883] ; [30.93203883 23.06796117],0
s1,1,0.037198,4.341314,[  5 357] ; [ 3 51],[  6.96153846 355.03846154] ; [ 1.03846154 52.96153846],0
v1,1,0.0546,3.694245,[239 120] ; [43 11],[245.1283293 113.8716707] ; [36.8716707 17.1283293],0
u4,1,0.061628,3.493019,[  6 363] ; [ 3 51],[  7.85106383 361.14893617] ; [ 1.14893617 52.85106383],0
p11,1,0.069218,3.301475,[306  63] ; [50  4],[310.55319149  58.44680851] ; [45.44680851  8.55319149],0
p9,1,0.07916,3.082073,[321  42] ; [52  2],[324.69784173  38.30215827] ; [48.30215827  5.69784173],0
a6,1,0.083247,3.000342,[267 101] ; [33 21],[261.61137441 106.38862559] ; [38.38862559 15.61137441],0
r2,1,0.091919,2.840442,[348  15] ; [48  5],[345.54807692  17.45192308] ; [50.45192308  2.54807692],0
r3,1,0.094779,2.791275,[359   7] ; [50  3],[357.26491647   8.73508353] ; [51.73508353  1.26491647],0
n3,1,0.11742,2.451405,[58 10] ; [8 4],[56.1 11.9] ; [9.9 2.1],0
s6,1,0.128265,2.31338,[241 119] ; [41 12],[245.81113801 114.18886199] ; [36.18886199 16.81113801],0
u2,1,0.13535,2.230046,[45 42] ; [7 2],[47.125 39.875] ; [4.875 4.125],0
u3,1,0.151238,2.059715,[47 42] ; [7 2],[49.04081633 39.95918367] ; [4.95918367 4.04081633],0
d3,1,0.188692,1.727803,[277  92] ; [36 18],[273.04255319  95.95744681] ; [39.95744681 14.04255319],0
n4,1,0.210099,1.570747,[293  74] ; [47  7],[296.38954869  70.61045131] ; [43.61045131 10.38954869],0
a3,1,0.237257,1.396821,[280  88] ; [45  9],[283.41232227  84.58767773] ; [41.58767773 12.41232227],0
a5,1,0.250266,1.32182,[292  77] ; [39 15],[288.74468085  80.25531915] ; [42.25531915 11.74468085],0
n2,1,0.256005,1.290231,[51 15] ; [11  1],[52.46153846 13.53846154] ; [9.53846154 2.46153846],0
a4,1,0.263425,1.250666,[173 195] ; [21 33],[169.17535545 198.82464455] ; [24.82464455 29.17535545],0
n6,1,0.418274,0.655159,[316  48] ; [49  5],[317.84688995  46.15311005] ; [47.15311005  6.84688995],0
n1,1,0.576733,0.311547,[22 44] ; [5 7],[22.84615385 43.15384615] ; [4.15384615 7.84615385],0
u1,1,0.626429,0.236935,[ 79 290] ; [10 44],[ 77.63829787 291.36170213] ; [11.36170213 42.63829787],0
b4,1,0.643731,0.213895,[224 145] ; [31 23],[222.44680851 146.55319149] ; [32.55319149 21.44680851],0
s3,1,0.675517,0.175216,[199 160] ; [31 22],[200.41262136 158.58737864] ; [29.58737864 23.41262136],0
a7,1,0.68778,0.161499,[281  86] ; [40 14],[279.82660333  87.17339667] ; [41.17339667 12.82660333],0
s4,1,0.720738,0.127786,[ 47 319] ; [ 6 48],[ 46.18571429 319.81428571] ; [ 6.81428571 47.18571429],0
d1,1,0.735368,0.11424,[241 128] ; [34 20],[239.89361702 129.10638298] ; [35.10638298 18.89361702],0
r1,1,0.74814,0.103101,[312  55] ; [45  9],[311.20902613  55.79097387] ; [45.79097387  8.20902613],0
s2,1,0.759765,0.093507,[191 173] ; [29 24],[192.0383693 171.9616307] ; [27.9616307 25.0383693],0
r4,1,0.778469,0.079138,[339  30] ; [49  5],[338.46808511  30.53191489] ; [49.53191489  4.46808511],0
a8,1,0.841863,0.039805,[ 50 275] ; [ 7 42],[ 49.53208556 275.46791444] ; [ 7.46791444 41.53208556],0
d5,1,0.84394,0.038752,[318  51] ; [46  8],[317.53191489  51.46808511] ; [46.46808511  7.53191489],0
b1,1,0.849527,0.035994,[125 244] ; [19 35],[125.61702128 243.38297872] ; [18.38297872 35.61702128],0
d4,1,0.858313,0.03187,[317  51] ; [47  7],[317.42180095  50.57819905] ; [46.57819905  7.42180095],0
v4,1,0.907872,0.013392,[350  15] ; [51  2],[350.15550239  14.84449761] ; [50.84449761  2.15550239],0
d2,1,0.978992,0.000693,[191 176] ; [28 26],[190.90973872 176.09026128] ; [28.09026128 25.90973872],0
