Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,1e-06,23.467459,[ 1 14] ; [22  4],[8.41463415 6.58536585] ; [14.58536585 11.41463415],1
p11,1,1.4e-05,18.927698,[ 4 11] ; [24  2],[10.24390244  4.75609756] ; [17.75609756  8.24390244],1
n5,1,0.000625,11.701032,[ 4 11] ; [21  5],[9.14634146 5.85365854] ; [15.85365854 10.14634146],1
p2,1,0.00102,10.791048,[6 9] ; [23  3],[10.6097561  4.3902439] ; [18.3902439  7.6097561],0
p7,1,0.016895,5.70721,[ 4 11] ; [17  9],[7.68292683 7.31707317] ; [13.31707317 12.68292683],0
n6,1,0.018068,5.589586,[6 9] ; [20  6],[9.51219512 5.48780488] ; [16.48780488  9.51219512],0
p8,1,0.018884,5.512222,[ 2 13] ; [13 13],[5.48780488 9.51219512] ; [ 9.51219512 16.48780488],0
a5,1,0.025685,4.977084,[ 5 10] ; [18  8],[8.41463415 6.58536585] ; [14.58536585 11.41463415],0
r4,1,0.032791,4.556668,[ 2 13] ; [12 14],[5.12195122 9.87804878] ; [ 8.87804878 17.12195122],0
s8,1,0.044721,4.029123,[ 1 14] ; [ 9 17],[ 3.65853659 11.34146341] ; [ 6.34146341 19.65853659],0
p4,1,0.06726,3.348643,[6 9] ; [18  8],[8.7804878 6.2195122] ; [15.2195122 10.7804878],0
s5,1,0.072504,3.225392,[ 1 14] ; [ 8 18],[ 3.29268293 11.70731707] ; [ 5.70731707 20.29268293],0
b1,1,0.091193,2.85319,[11  4] ; [12 14],[8.41463415 6.58536585] ; [14.58536585 11.41463415],0
p5,1,0.178596,1.809265,[ 1 14] ; [ 6 20],[ 2.56097561 12.43902439] ; [ 4.43902439 21.56097561],0
n4,1,0.199101,1.648955,[8 7] ; [19  7],[9.87804878 5.12195122] ; [17.12195122  8.87804878],0
v3,1,0.221101,1.49721,[ 3 12] ; [10 16],[ 4.75609756 10.24390244] ; [ 8.24390244 17.75609756],0
a2,1,0.261186,1.262461,[ 2 13] ; [ 1 25],[ 1.09756098 13.90243902] ; [ 1.90243902 24.09756098],0
a8,1,0.307153,1.042879,[ 1 13] ; [ 5 21],[ 2.1 11.9] ; [ 3.9 22.1],0
u3,1,0.308512,1.037037,[5 4] ; [4 8],[3.85714286 5.14285714] ; [5.14285714 6.85714286],0
a7,1,0.30871,1.036187,[8 7] ; [18  8],[9.51219512 5.48780488] ; [16.48780488  9.51219512],0
r3,1,0.311136,1.025848,[10  5] ; [21  5],[11.34146341  3.65853659] ; [19.65853659  6.34146341],0
d1,1,0.355358,0.85423,[8 7] ; [10 16],[6.58536585 8.41463415] ; [11.41463415 14.58536585],0
a3,1,0.392919,0.72989,[6 9] ; [14 12],[7.31707317 7.68292683] ; [12.68292683 13.31707317],0
r1,1,0.422206,0.644168,[ 5 10] ; [12 14],[6.2195122 8.7804878] ; [10.7804878 15.2195122],0
a4,1,0.443002,0.588495,[ 4 11] ; [10 16],[5.12195122 9.87804878] ; [ 8.87804878 17.12195122],0
s7,1,0.453255,0.5625,[3 9] ; [ 9 15],[4. 8.] ; [ 8. 16.],0
a6,1,0.495283,0.465029,[7 8] ; [15 11],[8.04878049 6.95121951] ; [13.95121951 12.04878049],0
p3,1,0.524091,0.405835,[5 9] ; [12 14],[5.95 8.05] ; [11.05 14.95],0
p6,1,0.528009,0.398222,[ 3 11] ; [ 8 18],[ 3.85 10.15] ; [ 7.15 18.85],0
s2,1,0.579534,0.306989,[ 4 11] ; [ 5 21],[ 3.29268293 11.70731707] ; [ 5.70731707 20.29268293],0
b2,1,0.579639,0.306818,[3 8] ; [ 6 10],[3.66666667 7.33333333] ; [ 5.33333333 10.66666667],0
b3,1,0.579639,0.306818,[3 8] ; [ 6 10],[3.66666667 7.33333333] ; [ 5.33333333 10.66666667],0
b5,1,0.607487,0.263851,[8 7] ; [16 10],[8.7804878 6.2195122] ; [15.2195122 10.7804878],0
d3,1,0.607487,0.263851,[8 7] ; [16 10],[8.7804878 6.2195122] ; [15.2195122 10.7804878],0
n1,1,0.611541,0.257937,[1 5] ; [2 5],[1.38461538 4.61538462] ; [1.61538462 5.38461538],0
d4,1,0.628818,0.233667,[13  2] ; [21  5],[12.43902439  2.56097561] ; [21.56097561  4.43902439],0
s6,1,0.657774,0.196239,[7 8] ; [14 12],[7.68292683 7.31707317] ; [13.31707317 12.68292683],0
u2,1,0.675706,0.175,[6 3] ; [9 3],[6.42857143 2.57142857] ; [8.57142857 3.42857143],0
a1,1,0.686333,0.163083,[ 1 14] ; [ 1 25],[ 0.73170732 14.26829268] ; [ 1.26829268 24.73170732],0
s1,1,0.686333,0.163083,[ 1 14] ; [ 1 25],[ 0.73170732 14.26829268] ; [ 1.26829268 24.73170732],0
s4,1,0.705203,0.143116,[ 3 12] ; [ 4 22],[ 2.56097561 12.43902439] ; [ 4.43902439 21.56097561],0
n3,1,0.724939,0.12381,[4 2] ; [4 3],[3.69230769 2.30769231] ; [4.30769231 2.69230769],0
