Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,2.7e-05,17.637529,[ 6 28] ; [18  7],[13.83050847 20.16949153] ; [10.16949153 14.83050847],1
p2,1,0.000104,15.069994,[ 8 26] ; [18  6],[15.24137931 18.75862069] ; [10.75862069 13.24137931],1
v1,1,0.00211,9.451381,[ 5 29] ; [13 12],[10.37288136 23.62711864] ; [ 7.62711864 17.37288136],0
p11,1,0.005262,7.787269,[ 6 28] ; [13 12],[10.94915254 23.05084746] ; [ 8.05084746 16.94915254],0
v4,1,0.010274,6.586841,[13 21] ; [18  7],[17.86440678 16.13559322] ; [13.13559322 11.86440678],0
p4,1,0.015064,5.90897,[ 6 27] ; [12 13],[10.24137931 22.75862069] ; [ 7.75862069 17.24137931],0
p5,1,0.030588,4.675914,[ 1 32] ; [ 5 19],[ 3.47368421 29.52631579] ; [ 2.52631579 21.47368421],0
p3,1,0.045719,3.991931,[ 5 29] ; [ 9 15],[ 8.20689655 25.79310345] ; [ 5.79310345 18.20689655],0
p6,1,0.049752,3.849794,[ 2 31] ; [ 6 19],[ 4.55172414 28.44827586] ; [ 3.44827586 21.55172414],0
d3,1,0.050448,3.826503,[13 21] ; [16  9],[16.71186441 17.28813559] ; [12.28813559 12.71186441],0
s7,1,0.061369,3.5,[ 5 27] ; [ 9 15],[ 8. 24.] ; [ 6. 18.],0
p8,1,0.066138,3.376372,[ 5 28] ; [ 9 16],[ 7.96551724 25.03448276] ; [ 6.03448276 18.96551724],0
n2,1,0.082237,3.020131,[ 7 13] ; [8 4],[ 9.375 10.625] ; [5.625 6.375],0
u3,1,0.115184,2.481618,[ 3 12] ; [5 5],[ 4.8 10.2] ; [3.2 6.8],0
b1,1,0.138006,2.200051,[18 16] ; [18  7],[20.74576271 13.25423729] ; [15.25423729  9.74576271],0
b5,1,0.152962,2.042461,[14 20] ; [15 10],[16.71186441 17.28813559] ; [12.28813559 12.71186441],0
s1,1,0.178803,1.807543,[ 5 29] ; [ 1 24],[ 3.45762712 30.54237288] ; [ 2.54237288 22.45762712],0
r2,1,0.179347,1.80303,[17 15] ; [17  7],[19.42857143 12.57142857] ; [14.57142857  9.42857143],0
a7,1,0.199421,1.64661,[12 22] ; [13 12],[14.40677966 19.59322034] ; [10.59322034 14.40677966],0
d2,1,0.239348,1.384429,[17 16] ; [ 9 16],[14.79310345 18.20689655] ; [11.20689655 13.79310345],0
p7,1,0.291027,1.114865,[ 9 24] ; [ 9 13],[10.8 22.2] ; [ 7.2 14.8],0
a5,1,0.325278,0.967606,[16 18] ; [15 10],[17.86440678 16.13559322] ; [13.13559322 11.86440678],0
n4,1,0.326223,0.963832,[22 12] ; [13 12],[20.16949153 13.83050847] ; [14.83050847 10.16949153],0
v3,1,0.343085,0.898871,[ 6 28] ; [ 7 18],[ 7.49152542 26.50847458] ; [ 5.50847458 19.49152542],0
s6,1,0.343085,0.898871,[ 6 28] ; [ 7 18],[ 7.49152542 26.50847458] ; [ 5.50847458 19.49152542],0
u1,1,0.382098,0.763943,[ 1 33] ; [ 2 23],[ 1.72881356 32.27118644] ; [ 1.27118644 23.72881356],0
d5,1,0.395634,0.721556,[18 16] ; [16  9],[19.59322034 14.40677966] ; [14.40677966 10.59322034],0
d4,1,0.395634,0.721556,[18 16] ; [16  9],[19.59322034 14.40677966] ; [14.40677966 10.59322034],0
n1,1,0.40292,0.699595,[ 7 13] ; [6 6],[ 8.125 11.875] ; [4.875 7.125],0
s3,1,0.450762,0.568736,[ 8 25] ; [ 8 16],[ 9.26315789 23.73684211] ; [ 6.73684211 17.26315789],0
s4,1,0.477706,0.504097,[ 8 26] ; [ 4 21],[ 6.91525424 27.08474576] ; [ 5.08474576 19.91525424],0
n6,1,0.512199,0.429573,[13 20] ; [12 13],[14.22413793 18.77586207] ; [10.77586207 14.22413793],0
a1,1,0.551079,0.355388,[ 6 28] ; [ 3 22],[ 5.18644068 28.81355932] ; [ 3.81355932 21.18644068],0
n3,1,0.580912,0.304762,[ 8 12] ; [6 6],[ 8.75 11.25] ; [5.25 6.75],0
b4,1,0.589428,0.291238,[18 16] ; [15 10],[19.01694915 14.98305085] ; [13.98305085 11.01694915],0
s2,1,0.592243,0.286855,[ 5 29] ; [ 5 20],[ 5.76271186 28.23728814] ; [ 4.23728814 20.76271186],0
n5,1,0.592527,0.286415,[24 10] ; [16  9],[23.05084746 10.94915254] ; [16.94915254  8.05084746],0
a2,1,0.638671,0.220484,[ 4 30] ; [ 4 21],[ 4.61016949 29.38983051] ; [ 3.38983051 21.61016949],0
p1,1,0.638671,0.220484,[ 4 30] ; [ 4 21],[ 4.61016949 29.38983051] ; [ 3.38983051 21.61016949],0
b2,1,0.67329,0.177778,[10 15] ; [ 5 10],[ 9.375 15.625] ; [5.625 9.375],0
b3,1,0.67329,0.177778,[10 15] ; [ 5 10],[ 9.375 15.625] ; [5.625 9.375],0
r1,1,0.769953,0.085519,[11 23] ; [ 9 16],[11.52542373 22.47457627] ; [ 8.47457627 16.52542373],0
a8,1,0.811134,0.057104,[ 1 31] ; [ 1 22],[ 1.16363636 30.83636364] ; [ 0.83636364 22.16363636],0
p12,1,0.824253,0.049319,[ 1 33] ; [ 1 24],[ 1.15254237 32.84745763] ; [ 0.84745763 24.15254237],0
a4,1,0.852727,0.034462,[14 19] ; [10 15],[13.65517241 19.34482759] ; [10.34482759 14.65517241],0
a3,1,0.852727,0.034462,[19 14] ; [15 10],[19.34482759 13.65517241] ; [14.65517241 10.34482759],0
v2,1,0.867663,0.027765,[ 6 28] ; [ 4 21],[ 5.76271186 28.23728814] ; [ 4.23728814 20.76271186],0
s5,1,0.93253,0.007168,[ 4 30] ; [ 3 21],[ 4.10344828 29.89655172] ; [ 2.89655172 21.10344828],0
a6,1,0.942968,0.005118,[16 18] ; [12 13],[16.13559322 17.86440678] ; [11.86440678 13.13559322],0
d1,1,0.977128,0.000822,[11 23] ; [ 8 17],[10.94915254 23.05084746] ; [ 8.05084746 16.94915254],0
u2,1,1.0,0.0,[6 9] ; [4 6],[6. 9.] ; [4. 6.],0
