Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,5e-06,20.883403,[16 82] ; [36 38],[29.62790698 68.37209302] ; [22.37209302 51.62790698],1
r1,1,0.003066,8.76769,[73 27] ; [69  7],[80.68181818 19.31818182] ; [61.31818182 14.68181818],0
a6,1,0.007599,7.125514,[52 47] ; [55 21],[60.53142857 38.46857143] ; [46.46857143 29.53142857],0
a7,1,0.026684,4.911158,[62 38] ; [59 17],[68.75 31.25] ; [52.25 23.75],0
s1,1,0.029164,4.757915,[ 9 91] ; [ 1 75],[ 5.68181818 94.31818182] ; [ 4.31818182 71.68181818],0
d2,1,0.031404,4.63073,[45 54] ; [47 29],[52.04571429 46.95428571] ; [39.95428571 36.04571429],0
d5,1,0.037652,4.320662,[75 24] ; [67  9],[80.33142857 18.66857143] ; [61.66857143 14.33142857],0
a5,1,0.04227,4.124367,[68 32] ; [62 14],[73.86363636 26.13636364] ; [56.13636364 19.86363636],0
r2,1,0.046567,3.960972,[91  8] ; [74  1],[93.87931034  5.12068966] ; [71.12068966  3.87931034],0
p9,1,0.049889,3.845198,[79 20] ; [68  7],[83.63793103 15.36206897] ; [63.36206897 11.63793103],0
p10,1,0.057298,3.613918,[77 23] ; [67  9],[81.81818182 18.18181818] ; [62.18181818 13.81818182],0
p2,1,0.066267,3.373154,[88 12] ; [59 17],[83.52272727 16.47727273] ; [63.47727273 12.52272727],0
p1,1,0.085234,2.962154,[13 87] ; [ 4 72],[ 9.65909091 90.34090909] ; [ 7.34090909 68.65909091],0
r3,1,0.087581,2.918283,[91  9] ; [73  2],[93.71428571  6.28571429] ; [70.28571429  4.71428571],0
s4,1,0.097639,2.743696,[32 67] ; [16 60],[27.15428571 71.84571429] ; [20.84571429 55.15428571],0
p7,1,0.125771,2.343938,[59 38] ; [54 21],[63.72674419 33.27325581] ; [49.27325581 25.72674419],0
n1,1,0.134896,2.235236,[17 15] ; [ 6 13],[14.43137255 17.56862745] ; [ 8.56862745 10.43137255],0
