Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.0,39.79341,[56  6] ; [ 6 20],[43.68181818 18.31818182] ; [18.31818182  7.68181818],1
a4,1,0.158094,1.992368,[24 38] ; [ 6 20],[21.13636364 40.86363636] ; [ 8.86363636 17.13636364],0
p2,1,0.173274,1.85439,[52 10] ; [17  7],[49.74418605 12.25581395] ; [19.25581395  4.74418605],0
n3,1,0.1847,1.759398,[11  2] ; [8 5],[9.5 3.5] ; [9.5 3.5],0
b1,1,0.201757,1.629613,[39 23] ; [20  6],[41.56818182 20.43181818] ; [17.43181818  8.56818182],0
p10,1,0.235642,1.406475,[43 19] ; [14 11],[40.62068966 21.37931034] ; [16.37931034  8.62068966],0
d2,1,0.240051,1.380296,[27 34] ; [ 8 18],[24.54022989 36.45977011] ; [10.45977011 15.54022989],0
s6,1,0.261339,1.261649,[39 23] ; [13 13],[36.63636364 25.36363636] ; [15.36363636 10.63636364],0
p9,1,0.305465,1.050181,[45 17] ; [16 10],[42.97727273 19.02272727] ; [18.02272727  7.97727273],0
b4,1,0.305936,1.048139,[36 26] ; [12 14],[33.81818182 28.18181818] ; [14.18181818 11.81818182],0
v2,1,0.342487,0.901099,[30 26] ; [11 15],[28. 28.] ; [13. 13.],0
a1,1,0.358753,0.842255,[ 2 60] ; [ 2 24],[ 2.81818182 59.18181818] ; [ 1.18181818 24.81818182],0
a3,1,0.367885,0.810795,[42 20] ; [15 11],[40.15909091 21.84090909] ; [16.84090909  9.15909091],0
s2,1,0.377357,0.779294,[22 39] ; [12 14],[23.83908046 37.16091954] ; [10.16091954 15.83908046],0
n5,1,0.385992,0.751531,[29 32] ; [15 11],[30.85057471 30.14942529] ; [13.14942529 12.85057471],0
s4,1,0.440711,0.594431,[10 52] ; [ 6 20],[11.27272727 50.72727273] ; [ 4.72727273 21.27272727],0
p12,1,0.501385,0.452004,[ 1 61] ; [ 1 24],[ 1.42528736 60.57471264] ; [ 0.57471264 24.42528736],0
s7,1,0.552953,0.352054,[23 34] ; [ 8 16],[21.81481481 35.18518519] ; [ 9.18518519 14.81481481],0
v1,1,0.570241,0.32228,[26 35] ; [ 9 16],[24.8255814 36.1744186] ; [10.1744186 14.8255814],0
n2,1,0.618757,0.247619,[11  2] ; [10  3],[10.5  2.5] ; [10.5  2.5],0
p6,1,0.716716,0.131661,[20 40] ; [ 9 15],[20.71428571 39.28571429] ; [ 8.28571429 15.71428571],0
n1,1,0.748233,0.103022,[3 9] ; [4 9],[3.36 8.64] ; [3.64 9.36],0
n4,1,0.782231,0.076404,[33 29] ; [13 13],[32.40909091 29.59090909] ; [13.59090909 12.40909091],0
s5,1,0.792052,0.06951,[14 48] ; [ 5 20],[13.54022989 48.45977011] ; [ 5.45977011 19.54022989],0
p5,1,0.796468,0.066523,[ 4 58] ; [ 2 23],[ 4.27586207 57.72413793] ; [ 1.72413793 23.27586207],0
s3,1,0.817393,0.053315,[33 27] ; [15 11],[33.48837209 26.51162791] ; [14.51162791 11.48837209],0
s1,1,0.848343,0.03657,[ 4 57] ; [ 2 24],[ 4.20689655 56.79310345] ; [ 1.79310345 24.20689655],0
a8,1,0.886187,0.020487,[ 6 49] ; [ 3 22],[ 6.1875 48.8125] ; [ 2.8125 22.1875],0
u2,1,0.902425,0.01503,[16  4] ; [9 2],[16.12903226  3.87096774] ; [8.87096774 2.12903226],0
b5,1,0.937974,0.006055,[40 22] ; [17  9],[40.15909091 21.84090909] ; [16.84090909  9.15909091],0
