Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.0,39.79341,[56  6] ; [ 6 20],[43.68181818 18.31818182] ; [18.31818182  7.68181818],1
v4,1,3e-05,17.444453,[60  1] ; [17  8],[54.61627907  6.38372093] ; [22.38372093  2.61627907],1
r2,1,3.7e-05,16.998735,[56  6] ; [12 12],[49.02325581 12.97674419] ; [18.97674419  5.02325581],1
r3,1,3.8e-05,16.960699,[61  1] ; [18  8],[55.65909091  6.34090909] ; [23.34090909  2.65909091],1
a5,1,0.004273,8.164085,[44 18] ; [10 16],[38.04545455 23.95454545] ; [15.95454545 10.04545455],0
p3,1,0.006069,7.529772,[35 27] ; [ 6 19],[29.2183908 32.7816092] ; [11.7816092 13.2183908],0
d1,1,0.016614,5.736684,[34 28] ; [ 7 19],[28.88636364 33.11363636] ; [12.11363636 13.88636364],0
v3,1,0.018269,5.570137,[18 39] ; [ 2 24],[13.73493976 43.26506024] ; [ 6.26506024 19.73493976],0
u3,1,0.019679,5.440123,[15  4] ; [4 7],[12.03333333  6.96666667] ; [6.96666667 4.03333333],0
d3,1,0.021003,5.32657,[43 18] ; [11 14],[38.30232558 22.69767442] ; [15.69767442  9.30232558],0
a2,1,0.023951,5.098153,[15 47] ; [ 1 25],[11.27272727 50.72727273] ; [ 4.72727273 21.27272727],0
a7,1,0.027262,4.874158,[44 18] ; [12 14],[39.45454545 22.54545455] ; [16.54545455  9.45454545],0
s8,1,0.041918,4.138503,[26 36] ; [ 5 21],[21.84090909 40.15909091] ; [ 9.15909091 16.84090909],0
d5,1,0.044883,4.023025,[48 13] ; [15 11],[44.17241379 16.82758621] ; [18.82758621  7.17241379],0
a6,1,0.097697,2.742749,[44 17] ; [14 12],[40.66666667 20.33333333] ; [17.33333333  8.66666667],0
p11,1,0.125666,2.34524,[46 16] ; [15 11],[42.97727273 19.02272727] ; [18.02272727  7.97727273],0
b3,1,0.132067,2.268032,[ 9 29] ; [ 1 15],[ 7.03703704 30.96296296] ; [ 2.96296296 13.03703704],0
b2,1,0.132067,2.268032,[ 9 29] ; [ 1 15],[ 7.03703704 30.96296296] ; [ 2.96296296 13.03703704],0
p8,1,0.132355,2.264658,[37 25] ; [10 14],[33.88372093 28.11627907] ; [13.11627907 10.88372093],0
d4,1,0.150868,2.063455,[46 14] ; [16 10],[43.25581395 16.74418605] ; [18.74418605  7.25581395],0
p4,1,0.155123,2.021139,[40 22] ; [12 13],[37.05747126 24.94252874] ; [14.94252874 10.05747126],0
