Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,0.0,31.301114,[ 8 22] ; [75 17],[20.40983607  9.59016393] ; [62.59016393 29.40983607],1
p9,1,2e-06,22.245574,[ 9 18] ; [72 17],[18.85344828  8.14655172] ; [62.14655172 26.85344828],1
p11,1,3e-06,22.056913,[ 7 23] ; [66 26],[17.95081967 12.04918033] ; [55.04918033 36.95081967],1
p10,1,5e-06,20.828786,[ 7 22] ; [64 25],[17.44915254 11.55084746] ; [53.55084746 35.44915254],1
v4,1,1.4e-05,18.877797,[14 16] ; [78 13],[22.80991736  7.19008264] ; [69.19008264 21.80991736],1
b5,1,0.001303,10.338638,[11 19] ; [64 28],[18.44262295 11.55737705] ; [56.55737705 35.44262295],0
a1,1,0.00232,9.277132,[ 6 24] ; [ 3 89],[ 2.21311475 27.78688525] ; [ 6.78688525 85.21311475],0
a7,1,0.002506,9.136234,[10 20] ; [59 32],[17.10743802 12.89256198] ; [51.89256198 39.10743802],0
s6,1,0.003553,8.49898,[ 5 25] ; [42 48],[11.75 18.25] ; [35.25 54.75],0
p2,1,0.003606,8.47216,[10 20] ; [58 33],[16.85950413 13.14049587] ; [51.14049587 39.85950413],0
n2,1,0.003834,8.360633,[4 8] ; [29  8],[8.08163265 3.91836735] ; [24.91836735 12.08163265],0
s2,1,0.003973,8.29602,[ 3 27] ; [35 57],[ 9.3442623 20.6557377] ; [28.6557377 63.3442623],0
d4,1,0.006811,7.322277,[13 17] ; [65 27],[19.18032787 10.81967213] ; [58.81967213 33.18032787],0
b1,1,0.006811,7.322277,[17 13] ; [27 65],[10.81967213 19.18032787] ; [33.18032787 58.81967213],0
v2,1,0.011131,6.444261,[ 4 25] ; [35 54],[ 9.58474576 19.41525424] ; [29.41525424 59.58474576],0
s8,1,0.012328,6.263029,[ 1 29] ; [22 70],[ 5.6557377 24.3442623] ; [17.3442623 74.6557377],0
p8,1,0.013184,6.144201,[ 3 27] ; [30 60],[ 8.25 21.75] ; [24.75 65.25],0
s3,1,0.016574,5.740952,[ 6 23] ; [42 50],[11.50413223 17.49586777] ; [36.49586777 55.50413223],0
d5,1,0.018857,5.514736,[14 16] ; [64 27],[19.33884298 10.66115702] ; [58.66115702 32.33884298],0
r2,1,0.018964,5.504842,[18 11] ; [73 15],[22.55555556  6.44444444] ; [68.44444444 19.55555556],0
d3,1,0.020325,5.38376,[ 9 21] ; [49 41],[14.5 15.5] ; [43.5 46.5],0
n3,1,0.02249,5.20746,[4 8] ; [26 11],[7.34693878 4.65306122] ; [22.65306122 14.34693878],0
p7,1,0.022638,5.196047,[ 5 24] ; [36 53],[10.07627119 18.92372881] ; [30.92372881 58.07627119],0
p6,1,0.092567,2.829148,[ 2 27] ; [18 70],[ 4.95726496 24.04273504] ; [15.04273504 72.95726496],0
d2,1,0.111633,2.530953,[15 14] ; [32 59],[11.35833333 17.64166667] ; [35.64166667 55.35833333],0
s7,1,0.12118,2.402001,[ 4 24] ; [26 64],[ 7.11864407 20.88135593] ; [22.88135593 67.11864407],0
b3,1,0.140194,2.175831,[10  9] ; [17 34],[ 7.32857143 11.67142857] ; [19.67142857 31.32857143],0
b2,1,0.140194,2.175831,[10  9] ; [17 34],[ 7.32857143 11.67142857] ; [19.67142857 31.32857143],0
v3,1,0.144176,2.13281,[ 5 25] ; [27 62],[ 8.06722689 21.93277311] ; [23.93277311 65.06722689],0
d1,1,0.170138,1.881731,[ 7 23] ; [34 58],[10.08196721 19.91803279] ; [30.91803279 61.08196721],0
b4,1,0.205686,1.601536,[15 15] ; [58 34],[17.95081967 12.04918033] ; [55.04918033 36.95081967],0
a6,1,0.208652,1.580758,[13 17] ; [52 40],[15.98360656 14.01639344] ; [49.01639344 42.98360656],0
p3,1,0.252994,1.306697,[ 4 26] ; [21 70],[ 6.19834711 23.80165289] ; [18.80165289 72.19834711],0
n5,1,0.269228,1.220677,[21  9] ; [54 38],[18.44262295 11.55737705] ; [56.55737705 35.44262295],0
s5,1,0.360768,0.835218,[ 4 26] ; [18 68],[ 5.68965517 24.31034483] ; [16.31034483 69.68965517],0
a3,1,0.371693,0.797997,[14 16] ; [51 40],[16.11570248 13.88429752] ; [48.88429752 42.11570248],0
a8,1,0.390497,0.737394,[ 1 28] ; [ 7 79],[ 2.0173913 26.9826087] ; [ 5.9826087 80.0173913],0
p1,1,0.413152,0.669713,[ 5 25] ; [10 81],[ 3.71900826 26.28099174] ; [11.28099174 79.71900826],0
v1,1,0.42307,0.641772,[ 7 23] ; [27 60],[ 8.71794872 21.28205128] ; [25.28205128 61.71794872],0
a2,1,0.502049,0.450602,[ 2 28] ; [10 82],[ 2.95081967 27.04918033] ; [ 9.04918033 82.95081967],0
u3,1,0.504436,0.445591,[ 4 12] ; [14 27],[ 5.05263158 10.94736842] ; [12.94736842 28.05263158],0
n4,1,0.511275,0.431457,[19 11] ; [52 40],[17.45901639 12.54098361] ; [53.54098361 38.45901639],0
a5,1,0.519447,0.414991,[12 18] ; [43 49],[13.52459016 16.47540984] ; [41.47540984 50.52459016],0
a4,1,0.601917,0.272114,[ 9 20] ; [24 68],[ 7.90909091 21.09090909] ; [25.09090909 66.90909091],0
s4,1,0.658059,0.19589,[ 6 24] ; [22 70],[ 6.8852459 23.1147541] ; [21.1147541 70.8852459],0
p12,1,0.728686,0.120321,[ 1 29] ; [ 2 89],[ 0.74380165 29.25619835] ; [ 2.25619835 88.74380165],0
n1,1,0.851251,0.035165,[3 9] ; [10 26],[3.25 8.75] ; [ 9.75 26.25],0
u2,1,0.862612,0.029947,[ 6 10] ; [16 24],[6.28571429 9.71428571] ; [15.71428571 24.28571429],0
s1,1,0.992235,9.5e-05,[ 1 29] ; [ 3 88],[ 0.99173554 29.00826446] ; [ 3.00826446 87.99173554],0
