Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,2.5e-05,17.798016,[35 20] ; [ 8 32],[24.89473684 30.10526316] ; [18.10526316 21.89473684],1
p5,1,0.001098,10.653959,[15 38] ; [ 1 39],[ 9.11827957 43.88172043] ; [ 6.88172043 33.11827957],0
p8,1,0.001106,10.640469,[39 16] ; [14 24],[31.34408602 23.65591398] ; [21.65591398 16.34408602],0
p2,1,0.007598,7.1259,[51  4] ; [29 11],[46.31578947  8.68421053] ; [33.68421053  6.31578947],0
n5,1,0.009793,6.672208,[46  9] ; [24 16],[40.52631579 14.47368421] ; [29.47368421 10.52631579],0
p7,1,0.013341,6.123356,[41 12] ; [20 18],[35.52747253 17.47252747] ; [25.47252747 12.52747253],0
s4,1,0.032854,4.553377,[11 44] ; [16 24],[15.63157895 39.36842105] ; [11.36842105 28.63157895],0
p6,1,0.045786,3.989442,[28 26] ; [11 25],[23.4 30.6] ; [15.6 20.4],0
a7,1,0.126691,2.332589,[33 22] ; [30 10],[36.47368421 18.52631579] ; [26.52631579 13.47368421],0
v1,1,0.135782,2.225121,[30 24] ; [16 24],[26.42553191 27.57446809] ; [19.57446809 20.42553191],0
n4,1,0.143385,2.141252,[42 13] ; [25 15],[38.78947368 16.21052632] ; [28.21052632 11.78947368],0
u3,1,0.182422,1.777778,[13 11] ; [12  4],[15.  9.] ; [10.  6.],0
n2,1,0.1847,1.759398,[8 5] ; [11  2],[9.5 3.5] ; [9.5 3.5],0
n6,1,0.188667,1.727992,[46  9] ; [29 11],[43.42105263 11.57894737] ; [31.57894737  8.42105263],0
v2,1,0.19162,1.705119,[21 33] ; [20 18],[24.06521739 29.93478261] ; [16.93478261 21.06521739],0
r3,1,0.195781,1.673568,[53  2] ; [35  4],[51.4893617  3.5106383] ; [36.5106383  2.4893617],0
p12,1,0.303682,1.057955,[ 4 51] ; [ 1 39],[ 2.89473684 52.10526316] ; [ 2.10526316 37.89473684],0
v3,1,0.326201,0.963919,[24 28] ; [14 25],[21.71428571 30.28571429] ; [16.28571429 22.71428571],0
p10,1,0.34798,0.880809,[45 10] ; [28 10],[43.17204301 11.82795699] ; [29.82795699  8.17204301],0
a8,1,0.394306,0.725621,[ 7 43] ; [ 3 34],[ 5.74712644 44.25287356] ; [ 4.25287356 32.74712644],0
s1,1,0.396489,0.71895,[ 3 51] ; [ 4 35],[ 4.06451613 49.93548387] ; [ 2.93548387 36.06451613],0
a4,1,0.402447,0.701004,[12 43] ; [ 6 34],[10.42105263 44.57894737] ; [ 7.57894737 32.42105263],0
u2,1,0.405033,0.693333,[16  8] ; [8 7],[14.76923077  9.23076923] ; [9.23076923 5.76923077],0
b3,1,0.4158,0.662155,[10 25] ; [10 16],[11.47540984 23.52459016] ; [ 8.52459016 17.47540984],0
b2,1,0.4158,0.662155,[10 25] ; [10 16],[11.47540984 23.52459016] ; [ 8.52459016 17.47540984],0
d2,1,0.420926,0.647727,[10 45] ; [10 30],[11.57894737 43.42105263] ; [ 8.42105263 31.57894737],0
n3,1,0.431401,0.619048,[6 7] ; [8 5],[7. 6.] ; [7. 6.],0
p11,1,0.45223,0.565056,[41 14] ; [27 13],[39.36842105 15.63157895] ; [28.63157895 11.36842105],0
r1,1,0.45223,0.565056,[41 14] ; [27 13],[39.36842105 15.63157895] ; [28.63157895 11.36842105],0
r2,1,0.456192,0.555222,[49  5] ; [37  2],[49.93548387  4.06451613] ; [36.06451613  2.93548387],0
r4,1,0.483061,0.491945,[47  8] ; [32  8],[45.73684211  9.26315789] ; [33.26315789  6.73684211],0
s8,1,0.501034,0.452745,[32 23] ; [26 14],[33.57894737 21.42105263] ; [24.42105263 15.57894737],0
d3,1,0.544796,0.366724,[35 20] ; [23 17],[33.57894737 21.42105263] ; [24.42105263 15.57894737],0
d1,1,0.586335,0.296104,[19 36] ; [16 24],[20.26315789 34.73684211] ; [14.73684211 25.26315789],0
s3,1,0.597102,0.279389,[40 15] ; [31  9],[41.10526316 13.89473684] ; [29.89473684 10.10526316],0
b1,1,0.619907,0.245998,[22 33] ; [14 26],[20.84210526 34.15789474] ; [15.15789474 24.84210526],0
d5,1,0.6237,0.240701,[41 14] ; [28 12],[39.94736842 15.05263158] ; [29.05263158 10.94736842],0
a6,1,0.661324,0.191919,[25 30] ; [20 20],[26.05263158 28.94736842] ; [18.94736842 21.05263158],0
s5,1,0.663264,0.189583,[21 31] ; [14 25],[20. 32.] ; [15. 24.],0
