Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,2.5e-05,17.798016,[35 20] ; [ 8 32],[24.89473684 30.10526316] ; [18.10526316 21.89473684],1
p9,1,0.67077,0.180703,[44 11] ; [29  9],[43.17204301 11.82795699] ; [29.82795699  8.17204301],0
b4,1,0.671438,0.179924,[34 21] ; [23 17],[33. 22.] ; [24. 16.],0
s6,1,0.753147,0.098906,[42 12] ; [30 10],[41.36170213 12.63829787] ; [30.63829787  9.36170213],0
s2,1,0.777677,0.07972,[37 18] ; [28 12],[37.63157895 17.36842105] ; [27.36842105 12.63157895],0
b5,1,0.792845,0.068968,[29 26] ; [20 20],[28.36842105 26.63157895] ; [20.63157895 19.36842105],0
a3,1,0.800857,0.063624,[31 23] ; [24 16],[31.59574468 22.40425532] ; [23.40425532 16.59574468],0
u1,1,0.921965,0.009596,[ 3 52] ; [ 2 38],[ 2.89473684 52.10526316] ; [ 2.10526316 37.89473684],0
d4,1,0.936976,0.006252,[43 12] ; [31  9],[42.84210526 12.15789474] ; [31.15789474  8.84210526],0
p1,1,0.950795,0.003808,[ 8 47] ; [ 6 34],[ 8.10526316 46.89473684] ; [ 5.89473684 34.10526316],0
n1,1,1.0,0.0,[6 7] ; [6 7],[6. 7.] ; [6. 7.],0
