Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.016942,5.702352,[18  5] ; [5 8],[14.69444444  8.30555556] ; [8.30555556 4.69444444],0
a6,1,0.029132,4.759767,[14  9] ; [ 3 10],[10.86111111 12.13888889] ; [6.13888889 6.86111111],0
v1,1,0.02964,4.730053,[12 11] ; [ 2 11],[ 8.94444444 14.05555556] ; [5.05555556 7.94444444],0
r4,1,0.030197,4.698025,[21  2] ; [8 5],[18.52777778  4.47222222] ; [10.47222222  2.52777778],0
n5,1,0.046743,3.954606,[15  8] ; [4 9],[12.13888889 10.86111111] ; [6.86111111 6.13888889],0
d1,1,0.051596,3.788817,[11 12] ; [ 2 11],[ 8.30555556 14.69444444] ; [4.69444444 8.30555556],0
v2,1,0.052413,3.762542,[13 10] ; [ 3 10],[10.22222222 12.77777778] ; [5.77777778 7.22222222],0
p2,1,0.07807,3.104634,[20  3] ; [8 5],[17.88888889  5.11111111] ; [10.11111111  2.88888889],0
a5,1,0.088961,2.893072,[12 11] ; [ 3 10],[ 9.58333333 13.41666667] ; [5.41666667 7.58333333],0
a8,1,0.107227,2.594628,[ 1 20] ; [ 3 10],[ 2.47058824 18.52941176] ; [ 1.52941176 11.47058824],0
s4,1,0.114295,2.493808,[ 2 19] ; [4 9],[ 3.70588235 17.29411765] ; [ 2.29411765 10.70588235],0
s3,1,0.120714,2.408027,[15  8] ; [5 8],[12.77777778 10.22222222] ; [7.22222222 5.77777778],0
n6,1,0.126645,2.333159,[18  5] ; [7 6],[15.97222222  7.02777778] ; [9.02777778 3.97222222],0
s8,1,0.174196,1.846454,[ 9 14] ; [ 2 10],[ 7.22857143 15.77142857] ; [3.77142857 8.22857143],0
r1,1,0.219901,1.505017,[17  6] ; [7 6],[15.33333333  7.66666667] ; [8.66666667 4.33333333],0
r2,1,0.230744,1.436271,[21  2] ; [10  3],[19.80555556  3.19444444] ; [11.19444444  1.80555556],0
b3,1,0.241567,1.371429,[8 8] ; [2 6],[6.66666667 9.33333333] ; [3.33333333 4.66666667],0
b2,1,0.241567,1.371429,[8 8] ; [2 6],[6.66666667 9.33333333] ; [3.33333333 4.66666667],0
v4,1,0.249801,1.324415,[22  1] ; [11  2],[21.08333333  1.91666667] ; [11.91666667  1.08333333],0
d5,1,0.265114,1.241854,[15  8] ; [6 7],[13.41666667  9.58333333] ; [7.58333333 5.41666667],0
s7,1,0.274748,1.192886,[10 10] ; [4 9],[ 8.48484848 11.51515152] ; [5.51515152 7.48484848],0
b4,1,0.297891,1.083612,[13 10] ; [5 8],[11.5 11.5] ; [6.5 6.5],0
p8,1,0.318725,0.994171,[12 11] ; [9 4],[13.41666667  9.58333333] ; [7.58333333 5.41666667],0
b1,1,0.326379,0.963211,[14  9] ; [10  3],[15.33333333  7.66666667] ; [8.66666667 4.33333333],0
p10,1,0.391504,0.734266,[ 4 18] ; [4 9],[ 5.02857143 16.97142857] ; [ 2.97142857 10.02857143],0
u2,1,0.456057,0.555556,[8 4] ; [4 4],[7.2 4.8] ; [4.8 3.2],0
s5,1,0.547045,0.362637,[ 4 18] ; [3 8],[ 4.66666667 17.33333333] ; [2.33333333 8.66666667],0
a4,1,0.58018,0.305944,[ 7 15] ; [ 3 10],[ 6.28571429 15.71428571] ; [3.71428571 9.28571429],0
u3,1,0.581989,0.30303,[6 6] ; [3 5],[5.4 6.6] ; [3.6 4.4],0
a3,1,0.587045,0.294983,[11 12] ; [5 8],[10.22222222 12.77777778] ; [5.77777778 7.22222222],0
d4,1,0.623627,0.240803,[16  7] ; [8 5],[15.33333333  7.66666667] ; [8.66666667 4.33333333],0
p4,1,0.681393,0.168562,[14  9] ; [7 6],[13.41666667  9.58333333] ; [7.58333333 5.41666667],0
p11,1,0.681393,0.168562,[14  9] ; [7 6],[13.41666667  9.58333333] ; [7.58333333 5.41666667],0
s6,1,0.713146,0.135154,[13 10] ; [6 6],[12.48571429 10.51428571] ; [6.51428571 5.48571429],0
s1,1,0.724159,0.124542,[ 1 20] ; [ 1 12],[ 1.23529412 19.76470588] ; [ 0.76470588 12.23529412],0
n1,1,0.740144,0.11,[3 2] ; [3 3],[2.72727273 2.27272727] ; [3.27272727 2.72727273],0
d2,1,0.769324,0.086001,[10 13] ; [5 8],[ 9.58333333 13.41666667] ; [5.41666667 7.58333333],0
p3,1,0.769324,0.086001,[10 13] ; [5 8],[ 9.58333333 13.41666667] ; [5.41666667 7.58333333],0
a7,1,0.825298,0.048724,[15  8] ; [8 5],[14.69444444  8.30555556] ; [8.30555556 4.69444444],0
s2,1,0.876681,0.02408,[10 13] ; [6 7],[10.22222222 12.77777778] ; [5.77777778 7.22222222],0
r3,1,0.916676,0.010946,[21  2] ; [12  1],[21.08333333  1.91666667] ; [11.91666667  1.08333333],0
b5,1,0.968457,0.001564,[14  9] ; [8 5],[14.05555556  8.94444444] ; [7.94444444 5.05555556],0
n2,1,1.0,0.0,[5 1] ; [5 1],[5. 1.] ; [5. 1.],0
