Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,7.4e-05,15.710594,[2 3] ; [84  6],[4.52631579 0.47368421] ; [81.47368421  8.52631579],1
r4,1,7.4e-05,15.710594,[2 3] ; [84  6],[4.52631579 0.47368421] ; [81.47368421  8.52631579],1
a7,1,0.006689,7.354763,[1 4] ; [68 22],[3.63157895 1.36842105] ; [65.36842105 24.63157895],0
p8,1,0.021599,5.277778,[2 3] ; [74 16],[4. 1.] ; [72. 18.],0
p3,1,0.047005,3.945205,[2 3] ; [70 19],[3.82978723 1.17021277] ; [68.17021277 20.82978723],0
v3,1,0.080127,3.062318,[1 4] ; [52 35],[2.88043478 2.11956522] ; [50.11956522 36.88043478],0
s2,1,0.097813,2.740841,[1 4] ; [52 38],[2.78947368 2.21052632] ; [50.21052632 39.78947368],0
v1,1,0.121658,2.39585,[2 3] ; [63 24],[3.5326087 1.4673913] ; [61.4673913 25.5326087],0
s7,1,0.151058,2.061534,[2 3] ; [60 25],[3.44444444 1.55555556] ; [58.55555556 26.44444444],0
d3,1,0.208086,1.584696,[2 3] ; [60 29],[3.29787234 1.70212766] ; [58.70212766 30.29787234],0
a6,1,0.230712,1.436467,[2 3] ; [59 30],[3.24468085 1.75531915] ; [57.75531915 31.24468085],0
r3,1,0.266676,1.233766,[4 1] ; [84  6],[4.63157895 0.36842105] ; [83.36842105  6.63157895],0
d1,1,0.270068,1.216402,[2 3] ; [58 32],[3.15789474 1.84210526] ; [56.84210526 33.15789474],0
n6,1,0.271846,1.207409,[4 1] ; [83  6],[4.62765957 0.37234043] ; [82.37234043  6.62765957],0
v2,1,0.325472,0.966831,[2 3] ; [54 33],[3.04347826 1.95652174] ; [52.95652174 34.04347826],0
b4,1,0.348303,0.87963,[4 1] ; [53 37],[3. 2.] ; [54. 36.],0
s8,1,0.359346,0.840179,[2 3] ; [54 35],[2.9787234 2.0212766] ; [53.0212766 35.9787234],0
s3,1,0.387942,0.745382,[2 3] ; [53 36],[2.92553191 2.07446809] ; [52.07446809 36.92553191],0
p11,1,0.408939,0.681883,[4 1] ; [82  8],[4.52631579 0.47368421] ; [81.47368421  8.52631579],0
b5,1,0.496397,0.462632,[3 2] ; [40 50],[2.26315789 2.73684211] ; [40.73684211 49.26315789],0
n5,1,0.545434,0.36556,[4 1] ; [80 10],[4.42105263 0.57894737] ; [79.57894737 10.42105263],0
p6,1,0.601791,0.272303,[2 2] ; [56 33],[2.49462366 1.50537634] ; [55.50537634 33.49462366],0
p4,1,0.618374,0.248159,[4 1] ; [78 11],[4.36170213 0.63829787] ; [77.63829787 11.36170213],0
p12,1,0.622859,0.24187,[1 4] ; [27 62],[1.4893617 3.5106383] ; [26.5106383 62.4893617],0
a8,1,0.678448,0.171878,[1 4] ; [11 71],[0.68965517 4.31034483] ; [11.31034483 70.68965517],0
p1,1,0.741776,0.108571,[1 4] ; [24 66],[1.31578947 3.68421053] ; [23.68421053 66.31578947],0
s5,1,0.774095,0.082382,[3 2] ; [55 28],[3.29545455 1.70454545] ; [54.70454545 28.29545455],0
a4,1,0.845573,0.037936,[2 3] ; [40 50],[2.21052632 2.78947368] ; [39.78947368 50.21052632],0
a3,1,0.907213,0.013585,[4 1] ; [70 20],[3.89473684 1.10526316] ; [70.10526316 19.89473684],0
s6,1,0.947923,0.004266,[4 1] ; [69 16],[4.05555556 0.94444444] ; [68.94444444 16.05555556],0
r1,1,0.950795,0.003808,[4 1] ; [73 17],[4.05263158 0.94736842] ; [72.94736842 17.05263158],0
b2,1,0.95163,0.00368,[2 2] ; [31 33],[1.94117647 2.05882353] ; [31.05882353 32.94117647],0
b3,1,0.95163,0.00368,[2 2] ; [31 33],[1.94117647 2.05882353] ; [31.05882353 32.94117647],0
a5,1,0.9527,0.003519,[4 1] ; [71 19],[3.94736842 1.05263158] ; [71.05263158 18.94736842],0
b1,1,0.960793,0.002417,[2 3] ; [37 53],[2.05263158 2.94736842] ; [36.94736842 53.05263158],0
p7,1,0.979894,0.000635,[4 1] ; [70 17],[4.02173913 0.97826087] ; [69.97826087 17.02173913],0
d5,1,0.990286,0.000148,[4 1] ; [71 18],[3.9893617 1.0106383] ; [71.0106383 17.9893617],0
a2,1,1.0,0.0,[1 4] ; [18 72],[1. 4.] ; [18. 72.],0
