Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,36.283385,[ 8 41] ; [61 26],[24.86029412 24.13970588] ; [44.13970588 42.86029412],1
p6,1,1e-06,23.384155,[ 8 41] ; [52 36],[21.45985401 27.54014599] ; [38.54014599 49.45985401],1
p2,1,6.5e-05,15.964092,[29 20] ; [78 10],[38.27007299 10.72992701] ; [68.72992701 19.27007299],1
p3,1,7.2e-05,15.753182,[15 34] ; [58 30],[26.10948905 22.89051095] ; [46.89051095 41.10948905],1
p4,1,0.000133,14.596518,[20 29] ; [65 23],[30.40145985 18.59854015] ; [54.59854015 33.40145985],1
s7,1,0.006247,7.477719,[20 27] ; [57 28],[27.41666667 19.58333333] ; [49.58333333 35.41666667],0
p10,1,0.010739,6.507999,[35 13] ; [79  9],[40.23529412  7.76470588] ; [73.76470588 14.23529412],0
d5,1,0.021322,5.300296,[35 14] ; [76 11],[39.99264706  9.00735294] ; [71.00735294 15.99264706],0
s8,1,0.022549,5.202927,[19 30] ; [52 36],[25.39416058 23.60583942] ; [45.60583942 42.39416058],0
p5,1,0.026434,4.927388,[ 1 48] ; [12 76],[ 4.64963504 44.35036496] ; [ 8.35036496 79.64963504],0
v3,1,0.033149,4.538085,[10 38] ; [33 52],[15.51879699 32.48120301] ; [27.48120301 57.51879699],0
n5,1,0.044533,4.036238,[28 21] ; [65 23],[33.26277372 15.73722628] ; [59.73722628 28.26277372],0
p9,1,0.055237,3.674923,[38  9] ; [81  7],[41.42962963  5.57037037] ; [77.57037037 10.42962963],0
s5,1,0.057637,3.604119,[18 24] ; [51 33],[23. 19.] ; [46. 38.],0
p11,1,0.065769,3.385572,[30 19] ; [67 21],[34.69343066 14.30656934] ; [62.30656934 25.69343066],0
b5,1,0.069693,3.29023,[35 14] ; [49 39],[30.04379562 18.95620438] ; [53.95620438 34.04379562],0
p1,1,0.076776,3.131865,[ 2 47] ; [12 76],[ 5.00729927 43.99270073] ; [ 8.99270073 79.00729927],0
a7,1,0.110139,2.552226,[38 11] ; [56 31],[33.86764706 15.13235294] ; [60.13235294 26.86764706],0
d1,1,0.115502,2.477278,[25 24] ; [57 31],[29.32846715 19.67153285] ; [52.67153285 35.32846715],0
n3,1,0.126787,2.331414,[11  5] ; [17  2],[12.8  3.2] ; [15.2  3.8],0
s6,1,0.154286,2.029354,[37  9] ; [76  9],[39.67938931  6.32061069] ; [73.32061069 11.67938931],0
b1,1,0.189831,1.718927,[14 35] ; [35 53],[17.52554745 31.47445255] ; [31.47445255 56.52554745],0
