Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.000937,10.949059,[38 35] ; [ 5 25],[30.47572816 42.52427184] ; [12.52427184 17.47572816],1
d1,1,0.002948,8.839526,[43 30] ; [ 8 22],[36.14563107 36.85436893] ; [14.85436893 15.14563107],0
a6,1,0.003336,8.614008,[49 23] ; [11 19],[42.35294118 29.64705882] ; [17.64705882 12.35294118],0
a3,1,0.003406,8.576359,[58 14] ; [15 14],[52.03960396 19.96039604] ; [20.96039604  8.03960396],0
n4,1,0.005677,7.65,[54 18] ; [14 16],[48. 24.] ; [20. 10.],0
b3,1,0.008665,6.890655,[24 21] ; [ 4 17],[19.09090909 25.90909091] ; [ 8.90909091 12.09090909],0
b2,1,0.008665,6.890655,[24 21] ; [ 4 17],[19.09090909 25.90909091] ; [ 8.90909091 12.09090909],0
s8,1,0.009116,6.8,[42 30] ; [ 9 21],[36. 36.] ; [15. 15.],0
d2,1,0.011091,6.450747,[43 30] ; [ 9 20],[37.21568627 35.78431373] ; [14.78431373 14.21568627],0
p3,1,0.032024,4.59721,[25 48] ; [ 4 26],[20.55339806 52.44660194] ; [ 8.44660194 21.55339806],0
d5,1,0.039689,4.231115,[60 13] ; [19 11],[55.99029126 17.00970874] ; [23.00970874  6.99029126],0
r1,1,0.057324,3.613174,[61 12] ; [20 10],[57.40776699 15.59223301] ; [23.59223301  6.40776699],0
d4,1,0.062164,3.478696,[64  9] ; [21  8],[60.83333333 12.16666667] ; [24.16666667  4.83333333],0
r4,1,0.064417,3.419858,[66  7] ; [23  7],[63.0776699  9.9223301] ; [25.9223301  4.0776699],0
v1,1,0.071902,3.239063,[41 30] ; [11 18],[36.92 34.08] ; [15.08 13.92],0
n5,1,0.072242,3.231324,[51 20] ; [16 14],[47.0990099 23.9009901] ; [19.9009901 10.0990099],0
n6,1,0.085941,2.948805,[62  9] ; [22  8],[59.04950495 11.95049505] ; [24.95049505  5.04950495],0
s6,1,0.094573,2.794755,[60 11] ; [21  9],[56.94059406 14.05940594] ; [24.05940594  5.94059406],0
v3,1,0.097693,2.742812,[24 47] ; [ 5 24],[20.59 50.41] ; [ 8.41 20.59],0
v2,1,0.101864,2.676116,[41 28] ; [12 17],[37.31632653 31.68367347] ; [15.68367347 13.31632653],0
b5,1,0.116117,2.468927,[44 29] ; [13 17],[40.39805825 32.60194175] ; [16.60194175 13.39805825],0
r2,1,0.159387,1.980036,[69  1] ; [28  2],[67.9  2.1] ; [29.1  0.9],0
p1,1,0.163991,1.937036,[ 6 67] ; [ 5 23],[ 7.95049505 65.04950495] ; [ 3.04950495 24.95049505],0
d3,1,0.172429,1.8617,[40 33] ; [12 18],[36.85436893 36.14563107] ; [15.14563107 14.85436893],0
s4,1,0.25672,1.286361,[16 55] ; [10 20],[18.27722772 52.72277228] ; [ 7.72277228 22.27722772],0
s3,1,0.261556,1.260504,[50 20] ; [18 12],[47.6 22.4] ; [20.4  9.6],0
p10,1,0.270598,1.213712,[60 13] ; [21  8],[57.97058824 15.02941176] ; [23.02941176  5.97058824],0
u1,1,0.320238,0.987975,[13 60] ; [ 3 27],[11.33980583 61.66019417] ; [ 4.66019417 25.33980583],0
s7,1,0.342699,0.900309,[41 31] ; [14 16],[38.82352941 33.17647059] ; [16.17647059 13.82352941],0
s1,1,0.348639,0.878405,[ 2 71] ; [ 2 28],[ 2.83495146 70.16504854] ; [ 1.16504854 28.83495146],0
p12,1,0.386809,0.748951,[ 9 63] ; [ 2 28],[ 7.76470588 64.23529412] ; [ 3.23529412 26.76470588],0
p8,1,0.396124,0.720061,[25 45] ; [13 16],[26.86868687 43.13131313] ; [11.13131313 17.86868687],0
v4,1,0.402129,0.70195,[67  4] ; [26  3],[66.03  4.97] ; [26.97  2.03],0
p9,1,0.480638,0.497416,[60 11] ; [22  6],[58.80808081 12.19191919] ; [23.19191919  4.80808081],0
p2,1,0.483186,0.491665,[53 20] ; [23  6],[54.39215686 18.60784314] ; [21.60784314  7.39215686],0
s2,1,0.49091,0.474531,[49 24] ; [18 12],[47.48543689 25.51456311] ; [19.51456311 10.48543689],0
a1,1,0.583253,0.301005,[ 3 70] ; [ 2 28],[ 3.54368932 69.45631068] ; [ 1.45631068 28.54368932],0
p7,1,0.609431,0.261005,[39 29] ; [15 14],[37.8556701 30.1443299] ; [16.1443299 12.8556701],0
n3,1,0.642279,0.215774,[15  5] ; [6 3],[14.48275862  5.51724138] ; [6.51724138 2.48275862],0
a8,1,0.677392,0.173077,[10 54] ; [ 5 21],[10.66666667 53.33333333] ; [ 4.33333333 21.66666667],0
p11,1,0.680542,0.169517,[54 19] ; [21  9],[53.15533981 19.84466019] ; [21.84466019  8.15533981],0
u3,1,0.712547,0.135747,[8 7] ; [9 6],[8.5 6.5] ; [8.5 6.5],0
p6,1,0.715847,0.132507,[15 57] ; [ 7 22],[15.68316832 56.31683168] ; [ 6.31683168 22.68316832],0
r3,1,0.748197,0.103053,[66  6] ; [26  3],[65.58415842  6.41584158] ; [26.41584158  2.58415842],0
n2,1,0.778733,0.078944,[17  3] ; [8 1],[17.24137931  2.75862069] ; [7.75862069 1.24137931],0
u2,1,0.812126,0.056494,[5 9] ; [6 9],[5.31034483 8.68965517] ; [5.68965517 9.31034483],0
n1,1,0.822118,0.050545,[12  8] ; [5 4],[11.72413793  8.27586207] ; [5.27586207 3.72413793],0
b4,1,0.8724,0.025796,[45 28] ; [19 11],[45.3592233 27.6407767] ; [18.6407767 11.3592233],0
b1,1,0.8724,0.025796,[28 45] ; [11 19],[27.6407767 45.3592233] ; [11.3592233 18.6407767],0
a7,1,0.929066,0.007925,[46 27] ; [18 11],[45.80392157 27.19607843] ; [18.19607843 10.80392157],0
