Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,6.5e-05,15.963368,[23 49] ; [32 14],[33.55932203 38.44067797] ; [21.44067797 24.55932203],1
s2,1,0.000153,14.340288,[27 49] ; [35 15],[37.3968254 38.6031746] ; [24.6031746 25.3968254],1
s6,1,0.000163,14.22041,[40 34] ; [44  7],[49.728 24.272] ; [34.272 16.728],1
s3,1,0.000558,11.910154,[32 43] ; [37 13],[41.4 33.6] ; [27.6 22.4],1
u2,1,0.022198,5.230211,[21 23] ; [19  6],[25.50724638 18.49275362] ; [14.49275362 10.50724638],0
p8,1,0.025781,4.970659,[38 37] ; [36 15],[44.04761905 30.95238095] ; [29.95238095 21.04761905],0
p12,1,0.03782,4.3131,[ 2 74] ; [ 6 45],[ 4.78740157 71.21259843] ; [ 3.21259843 47.78740157],0
v3,1,0.091016,2.85631,[23 50] ; [22 25],[27.375 45.625] ; [17.625 29.375],0
n5,1,0.108407,2.577295,[53 23] ; [42  9],[56.8503937 19.1496063] ; [38.1496063 12.8503937],0
n3,1,0.131543,2.274204,[14  4] ; [5 5],[12.21428571  5.78571429] ; [6.78571429 3.21428571],0
p5,1,0.142735,2.148228,[12 64] ; [13 36],[15.2 60.8] ; [ 9.8 39.2],0
b1,1,0.146276,2.110658,[26 50] ; [24 27],[29.92125984 46.07874016] ; [20.07874016 30.92125984],0
p1,1,0.169317,1.88898,[ 6 70] ; [ 8 43],[ 8.37795276 67.62204724] ; [ 5.62204724 45.37795276],0
s1,1,0.186396,1.745876,[ 2 72] ; [ 4 47],[ 3.552 70.448] ; [ 2.448 48.552],0
a4,1,0.208544,1.581505,[19 57] ; [ 8 43],[16.15748031 59.84251969] ; [10.84251969 40.15748031],0
p10,1,0.214282,1.542257,[55 21] ; [41  9],[57.9047619 18.0952381] ; [38.0952381 11.9047619],0
b4,1,0.224838,1.47322,[47 29] ; [26 25],[43.68503937 32.31496063] ; [29.31496063 21.68503937],0
a8,1,0.265416,1.240288,[ 7 63] ; [ 8 39],[ 8.97435897 61.02564103] ; [ 6.02564103 40.97435897],0
a3,1,0.285562,1.140428,[31 44] ; [26 25],[33.92857143 41.07142857] ; [23.07142857 27.92857143],0
d5,1,0.307015,1.043473,[57 19] ; [34 17],[54.45669291 21.54330709] ; [36.54330709 14.45669291],0
r1,1,0.340012,0.910388,[49 27] ; [37 14],[51.46456693 24.53543307] ; [34.53543307 16.46456693],0
u1,1,0.343183,0.898503,[ 1 75] ; [ 2 49],[ 1.79527559 74.20472441] ; [ 1.20472441 49.79527559],0
n2,1,0.365416,0.819195,[13  4] ; [6 4],[11.96296296  5.03703704] ; [7.03703704 2.96296296],0
a7,1,0.376399,0.78243,[50 26] ; [29 21],[47.65079365 28.34920635] ; [31.34920635 18.65079365],0
a6,1,0.402407,0.701123,[43 33] ; [25 26],[40.69291339 35.30708661] ; [27.30708661 23.69291339],0
p6,1,0.41998,0.65037,[32 43] ; [25 25],[34.2 40.8] ; [22.8 27.2],0
u3,1,0.444407,0.584878,[24 20] ; [16  9],[25.50724638 18.49275362] ; [14.49275362 10.50724638],0
d3,1,0.519735,0.414419,[49 27] ; [30 21],[47.27559055 28.72440945] ; [31.72440945 19.27559055],0
r4,1,0.523795,0.406415,[64 12] ; [45  6],[65.22834646 10.77165354] ; [43.77165354  7.22834646],0
p2,1,0.532825,0.389001,[67  9] ; [43  8],[65.82677165 10.17322835] ; [44.17322835  6.82677165],0
d4,1,0.618473,0.24802,[52 24] ; [37 14],[53.25984252 22.74015748] ; [35.74015748 15.25984252],0
p3,1,0.622792,0.241962,[48 28] ; [30 21],[46.67716535 29.32283465] ; [31.32283465 19.67716535],0
r3,1,0.626253,0.237176,[72  3] ; [48  3],[71.42857143  3.57142857] ; [48.57142857  2.42857143],0
v1,1,0.661947,0.191167,[37 37] ; [27 23],[38.19354839 35.80645161] ; [25.80645161 24.19354839],0
n4,1,0.669051,0.182715,[54 22] ; [38 13],[55.05511811 20.94488189] ; [36.94488189 14.05511811],0
d1,1,0.672926,0.178199,[27 49] ; [20 31],[28.12598425 47.87401575] ; [18.87401575 32.12598425],0
s5,1,0.687112,0.16223,[20 54] ; [14 32],[20.96666667 53.03333333] ; [13.03333333 32.96666667],0
p9,1,0.751256,0.100478,[59 17] ; [40 10],[59.71428571 16.28571429] ; [39.28571429 10.71428571],0
s4,1,0.772335,0.083707,[13 61] ; [10 41],[13.616 60.384] ; [ 9.384 41.616],0
b5,1,0.801192,0.063405,[46 30] ; [32 19],[46.67716535 29.32283465] ; [31.32283465 19.67716535],0
a1,1,0.807221,0.059542,[ 2 74] ; [ 1 50],[ 1.79527559 74.20472441] ; [ 1.20472441 49.79527559],0
n6,1,0.807615,0.059294,[63 12] ; [42  9],[62.5 12.5] ; [42.5  8.5],0
n1,1,0.819872,0.051852,[ 8 10] ; [4 6],[ 7.71428571 10.28571429] ; [4.28571429 5.71428571],0
r2,1,0.848541,0.036474,[66 10] ; [44  6],[66.34920635  9.65079365] ; [43.65079365  6.34920635],0
p7,1,0.913912,0.011687,[51 23] ; [34 16],[50.72580645 23.27419355] ; [34.27419355 15.72580645],0
p11,1,0.917168,0.010816,[56 20] ; [38 13],[56.2519685 19.7480315] ; [37.7480315 13.2519685],0
b2,1,0.949459,0.004018,[ 9 31] ; [ 7 25],[ 8.88888889 31.11111111] ; [ 7.11111111 24.88888889],0
b3,1,0.949459,0.004018,[ 9 31] ; [ 7 25],[ 8.88888889 31.11111111] ; [ 7.11111111 24.88888889],0
v2,1,0.973572,0.001097,[33 41] ; [22 27],[33.08943089 40.91056911] ; [21.91056911 27.08943089],0
d2,1,0.983937,0.000405,[18 58] ; [12 39],[17.95275591 58.04724409] ; [12.04724409 38.95275591],0
v4,1,0.988187,0.000219,[73  3] ; [48  2],[72.98412698  3.01587302] ; [48.01587302  1.98412698],0
