Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.02887,4.77534,[19 36] ; [6 2],[21.82539683 33.17460317] ; [3.17460317 4.82539683],0
s8,1,0.09543,2.780312,[30 23] ; [7 1],[32.14754098 20.85245902] ; [4.85245902 3.14754098],0
d2,1,0.106536,2.604861,[24 30] ; [6 2],[26.12903226 27.87096774] ; [3.87096774 4.12903226],0
d1,1,0.110601,2.545608,[32 23] ; [7 1],[34.04761905 20.95238095] ; [4.95238095 3.04761905],0
u1,1,0.180954,1.789773,[ 5 50] ; [2 6],[ 6.11111111 48.88888889] ; [0.88888889 7.11111111],0
d3,1,0.200203,1.640895,[35 19] ; [7 1],[36.58064516 17.41935484] ; [5.41935484 2.58064516],0
b3,1,0.22704,1.459311,[18 19] ; [1 4],[16.73809524 20.26190476] ; [2.26190476 2.73809524],0
b2,1,0.22704,1.459311,[18 19] ; [1 4],[16.73809524 20.26190476] ; [2.26190476 2.73809524],0
v1,1,0.244122,1.356631,[37 18] ; [7 1],[38.41269841 16.58730159] ; [5.58730159 2.41269841],0
n6,1,0.279226,1.170852,[52  2] ; [7 1],[51.38709677  2.61290323] ; [7.61290323 0.38709677],0
p1,1,0.323257,0.975724,[16 39] ; [1 7],[14.84126984 40.15873016] ; [2.15873016 5.84126984],0
a6,1,0.343809,0.896176,[31 23] ; [6 2],[32.22580645 21.77419355] ; [4.77419355 3.22580645],0
p6,1,0.447887,0.575994,[33 21] ; [6 2],[33.96774194 20.03225806] ; [5.03225806 2.96774194],0
a2,1,0.449605,0.571647,[ 8 47] ; [2 6],[ 8.73015873 46.26984127] ; [1.26984127 6.73015873],0
v2,1,0.469332,0.523547,[34 21] ; [6 2],[34.92063492 20.07936508] ; [5.07936508 2.92063492],0
p8,1,0.564747,0.331551,[45  9] ; [6 2],[44.41935484  9.58064516] ; [6.58064516 1.41935484],0
n4,1,0.609308,0.261183,[51  4] ; [7 1],[50.63492063  4.36507937] ; [7.36507937 0.63492063],0
s2,1,0.660875,0.192463,[37 18] ; [6 2],[37.53968254 17.46031746] ; [5.46031746 2.53968254],0
d5,1,0.66498,0.187531,[44 10] ; [6 2],[43.5483871 10.4516129] ; [6.4516129 1.5483871],0
d4,1,0.677513,0.172939,[44 10] ; [7 1],[44.41935484  9.58064516] ; [6.58064516 1.41935484],0
a4,1,0.735027,0.114545,[24 31] ; [4 4],[24.44444444 30.55555556] ; [3.55555556 4.44444444],0
p11,1,0.758906,0.094199,[50  5] ; [7 1],[49.76190476  5.23809524] ; [7.23809524 0.76190476],0
p3,1,0.764023,0.090122,[43 11] ; [6 2],[42.67741935 11.32258065] ; [6.32258065 1.67741935],0
a1,1,0.779924,0.078075,[ 9 46] ; [1 7],[ 8.73015873 46.26984127] ; [1.26984127 6.73015873],0
a5,1,0.779924,0.078075,[46  9] ; [7 1],[46.26984127  8.73015873] ; [6.73015873 1.26984127],0
a7,1,0.81086,0.057273,[39 16] ; [6 2],[39.28571429 15.71428571] ; [5.71428571 2.28571429],0
b1,1,0.816695,0.05373,[23 32] ; [3 5],[22.6984127 32.3015873] ; [3.3015873 4.6984127],0
s7,1,0.860081,0.031071,[36 14] ; [6 2],[36.20689655 13.79310345] ; [5.79310345 2.20689655],0
v3,1,0.869897,0.026827,[36 19] ; [5 3],[35.79365079 19.20634921] ; [5.20634921 2.79365079],0
b4,1,0.869897,0.026827,[36 19] ; [5 3],[35.79365079 19.20634921] ; [5.20634921 2.79365079],0
p12,1,0.892364,0.01831,[15 40] ; [2 6],[14.84126984 40.15873016] ; [2.15873016 5.84126984],0
p2,1,0.893575,0.017898,[49  6] ; [7 1],[48.88888889  6.11111111] ; [7.11111111 0.88888889],0
n5,1,0.893575,0.017898,[49  6] ; [7 1],[48.88888889  6.11111111] ; [7.11111111 0.88888889],0
s3,1,0.898381,0.016309,[35 19] ; [5 3],[34.83870968 19.16129032] ; [5.16129032 2.83870968],0
