Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,77.370769,[ 6 32] ; [81  5],[26.66129032 11.33870968] ; [60.33870968 25.66129032],1
s6,1,3e-06,21.836447,[25 14] ; [84  4],[33.47244094  5.52755906] ; [75.52755906 12.47244094],1
s7,1,1.3e-05,19.028074,[12 27] ; [64 25],[23.15625 15.84375] ; [52.84375 36.15625],1
p9,1,3.7e-05,17.010965,[24 15] ; [79  7],[32.136  6.864] ; [70.864 15.136],1
v4,1,0.001058,10.723038,[32  6] ; [86  1],[35.872  2.128] ; [82.128  4.872],0
s8,1,0.001216,10.466034,[12 27] ; [55 34],[20.4140625 18.5859375] ; [46.5859375 42.4140625],0
n2,1,0.002252,9.332129,[8 8] ; [23  2],[12.09756098  3.90243902] ; [18.90243902  6.09756098],0
r2,1,0.003636,8.457147,[33  5] ; [87  1],[36.19047619  1.80952381] ; [83.80952381  4.19047619],0
v3,1,0.005328,7.764574,[ 7 32] ; [38 49],[13.92857143 25.07142857] ; [31.07142857 55.92857143],0
s4,1,0.009751,6.679827,[ 5 34] ; [31 57],[11.05511811 27.94488189] ; [24.94488189 63.05511811],0
v1,1,0.013668,6.0805,[14 24] ; [54 35],[20.34645669 17.65354331] ; [47.65354331 41.34645669],0
r4,1,0.015473,5.861824,[30  9] ; [83  7],[34.1627907  4.8372093] ; [78.8372093 11.1627907],0
p10,1,0.029932,4.713196,[26 12] ; [75 13],[30.46031746  7.53968254] ; [70.53968254 17.46031746],0
a3,1,0.063087,3.454316,[22 16] ; [67 23],[26.421875 11.578125] ; [62.578125 27.421875],0
n5,1,0.092218,2.835228,[24 15] ; [67 21],[27.94488189 11.05511811] ; [63.05511811 24.94488189],0
a2,1,0.107088,2.596679,[ 5 34] ; [23 67],[ 8.46511628 30.53488372] ; [19.53488372 70.46511628],0
p1,1,0.127903,2.317779,[ 6 33] ; [ 6 82],[ 3.68503937 35.31496063] ; [ 8.31496063 79.68503937],0
b1,1,0.172019,1.865258,[17 22] ; [28 62],[13.60465116 25.39534884] ; [31.39534884 58.60465116],0
d2,1,0.20719,1.59095,[23 15] ; [43 46],[19.7480315 18.2519685] ; [46.2519685 42.7480315],0
p6,1,0.214527,1.54061,[ 9 30] ; [30 58],[11.97637795 27.02362205] ; [27.02362205 60.97637795],0
u3,1,0.217594,1.520169,[ 7 10] ; [14  9],[8.925 8.075] ; [12.075 10.925],0
v2,1,0.225905,1.466461,[17 22] ; [47 38],[20.12903226 18.87096774] ; [43.87096774 41.12903226],0
n6,1,0.226421,1.463205,[32  7] ; [79  9],[34.08661417  4.91338583] ; [76.91338583 11.08661417],0
a5,1,0.232963,1.422677,[25 14] ; [67 23],[27.81395349 11.18604651] ; [64.18604651 25.81395349],0
a7,1,0.249642,1.325306,[24 14] ; [66 24],[26.71875 11.28125] ; [63.28125 26.71875],0
p4,1,0.261341,1.261641,[13 25] ; [40 49],[15.85826772 22.14173228] ; [37.14173228 51.85826772],0
a4,1,0.274916,1.192051,[15 24] ; [44 46],[17.8372093 21.1627907] ; [41.1627907 48.8372093],0
n1,1,0.283006,1.1526,[8 7] ; [ 9 16],[6.375 8.625] ; [10.625 14.375],0
a6,1,0.298674,1.080104,[20 19] ; [55 35],[22.6744186 16.3255814] ; [52.3255814 37.6744186],0
p8,1,0.305567,1.049742,[13 26] ; [37 49],[15.6 23.4] ; [34.4 51.6],0
r3,1,0.323594,0.974365,[34  4] ; [84  5],[35.30708661  2.69291339] ; [82.69291339  6.30708661],0
d3,1,0.32368,0.974017,[22 17] ; [59 31],[24.48837209 14.51162791] ; [56.51162791 33.48837209],0
b5,1,0.325961,0.964876,[18 21] ; [50 40],[20.55813953 18.44186047] ; [47.44186047 42.55813953],0
r1,1,0.344159,0.894876,[33  6] ; [68 20],[31.01574803  7.98425197] ; [69.98425197 18.01574803],0
n3,1,0.393231,0.728926,[9 5] ; [20  6],[10.15  3.85] ; [18.85  7.15],0
d1,1,0.40525,0.692693,[19 20] ; [51 39],[21.1627907 17.8372093] ; [48.8372093 41.1627907],0
n4,1,0.464542,0.53493,[26 13] ; [65 24],[27.7265625 11.2734375] ; [63.2734375 25.7265625],0
d5,1,0.484361,0.48903,[30  9] ; [74 16],[31.44186047  7.55813953] ; [72.55813953 17.44186047],0
p2,1,0.495068,0.465493,[29 10] ; [71 18],[30.46875  8.53125] ; [69.53125 19.46875],0
p5,1,0.541273,0.373185,[ 3 36] ; [10 79],[ 3.9609375 35.0390625] ; [ 9.0390625 79.9609375],0
b2,1,0.622461,0.242424,[ 9 16] ; [23 32],[10. 15.] ; [22. 33.],0
b3,1,0.622461,0.242424,[ 9 16] ; [23 32],[10. 15.] ; [22. 33.],0
p11,1,0.63329,0.227626,[27 12] ; [66 24],[28.11627907 10.88372093] ; [64.88372093 25.11627907],0
