Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,29.037298,[26 13] ; [ 3 36],[14.5 24.5] ; [14.5 24.5],1
s6,1,0.00049,12.151862,[28  9] ; [14 25],[20.44736842 16.55263158] ; [21.55263158 17.44736842],1
s7,1,0.000857,11.114233,[23 13] ; [10 29],[15.84 20.16] ; [17.16 21.84],1
s8,1,0.004103,8.237641,[21 18] ; [ 9 31],[14.81012658 24.18987342] ; [15.18987342 24.81012658],0
r4,1,0.007335,7.18896,[37  2] ; [29 11],[32.58227848  6.41772152] ; [33.41772152  6.58227848],0
v4,1,0.030411,4.685908,[36  1] ; [32  7],[33.10526316  3.89473684] ; [34.89473684  4.10526316],0
s5,1,0.032976,4.547009,[10 28] ; [ 3 35],[ 6.5 31.5] ; [ 6.5 31.5],0
a8,1,0.040888,4.180645,[ 8 28] ; [ 2 34],[ 5. 31.] ; [ 5. 31.],0
p9,1,0.082467,3.015603,[28 11] ; [35  5],[31.10126582  7.89873418] ; [31.89873418  8.10126582],0
p7,1,0.163323,1.943182,[25 13] ; [19 19],[22. 16.] ; [22. 16.],0
u2,1,0.169327,1.888889,[ 6 11] ; [10  7],[8. 9.] ; [8. 9.],0
n6,1,0.170286,1.880424,[33  6] ; [28 11],[30.5  8.5] ; [30.5  8.5],0
b2,1,0.20005,1.64201,[ 6 20] ; [11 17],[ 8.18518519 17.81481481] ; [ 8.81481481 19.18518519],0
b3,1,0.20005,1.64201,[ 6 20] ; [11 17],[ 8.18518519 17.81481481] ; [ 8.81481481 19.18518519],0
d3,1,0.205079,1.605833,[16 23] ; [11 29],[13.32911392 25.67088608] ; [13.67088608 26.32911392],0
p8,1,0.211222,1.563034,[14 25] ; [19 19],[16.71428571 22.28571429] ; [16.28571429 21.71428571],0
r3,1,0.220433,1.501552,[37  2] ; [33  5],[35.45454545  3.54545455] ; [34.54545455  3.45454545],0
b4,1,0.312919,1.018314,[21 18] ; [17 23],[18.75949367 20.24050633] ; [19.24050633 20.75949367],0
u1,1,0.317108,1.000835,[ 1 38] ; [ 3 37],[ 1.97468354 37.02531646] ; [ 2.02531646 37.97468354],0
p6,1,0.326441,0.962963,[10 29] ; [14 25],[12. 27.] ; [12. 27.],0
s4,1,0.336892,0.922221,[ 8 31] ; [ 5 35],[ 6.41772152 32.58227848] ; [ 6.58227848 33.41772152],0
v3,1,0.35188,0.866667,[17 22] ; [13 26],[15. 24.] ; [15. 24.],0
s1,1,0.358486,0.84319,[ 4 33] ; [ 2 37],[ 2.92105263 34.07894737] ; [ 3.07894737 35.92105263],0
p11,1,0.405524,0.691886,[27 12] ; [31  9],[28.63291139 10.36708861] ; [29.36708861 10.63291139],0
b5,1,0.431871,0.617786,[23 16] ; [27 13],[24.6835443 14.3164557] ; [25.3164557 14.6835443],0
p5,1,0.433211,0.614201,[ 5 34] ; [ 3 37],[ 3.94936709 35.05063291] ; [ 4.05063291 35.94936709],0
a6,1,0.435459,0.608218,[20 19] ; [24 16],[21.72151899 17.27848101] ; [22.27848101 17.72151899],0
b1,1,0.435545,0.607993,[18 21] ; [15 25],[16.29113924 22.70886076] ; [16.70886076 23.29113924],0
a7,1,0.475224,0.509804,[24 15] ; [27 12],[25.5 13.5] ; [25.5 13.5],0
v2,1,0.489941,0.476655,[19 19] ; [22 16],[20.5 17.5] ; [20.5 17.5],0
a2,1,0.52611,0.401899,[ 4 35] ; [ 6 34],[ 4.93670886 34.06329114] ; [ 5.06329114 34.93670886],0
a4,1,0.529634,0.395093,[ 9 29] ; [12 28],[10.23076923 27.76923077] ; [10.76923077 29.23076923],0
d2,1,0.550087,0.357162,[10 29] ; [ 8 32],[ 8.88607595 30.11392405] ; [ 9.11392405 30.88607595],0
d5,1,0.572714,0.318162,[18 21] ; [21 19],[19.25316456 19.74683544] ; [19.74683544 20.25316456],0
p4,1,0.580741,0.305038,[21 18] ; [24 16],[22.21518987 16.78481013] ; [22.78481013 17.21518987],0
p1,1,0.591192,0.288487,[ 6 33] ; [ 8 32],[ 6.91139241 32.08860759] ; [ 7.08860759 32.91139241],0
r1,1,0.65104,0.204591,[29  9] ; [28 11],[28.12987013  9.87012987] ; [28.87012987 10.12987013],0
u3,1,0.729797,0.119298,[9 8] ; [10  7],[9.5 7.5] ; [9.5 7.5],0
n4,1,0.830459,0.045844,[30  8] ; [30  9],[29.61038961  8.38961039] ; [30.38961039  8.61038961],0
p10,1,0.860901,0.030704,[29  8] ; [32  8],[29.31168831  7.68831169] ; [31.68831169  8.31168831],0
p3,1,0.899607,0.015916,[17 22] ; [18 22],[17.27848101 21.72151899] ; [17.72151899 22.27848101],0
a3,1,0.922088,0.009566,[22 17] ; [23 17],[22.21518987 16.78481013] ; [22.78481013 17.21518987],0
a5,1,0.933557,0.006951,[25 14] ; [26 14],[25.17721519 13.82278481] ; [25.82278481 14.17721519],0
p2,1,0.947768,0.004292,[29 10] ; [30 10],[29.12658228  9.87341772] ; [29.87341772 10.12658228],0
n5,1,0.953454,0.003407,[31  8] ; [30  8],[30.8961039  8.1038961] ; [30.1038961  7.8961039],0
a1,1,0.985532,0.000329,[ 1 38] ; [ 1 39],[ 0.98734177 38.01265823] ; [ 1.01265823 38.98734177],0
n1,1,1.0,0.0,[5 5] ; [5 5],[5. 5.] ; [5. 5.],0
