Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,30.334135,[31 23] ; [ 2 42],[18.18367347 35.81632653] ; [14.81632653 29.18367347],1
d4,1,0.0,29.092031,[44 10] ; [12 32],[30.85714286 23.14285714] ; [25.14285714 18.85714286],1
a5,1,3e-06,22.022228,[38 16] ; [10 34],[26.44897959 27.55102041] ; [21.55102041 22.44897959],1
a4,1,4e-06,21.33479,[30 23] ; [ 5 39],[19.12371134 33.87628866] ; [15.87628866 28.12371134],1
a3,1,3.8e-05,16.970823,[39 15] ; [13 30],[28.94845361 25.05154639] ; [23.05154639 19.94845361],1
d3,1,0.000782,11.282618,[26 28] ; [ 7 37],[18.18367347 35.81632653] ; [14.81632653 29.18367347],1
d2,1,0.001497,10.081713,[31 21] ; [12 32],[23.29166667 28.70833333] ; [19.70833333 24.29166667],0
r2,1,0.007015,7.269092,[44  9] ; [25 18],[38.09375 14.90625] ; [30.90625 12.09375],0
v2,1,0.007511,7.146461,[25 27] ; [ 9 33],[18.80851064 33.19148936] ; [15.19148936 26.80851064],0
p6,1,0.00911,6.801061,[19 31] ; [ 6 37],[13.44086022 36.55913978] ; [11.55913978 31.44086022],0
p4,1,0.033667,4.511516,[29 23] ; [15 29],[23.83333333 28.16666667] ; [20.16666667 23.83333333],0
p11,1,0.039534,4.237752,[38 16] ; [22 22],[33.06122449 20.93877551] ; [26.93877551 17.06122449],0
s7,1,0.042707,4.106961,[22 29] ; [10 33],[17.36170213 33.63829787] ; [14.63829787 28.36170213],0
v3,1,0.046584,3.960344,[16 36] ; [ 6 38],[11.91666667 40.08333333] ; [10.08333333 33.91666667],0
r4,1,0.052189,3.769685,[29 25] ; [15 29],[24.24489796 29.75510204] ; [19.75510204 24.24489796],0
s6,1,0.052449,3.761385,[28 24] ; [15 29],[23.29166667 28.70833333] ; [19.70833333 24.29166667],0
r3,1,0.077962,3.106882,[43 11] ; [28 16],[39.12244898 14.87755102] ; [31.87755102 12.12244898],0
p3,1,0.087529,2.919246,[22 31] ; [11 33],[18.03092784 34.96907216] ; [14.96907216 29.03092784],0
s5,1,0.089529,2.882821,[14 36] ; [ 6 38],[10.63829787 39.36170213] ; [ 9.36170213 34.63829787],0
v4,1,0.111416,2.534023,[44 10] ; [29 14],[40.63917526 13.36082474] ; [32.36082474 10.63917526],0
p10,1,0.122728,2.382163,[33 20] ; [20 23],[29.26041667 23.73958333] ; [23.73958333 19.26041667],0
s2,1,0.130201,2.290101,[24 30] ; [13 31],[20.3877551 33.6122449] ; [16.6122449 27.3877551],0
v1,1,0.146704,2.106187,[21 32] ; [11 32],[17.66666667 35.33333333] ; [14.33333333 28.66666667],0
a2,1,0.151309,2.059002,[ 5 49] ; [ 1 43],[ 3.30612245 50.69387755] ; [ 2.69387755 41.30612245],0
b3,1,0.174189,1.846516,[13 23] ; [ 6 23],[10.52307692 25.47692308] ; [ 8.47692308 20.52307692],0
b2,1,0.174189,1.846516,[13 23] ; [ 6 23],[10.52307692 25.47692308] ; [ 8.47692308 20.52307692],0
n1,1,0.223994,1.478596,[12 12] ; [ 6 13],[10.04651163 13.95348837] ; [ 7.95348837 11.04651163],0
p7,1,0.257954,1.279707,[29 24] ; [19 25],[26.22680412 26.77319588] ; [21.77319588 22.22680412],0
n6,1,0.264794,1.24352,[40 14] ; [28 16],[37.46938776 16.53061224] ; [30.53061224 13.46938776],0
p2,1,0.29016,1.118881,[35 17] ; [25 19],[32.5 19.5] ; [27.5 16.5],0
a6,1,0.317155,1.000644,[18 36] ; [19 25],[20.3877551 33.6122449] ; [16.6122449 27.3877551],0
u3,1,0.326717,0.961866,[6 9] ; [ 8 23],[ 4.56521739 10.43478261] ; [ 9.43478261 21.56521739],0
p9,1,0.328342,0.955426,[39 14] ; [27 15],[36.82105263 16.17894737] ; [29.17894737 12.82105263],0
s8,1,0.33464,0.93086,[17 37] ; [10 34],[14.87755102 39.12244898] ; [12.12244898 31.87755102],0
u2,1,0.342579,0.900757,[7 8] ; [10 21],[5.54347826 9.45652174] ; [11.45652174 19.54347826],0
s1,1,0.441345,0.592782,[ 1 53] ; [ 2 42],[ 1.65306122 52.34693878] ; [ 1.34693878 42.65306122],0
n2,1,0.532798,0.389053,[18  7] ; [12  7],[17.04545455  7.95454545] ; [12.95454545  6.04545455],0
n3,1,0.565172,0.330827,[15 10] ; [13  6],[15.90909091  9.09090909] ; [12.09090909  6.90909091],0
b1,1,0.583603,0.300446,[30 24] ; [22 22],[28.65306122 25.34693878] ; [23.34693878 20.65306122],0
n4,1,0.585788,0.29697,[36 18] ; [27 17],[34.71428571 19.28571429] ; [28.28571429 15.71428571],0
a1,1,0.660671,0.19271,[ 5 49] ; [ 3 41],[ 4.40816327 49.59183673] ; [ 3.59183673 40.40816327],0
p1,1,0.704453,0.143881,[ 6 48] ; [ 6 38],[ 6.6122449 47.3877551] ; [ 5.3877551 38.6122449],0
b4,1,0.715083,0.133253,[29 25] ; [22 22],[28.10204082 25.89795918] ; [22.89795918 21.10204082],0
p5,1,0.762081,0.091657,[ 4 50] ; [ 4 40],[ 4.40816327 49.59183673] ; [ 3.59183673 40.40816327],0
a8,1,0.762907,0.091002,[ 3 49] ; [ 3 38],[ 3.35483871 48.64516129] ; [ 2.64516129 38.35483871],0
s3,1,0.816403,0.053905,[23 29] ; [18 25],[22.44210526 29.55789474] ; [18.55789474 24.44210526],0
