Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,41.890309,[ 18 147] ; [43 49],[ 39.16342412 125.83657588] ; [21.83657588 70.16342412],1
p1,1,0.285552,1.140473,[ 15 152] ; [ 5 89],[ 12.79693487 154.20306513] ; [ 7.20306513 86.79693487],0
b1,1,0.290172,1.118823,[72 96] ; [34 60],[ 67.96946565 100.03053435] ; [38.03053435 55.96946565],0
s4,1,0.30599,1.047906,[ 18 150] ; [14 79],[ 20.59770115 147.40229885] ; [11.40229885 81.59770115],0
p12,1,0.393676,0.727557,[  4 163] ; [ 4 89],[  5.13846154 161.86153846] ; [ 2.86153846 90.13846154],0
b5,1,0.404397,0.695212,[93 75] ; [47 47],[89.77099237 78.22900763] ; [50.22900763 43.77099237],0
p6,1,0.407063,0.687361,[ 38 128] ; [17 75],[ 35.3875969 130.6124031] ; [19.6124031 72.3875969],0
u2,1,0.419714,0.651116,[34 42] ; [13 11],[35.72 40.28] ; [11.28 12.72],0
s6,1,0.421199,0.646966,[ 57 107] ; [37 56],[ 59.9844358 104.0155642] ; [34.0155642 58.9844358],0
p2,1,0.462544,0.539732,[108  59] ; [65 29],[110.69348659  56.30651341] ; [62.30651341 31.69348659],0
u3,1,0.482765,0.492611,[30 45] ; [12 13],[31.5 43.5] ; [10.5 14.5],0
n5,1,0.532264,0.390068,[104  62] ; [54 38],[101.65891473  64.34108527] ; [56.34108527 35.65891473],0
a2,1,0.554865,0.348673,[ 24 144] ; [16 78],[ 25.64885496 142.35114504] ; [14.35114504 79.64885496],0
b2,1,0.572928,0.317807,[31 64] ; [17 43],[29.41935484 65.58064516] ; [18.58064516 41.41935484],0
b3,1,0.572928,0.317807,[31 64] ; [17 43],[29.41935484 65.58064516] ; [18.58064516 41.41935484],0
d2,1,0.732166,0.117132,[ 66 100] ; [39 54],[67.2972973 98.7027027] ; [37.7027027 55.2972973],0
s7,1,0.736047,0.113631,[ 35 126] ; [21 68],[ 36.064 124.936] ; [19.936 69.064],0
a8,1,0.743374,0.107183,[ 17 143] ; [ 8 78],[ 16.2601626 143.7398374] ; [ 8.7398374 77.2601626],0
b4,1,0.758035,0.094903,[95 73] ; [55 39],[96.18320611 71.81679389] ; [53.81679389 40.18320611],0
p5,1,0.789474,0.071285,[ 14 153] ; [ 7 87],[ 13.43678161 153.56321839] ; [ 7.56321839 86.43678161],0
a4,1,0.818481,0.05267,[ 61 106] ; [33 61],[ 60.14559387 106.85440613] ; [33.85440613 60.14559387],0
a1,1,0.842087,0.039691,[  8 160] ; [ 5 89],[  8.33587786 159.66412214] ; [ 4.66412214 89.33587786],0
s3,1,0.889802,0.019197,[ 42 124] ; [24 68],[ 42.46511628 123.53488372] ; [23.53488372 68.46511628],0
