Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.002333,9.267344,[6 1] ; [ 7 22],[2.52777778 4.47222222] ; [10.47222222 18.52777778],0
v3,1,0.004473,8.081093,[5 3] ; [ 4 25],[1.94594595 6.05405405] ; [ 7.05405405 21.94594595],0
r4,1,0.014363,5.992986,[6 2] ; [ 8 21],[3.02702703 4.97297297] ; [10.97297297 18.02702703],0
a8,1,0.053282,3.735051,[4 3] ; [ 6 23],[1.94444444 5.05555556] ; [ 8.05555556 20.94444444],0
r1,1,0.062521,3.469219,[6 2] ; [11 18],[3.67567568 4.32432432] ; [13.32432432 15.67567568],0
p11,1,0.062521,3.469219,[6 2] ; [11 18],[3.67567568 4.32432432] ; [13.32432432 15.67567568],0
p2,1,0.092109,2.837114,[6 2] ; [12 17],[3.89189189 4.10810811] ; [14.10810811 14.89189189],0
s7,1,0.103604,2.649167,[3 3] ; [ 5 22],[1.45454545 4.54545455] ; [ 6.54545455 20.45454545],0
p10,1,0.109421,2.562562,[5 2] ; [11 18],[3.11111111 3.88888889] ; [12.88888889 16.11111111],0
n4,1,0.129824,2.294609,[7 1] ; [17 12],[5.18918919 2.81081081] ; [18.81081081 10.18918919],0
p8,1,0.19765,1.659652,[4 4] ; [ 7 20],[2.51428571 5.48571429] ; [ 8.48571429 18.51428571],0
v2,1,0.214299,1.542141,[5 3] ; [11 18],[3.45945946 4.54054054] ; [12.54054054 16.45945946],0
p6,1,0.217843,1.518523,[3 5] ; [ 5 24],[1.72972973 6.27027027] ; [ 6.27027027 22.72972973],0
a4,1,0.230549,1.437471,[4 4] ; [ 8 21],[2.59459459 5.40540541] ; [ 9.40540541 19.59459459],0
a5,1,0.230549,1.437471,[4 4] ; [21  8],[5.40540541 2.59459459] ; [19.59459459  9.40540541],0
p7,1,0.230549,1.437471,[4 4] ; [ 8 21],[2.59459459 5.40540541] ; [ 9.40540541 19.59459459],0
p4,1,0.230549,1.437471,[4 4] ; [ 8 21],[2.59459459 5.40540541] ; [ 9.40540541 19.59459459],0
s3,1,0.269685,1.218348,[4 3] ; [10 19],[2.72222222 4.27777778] ; [11.27777778 17.72222222],0
p9,1,0.308711,1.036184,[5 2] ; [14 14],[3.8 3.2] ; [15.2 12.8],0
n5,1,0.311898,1.022623,[6 2] ; [16 13],[4.75675676 3.24324324] ; [17.24324324 11.75675676],0
p5,1,0.330899,0.945378,[1 7] ; [ 1 27],[0.44444444 7.55555556] ; [ 1.55555556 26.44444444],0
b1,1,0.375954,0.78389,[3 5] ; [16 13],[4.10810811 3.89189189] ; [14.89189189 14.10810811],0
d2,1,0.476081,0.507827,[5 3] ; [14 15],[4.10810811 3.89189189] ; [14.89189189 14.10810811],0
p3,1,0.479003,0.501133,[1 7] ; [ 7 22],[1.72972973 6.27027027] ; [ 6.27027027 22.72972973],0
r2,1,0.510961,0.432099,[4 4] ; [17 10],[4.8 3.2] ; [16.2 10.8],0
d4,1,0.611982,0.257299,[6 2] ; [19 10],[5.40540541 2.59459459] ; [19.59459459  9.40540541],0
a2,1,0.619864,0.246059,[2 6] ; [ 5 24],[1.51351351 6.48648649] ; [ 5.48648649 23.51351351],0
s2,1,0.652571,0.202674,[2 5] ; [ 6 23],[1.55555556 5.44444444] ; [ 6.44444444 22.55555556],0
d1,1,0.663033,0.18986,[4 4] ; [12 17],[3.45945946 4.54054054] ; [12.54054054 16.45945946],0
s5,1,0.700803,0.147638,[1 6] ; [ 6 23],[1.36111111 5.63888889] ; [ 5.63888889 23.36111111],0
b2,1,0.726053,0.122767,[1 4] ; [ 5 13],[1.30434783 3.69565217] ; [ 4.69565217 13.30434783],0
b3,1,0.726053,0.122767,[1 4] ; [ 5 13],[1.30434783 3.69565217] ; [ 4.69565217 13.30434783],0
v1,1,0.776814,0.080357,[3 5] ; [ 9 19],[2.66666667 5.33333333] ; [ 9.33333333 18.66666667],0
b5,1,0.794944,0.067546,[4 4] ; [16 13],[4.32432432 3.67567568] ; [15.67567568 13.32432432],0
n2,1,0.825498,0.048611,[1 1] ; [7 5],[1.14285714 0.85714286] ; [6.85714286 5.14285714],0
a3,1,0.842342,0.03956,[6 2] ; [20  8],[5.77777778 2.22222222] ; [20.22222222  7.77777778],0
d3,1,0.84316,0.039146,[5 3] ; [17 12],[4.75675676 3.24324324] ; [17.24324324 11.75675676],0
u1,1,0.862026,0.030205,[1 7] ; [ 3 26],[0.86486486 7.13513514] ; [ 3.13513514 25.86486486],0
a6,1,0.87425,0.025047,[5 3] ; [19 10],[5.18918919 2.81081081] ; [18.81081081 10.18918919],0
b4,1,0.959872,0.002531,[6 2] ; [22  7],[6.05405405 1.94594595] ; [21.94594595  7.05405405],0
