Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.004893,7.918562,[ 3 17] ; [5 2],[ 5.92592593 14.07407407] ; [2.07407407 4.92592593],0
v1,1,0.007835,7.070707,[ 2 19] ; [4 3],[ 4.5 16.5] ; [1.5 5.5],0
s7,1,0.042221,4.126316,[ 2 16] ; [3 3],[ 3.75 14.25] ; [1.25 4.75],0
p2,1,0.07776,3.111111,[ 7 14] ; [5 2],[ 9. 12.] ; [3. 4.],0
s2,1,0.110612,2.545455,[ 3 18] ; [3 4],[ 4.5 16.5] ; [1.5 5.5],0
n6,1,0.120507,2.410714,[11 10] ; [1 5],[ 9.33333333 11.66666667] ; [2.66666667 3.33333333],0
u3,1,0.142041,2.155711,[ 3 10] ; [2 1],[4.0625 8.9375] ; [0.9375 2.0625],0
p4,1,0.171857,1.866667,[ 6 15] ; [4 3],[ 7.5 13.5] ; [2.5 4.5],0
r1,1,0.171857,1.866667,[ 6 15] ; [4 3],[ 7.5 13.5] ; [2.5 4.5],0
a6,1,0.171857,1.866667,[ 9 12] ; [1 6],[ 7.5 13.5] ; [2.5 4.5],0
n4,1,0.19043,1.714286,[12  9] ; [2 5],[10.5 10.5] ; [3.5 3.5],0
d5,1,0.19043,1.714286,[12  9] ; [2 5],[10.5 10.5] ; [3.5 3.5],0
v3,1,0.212317,1.555556,[ 2 19] ; [2 5],[ 3. 18.] ; [1. 6.],0
a1,1,0.212317,1.555556,[ 2 19] ; [2 5],[ 3. 18.] ; [1. 6.],0
p8,1,0.233884,1.417081,[ 2 18] ; [2 5],[ 2.96296296 17.03703704] ; [1.03703704 5.96296296],0
a5,1,0.242755,1.364522,[ 8 13] ; [1 6],[ 6.75 14.25] ; [2.25 4.75],0
u2,1,0.247004,1.340171,[4 9] ; [2 1],[4.875 8.125] ; [1.125 1.875],0
n2,1,0.261651,1.26,[2 8] ; [2 2],[2.85714286 7.14285714] ; [1.14285714 2.85714286],0
b5,1,0.263978,1.247772,[14  7] ; [3 4],[12.75  8.25] ; [4.25 2.75],0
n5,1,0.274006,1.196581,[11 10] ; [2 5],[ 9.75 11.25] ; [3.25 3.75],0
b4,1,0.377822,0.777778,[13  8] ; [3 4],[12.  9.] ; [4. 3.],0
r3,1,0.377822,0.777778,[ 8 13] ; [4 3],[ 9. 12.] ; [3. 4.],0
r4,1,0.396818,0.717949,[ 1 20] ; [1 6],[ 1.5 19.5] ; [0.5 6.5],0
p3,1,0.414192,0.666735,[ 6 14] ; [1 6],[ 5.18518519 14.81481481] ; [1.81481481 5.18518519],0
b2,1,0.416793,0.659341,[6 9] ; [1 4],[5.25 9.75] ; [1.75 3.25],0
b3,1,0.416793,0.659341,[6 9] ; [1 4],[5.25 9.75] ; [1.75 3.25],0
a3,1,0.432111,0.617143,[ 8 12] ; [4 3],[ 8.88888889 11.11111111] ; [3.11111111 3.88888889],0
p6,1,0.443789,0.586466,[ 1 18] ; [1 6],[ 1.46153846 17.53846154] ; [0.53846154 6.46153846],0
p7,1,0.48338,0.491228,[ 6 15] ; [3 4],[ 6.75 14.25] ; [2.25 4.75],0
a7,1,0.502716,0.449198,[ 9 12] ; [2 5],[ 8.25 12.75] ; [2.75 4.25],0
d1,1,0.594853,0.282828,[ 5 16] ; [1 6],[ 4.5 16.5] ; [1.5 5.5],0
s6,1,0.594853,0.282828,[ 4 17] ; [2 5],[ 4.5 16.5] ; [1.5 5.5],0
n3,1,0.596701,0.28,[4 6] ; [1 3],[3.57142857 6.42857143] ; [1.42857143 2.57142857],0
v4,1,0.662521,0.190476,[10 11] ; [4 3],[10.5 10.5] ; [3.5 3.5],0
v2,1,0.775732,0.081159,[ 4 17] ; [1 6],[ 3.75 17.25] ; [1.25 5.75],0
d2,1,0.775732,0.081159,[ 4 17] ; [1 6],[ 3.75 17.25] ; [1.25 5.75],0
a4,1,0.801059,0.063492,[ 5 16] ; [2 5],[ 5.25 15.75] ; [1.75 5.25],0
d3,1,0.823218,0.049911,[ 8 13] ; [3 4],[ 8.25 12.75] ; [2.75 4.25],0
s3,1,0.943206,0.005075,[ 6 14] ; [2 5],[ 5.92592593 14.07407407] ; [2.07407407 4.92592593],0
s1,1,1.0,0.0,[ 3 18] ; [1 6],[ 3. 18.] ; [1. 6.],0
s4,1,1.0,0.0,[ 3 18] ; [1 6],[ 3. 18.] ; [1. 6.],0
