Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,8.8e-05,15.373797,[35 15] ; [ 9 25],[26.19047619 23.80952381] ; [17.80952381 16.19047619],1
n6,1,0.008415,6.942988,[37 15] ; [14 19],[31.2 20.8] ; [19.8 13.2],0
u2,1,0.016077,5.794478,[11 12] ; [ 2 15],[ 7.475 15.525] ; [ 5.525 11.475],0
p8,1,0.019649,5.442833,[19 32] ; [ 5 30],[14.23255814 36.76744186] ; [ 9.76744186 25.23255814],0
v2,1,0.020531,5.366162,[23 28] ; [ 7 27],[18. 33.] ; [12. 22.],0
u3,1,0.030489,4.681525,[10 13] ; [ 2 15],[ 6.9 16.1] ; [ 5.1 11.9],0
p1,1,0.035321,4.429569,[ 2 50] ; [ 6 29],[ 4.7816092 47.2183908] ; [ 3.2183908 31.7816092],0
p6,1,0.035894,4.402139,[12 39] ; [ 2 31],[ 8.5 42.5] ; [ 5.5 27.5],0
r2,1,0.043434,4.078444,[31 19] ; [13 20],[26.5060241 23.4939759] ; [17.4939759 15.5060241],0
d5,1,0.044931,4.021243,[35 17] ; [16 19],[30.48275862 21.51724138] ; [20.51724138 14.48275862],0
s1,1,0.061761,3.489444,[ 1 51] ; [ 4 31],[ 2.98850575 49.01149425] ; [ 2.01149425 32.98850575],0
n2,1,0.082667,3.011681,[17  9] ; [ 7 11],[14.18181818 11.81818182] ; [9.81818182 8.18181818],0
a1,1,0.087609,2.917773,[ 3 49] ; [ 6 29],[ 5.37931034 46.62068966] ; [ 3.62068966 31.37931034],0
d3,1,0.105251,2.624112,[28 23] ; [13 22],[24.31395349 26.68604651] ; [16.68604651 18.31395349],0
p10,1,0.109864,2.556183,[28 22] ; [13 21],[24.4047619 25.5952381] ; [16.5952381 17.4047619],0
p3,1,0.135263,2.231032,[14 36] ; [ 5 30],[11.17647059 38.82352941] ; [ 7.82352941 27.17647059],0
p4,1,0.171557,1.869282,[20 30] ; [ 9 26],[17.05882353 32.94117647] ; [11.94117647 23.05882353],0
a8,1,0.180298,1.795168,[ 1 46] ; [ 3 32],[ 2.29268293 44.70731707] ; [ 1.70731707 33.29268293],0
n4,1,0.201996,1.627884,[27 25] ; [23 12],[29.88505747 22.11494253] ; [20.11494253 14.88505747],0
a5,1,0.205033,1.606154,[24 28] ; [21 14],[26.89655172 25.10344828] ; [18.10344828 16.89655172],0
n3,1,0.220015,1.504274,[15 11] ; [ 7 11],[13. 13.] ; [9. 9.],0
p9,1,0.226019,1.46574,[28 22] ; [14 19],[25.30120482 24.69879518] ; [16.69879518 16.30120482],0
p7,1,0.242086,1.368407,[17 32] ; [ 8 27],[14.58333333 34.41666667] ; [10.41666667 24.58333333],0
r3,1,0.2876,1.13082,[27 24] ; [14 20],[24.6 26.4] ; [16.4 17.6],0
v3,1,0.287717,1.130272,[14 38] ; [ 6 29],[11.95402299 40.04597701] ; [ 8.04597701 26.95402299],0
b1,1,0.30977,1.031654,[31 21] ; [17 18],[28.68965517 23.31034483] ; [19.31034483 15.68965517],0
d4,1,0.331568,0.942766,[33 18] ; [19 16],[30.8372093 20.1627907] ; [21.1627907 13.8372093],0
u1,1,0.353094,0.862305,[ 2 50] ; [ 3 32],[ 2.98850575 49.01149425] ; [ 2.01149425 32.98850575],0
a7,1,0.358056,0.844702,[27 24] ; [15 20],[24.90697674 26.09302326] ; [17.09302326 17.90697674],0
a4,1,0.408559,0.682991,[14 38] ; [12 22],[15.72093023 36.27906977] ; [10.27906977 23.72093023],0
s6,1,0.459319,0.547552,[14 38] ; [ 7 28],[12.55172414 39.44827586] ; [ 8.44827586 26.55172414],0
d2,1,0.461763,0.541617,[17 34] ; [14 20],[18.6 32.4] ; [12.4 21.6],0
s2,1,0.483151,0.491742,[ 7 45] ; [ 3 32],[ 5.97701149 46.02298851] ; [ 4.02298851 30.97701149],0
d1,1,0.501791,0.451147,[20 32] ; [11 24],[18.52873563 33.47126437] ; [12.47126437 22.52873563],0
