Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.000346,12.800915,[21 62] ; [18 11],[28.90178571 54.09821429] ; [10.09821429 18.90178571],1
p7,1,0.012513,6.236691,[58 24] ; [13 16],[52.45045045 29.54954955] ; [18.54954955 10.45045045],0
v2,1,0.03254,4.569845,[52 29] ; [12 17],[47.12727273 33.87272727] ; [16.87272727 12.12727273],0
s2,1,0.043203,4.087445,[16 67] ; [11 18],[20.00892857 62.99107143] ; [ 6.99107143 22.00892857],0
d1,1,0.049784,3.848706,[49 34] ; [11 18],[44.46428571 38.53571429] ; [15.53571429 13.46428571],0
r3,1,0.051252,3.800028,[80  3] ; [25  4],[77.8125  5.1875] ; [27.1875  1.8125],0
p5,1,0.067761,3.336445,[14 69] ; [ 1 28],[11.11607143 71.88392857] ; [ 3.88392857 25.11607143],0
a1,1,0.07487,3.172889,[ 2 81] ; [ 3 26],[ 3.70535714 79.29464286] ; [ 1.29464286 27.70535714],0
p9,1,0.087735,2.915444,[72  9] ; [22  7],[69.21818182 11.78181818] ; [24.78181818  4.21818182],0
n4,1,0.094996,2.787612,[67 16] ; [19 10],[63.73214286 19.26785714] ; [22.26785714  6.73214286],0
a8,1,0.104955,2.628587,[12 59] ; [ 1 24],[ 9.61458333 61.38541667] ; [ 3.38541667 21.61458333],0
b4,1,0.107708,2.587535,[40 43] ; [19 10],[43.72321429 39.27678571] ; [15.27678571 13.72321429],0
d2,1,0.13105,2.280017,[45 38] ; [11 18],[41.5 41.5] ; [14.5 14.5],0
a5,1,0.143067,2.144654,[68 15] ; [20  9],[65.21428571 17.78571429] ; [22.78571429  6.21428571],0
b3,1,0.145336,2.12053,[34 32] ; [ 5 11],[31.3902439 34.6097561] ; [7.6097561 8.3902439],0
b2,1,0.145336,2.12053,[34 32] ; [ 5 11],[31.3902439 34.6097561] ; [7.6097561 8.3902439],0
n6,1,0.156552,2.007218,[74  9] ; [22  6],[71.78378378 11.21621622] ; [24.21621622  3.78378378],0
d5,1,0.156719,2.005603,[70 13] ; [21  8],[67.4375 15.5625] ; [23.5625  5.4375],0
a3,1,0.158754,1.986053,[67 16] ; [19  9],[64.30630631 18.69369369] ; [21.69369369  6.30630631],0
r4,1,0.180162,1.796287,[74  9] ; [23  6],[71.88392857 11.11607143] ; [25.11607143  3.88392857],0
p8,1,0.231582,1.431117,[44 37] ; [12 17],[41.23636364 39.76363636] ; [14.76363636 14.23636364],0
p2,1,0.231828,1.429609,[71 12] ; [22  7],[68.91964286 14.08035714] ; [24.08035714  4.91964286],0
p3,1,0.262346,1.256336,[50 33] ; [14 15],[47.42857143 35.57142857] ; [16.57142857 12.42857143],0
p10,1,0.26297,1.253055,[72 10] ; [23  6],[70.18018018 11.81981982] ; [24.81981982  4.18018018],0
s4,1,0.26297,1.253055,[10 72] ; [ 6 23],[11.81981982 70.18018018] ; [ 4.18018018 24.81981982],0
n3,1,0.291339,1.113423,[13  5] ; [7 6],[11.61290323  6.38709677] ; [8.38709677 4.61290323],0
n2,1,0.291339,1.113423,[13  5] ; [7 6],[11.61290323  6.38709677] ; [8.38709677 4.61290323],0
a6,1,0.324911,0.969075,[57 26] ; [17 12],[54.83928571 28.16071429] ; [19.16071429  9.83928571],0
p12,1,0.355378,0.85416,[ 7 74] ; [ 1 28],[ 5.89090909 75.10909091] ; [ 2.10909091 26.89090909],0
r1,1,0.376164,0.783202,[62 21] ; [24  5],[63.73214286 19.26785714] ; [22.26785714  6.73214286],0
d4,1,0.387845,0.745688,[69 14] ; [22  7],[67.4375 15.5625] ; [23.5625  5.4375],0
s5,1,0.388169,0.74467,[24 58] ; [11 18],[25.85585586 56.14414414] ; [ 9.14414414 19.85585586],0
r2,1,0.427509,0.629582,[74  7] ; [25  4],[72.9  8.1] ; [26.1  2.9],0
v3,1,0.458819,0.548775,[40 41] ; [12 17],[38.29090909 42.70909091] ; [13.70909091 15.29090909],0
b5,1,0.467365,0.5282,[48 35] ; [19 10],[49.65178571 33.34821429] ; [17.34821429 11.65178571],0
p1,1,0.469035,0.524249,[ 6 77] ; [ 1 28],[ 5.1875 77.8125] ; [ 1.8125 27.1875],0
n1,1,0.469589,0.522942,[ 6 12] ; [6 7],[ 6.96774194 11.03225806] ; [5.03225806 7.96774194],0
n5,1,0.480862,0.496907,[62 21] ; [19  9],[60.56756757 22.43243243] ; [20.43243243  7.56756757],0
a7,1,0.491054,0.474216,[60 23] ; [19 10],[58.54464286 24.45535714] ; [20.45535714  8.54464286],0
a4,1,0.524468,0.405097,[34 48] ; [14 15],[35.45945946 46.54054054] ; [12.54054054 16.45945946],0
v4,1,0.595166,0.282348,[77  6] ; [26  3],[76.33035714  6.66964286] ; [26.66964286  2.33035714],0
s8,1,0.644352,0.213096,[44 38] ; [17 12],[45.06306306 36.93693694] ; [15.93693694 13.06306306],0
