Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,31.674135,[65 88] ; [188  79],[92.16428571 60.83571429] ; [160.83571429 106.16428571],1
v3,1,0.0,27.905696,[ 44 109] ; [146 117],[69.87980769 83.12019231] ; [120.12019231 142.87980769],1
p10,1,3.9e-05,16.937362,[125  31] ; [252  18],[138.05633803  17.94366197] ; [238.94366197  31.05633803],1
r4,1,0.000699,11.491071,[135  21] ; [261  12],[144.  12.] ; [252.  21.],1
p9,1,0.001206,10.48138,[132  24] ; [255  16],[141.38641686  14.61358314] ; [245.61358314  25.38641686],0
s1,1,0.002887,8.877779,[ 11 145] ; [  4 263],[  5.53191489 150.46808511] ; [  9.46808511 257.53191489],0
d1,1,0.003581,8.48481,[88 68] ; [192  81],[101.81818182  54.18181818] ; [178.18181818  94.81818182],0
s8,1,0.003833,8.361262,[67 88] ; [156 114],[81.32941176 73.67058824] ; [141.67058824 128.32941176],0
p8,1,0.010178,6.603558,[93 62] ; [194  75],[104.91745283  50.08254717] ; [182.08254717  86.91745283],0
d4,1,0.013787,6.065175,[121  35] ; [236  36],[130.12149533  25.87850467] ; [226.87850467  45.12149533],0
r3,1,0.02242,5.21293,[142  12] ; [265   8],[146.78688525   7.21311475] ; [260.21311475  12.78688525],0
b5,1,0.029708,4.726087,[78 78] ; [166 107],[88.72727273 67.27272727] ; [155.27272727 117.72727273],0
p7,1,0.039151,4.254319,[107  48] ; [210  59],[115.88443396  39.11556604] ; [201.11556604  67.88443396],0
u4,1,0.040623,4.191654,[  1 155] ; [ 11 262],[  4.36363636 151.63636364] ; [  7.63636364 265.36363636],0
r2,1,0.063717,3.437892,[142  13] ; [259  11],[146.24705882   8.75294118] ; [254.75294118  15.24705882],0
u1,1,0.068172,3.326483,[ 27 129] ; [ 68 205],[ 34.54545455 121.45454545] ; [ 60.45454545 212.54545455],0
p5,1,0.0808,3.048731,[ 23 132] ; [ 59 212],[ 29.83568075 125.16431925] ; [ 52.16431925 218.83568075],0
v4,1,0.08258,3.013387,[145  10] ; [264   8],[148.46604215   6.53395785] ; [260.53395785  11.46604215],0
r1,1,0.087835,2.913609,[123  33] ; [232  40],[129.39252336  26.60747664] ; [225.60747664  46.39252336],0
d3,1,0.092969,2.822192,[106  50] ; [206  67],[113.45454545  42.54545455] ; [198.54545455  74.45454545],0
d5,1,0.11012,2.552503,[127  29] ; [237  35],[132.6728972  23.3271028] ; [231.3271028  40.6728972],0
p2,1,0.115085,2.482972,[138  17] ; [254  18],[142.29508197  12.70491803] ; [249.70491803  22.29508197],0
p11,1,0.119163,2.428283,[126  30] ; [236  37],[131.63636364  24.36363636] ; [230.36363636  42.63636364],0
u3,1,0.126265,2.337837,[21 22] ; [42 24],[24.85321101 18.14678899] ; [38.14678899 27.85321101],0
p6,1,0.129198,2.30212,[72 83] ; [145 123],[79.51536643 75.48463357] ; [137.48463357 130.51536643],0
p12,1,0.18183,1.7826,[ 12 144] ; [ 32 240],[ 16.03738318 139.96261682] ; [ 27.96261682 244.03738318],0
a7,1,0.185358,1.754131,[109  47] ; [206  66],[114.81308411  41.18691589] ; [200.18691589  71.81308411],0
a2,1,0.187402,1.737928,[ 36 120] ; [ 79 194],[ 41.81818182 114.18181818] ; [ 73.18181818 199.81818182],0
s4,1,0.202818,1.621967,[ 32 121] ; [ 43 226],[ 27.19194313 125.80805687] ; [ 47.80805687 221.19194313],0
n4,1,0.237905,1.392967,[138  18] ; [250  22],[141.42056075  14.57943925] ; [246.57943925  25.42056075],0
u2,1,0.248839,1.329812,[27 15] ; [35 31],[24.11111111 17.88888889] ; [37.88888889 28.11111111],0
n6,1,0.281886,1.157974,[141  14] ; [256  17],[143.77336449  11.22663551] ; [253.22663551  19.77336449],0
b4,1,0.292307,1.108967,[85 71] ; [163 110],[90.18181818 65.81818182] ; [157.81818182 115.18181818],0
d2,1,0.295073,1.096331,[79 77] ; [152 120],[84.19626168 71.80373832] ; [146.80373832 125.19626168],0
s3,1,0.295766,1.09319,[98 57] ; [155 112],[92.92654028 62.07345972] ; [160.07345972 106.92654028],0
s5,1,0.300206,1.073279,[55 96] ; [109 153],[59.96125908 91.03874092] ; [104.03874092 157.96125908],0
p3,1,0.332137,0.940548,[102  53] ; [192  81],[106.47196262  48.52803738] ; [187.52803738  85.47196262],0
a8,1,0.350338,0.872233,[ 17 125] ; [ 37 203],[ 20.07329843 121.92670157] ; [ 33.92670157 206.07329843],0
a5,1,0.354223,0.858272,[118  38] ; [217  56],[121.81818182  34.18181818] ; [213.18181818  59.81818182],0
b1,1,0.361636,0.832204,[67 89] ; [105 168],[62.54545455 93.45454545] ; [109.45454545 163.54545455],0
n2,1,0.370622,0.801578,[26 10] ; [30  7],[27.61643836  8.38356164] ; [28.38356164  8.61643836],0
a3,1,0.400563,0.706636,[113  43] ; [207  65],[116.63551402  39.36448598] ; [203.36448598  68.63551402],0
s2,1,0.499955,0.455032,[85 70] ; [156 112],[88.30969267 66.69030733] ; [152.69030733 115.30969267],0
a4,1,0.571199,0.32068,[75 81] ; [138 133],[77.81733021 78.18266979] ; [135.18266979 135.81733021],0
n1,1,0.632422,0.228791,[16 19] ; [19 18],[17.01388889 17.98611111] ; [17.98611111 19.01388889],0
a1,1,0.649092,0.207046,[  7 149] ; [ 15 258],[  8. 148.] ; [ 14. 259.],0
p1,1,0.750233,0.101335,[ 17 139] ; [ 27 245],[ 16.03738318 139.96261682] ; [ 27.96261682 244.03738318],0
s6,1,0.764775,0.08953,[113  39] ; [202  65],[114.27207637  37.72792363] ; [200.72792363  66.27207637],0
n3,1,0.795418,0.067227,[25 11] ; [26 10],[25.5 10.5] ; [25.5 10.5],0
s7,1,0.83482,0.043482,[87 61] ; [152 102],[87.99004975 60.00995025] ; [151.00995025 102.99004975],0
b3,1,0.836667,0.042501,[36 53] ; [ 74 115],[35.21582734 53.78417266] ; [ 74.78417266 114.21582734],0
b2,1,0.836667,0.042501,[36 53] ; [ 74 115],[35.21582734 53.78417266] ; [ 74.78417266 114.21582734],0
a6,1,0.890166,0.01907,[107  49] ; [189  84],[107.63636364  48.36363636] ; [188.36363636  84.63636364],0
