Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.000775,11.300098,[75 18] ; [13 14],[68.2 24.8] ; [19.8  7.2],1
p9,1,0.000775,11.300098,[75 18] ; [13 14],[68.2 24.8] ; [19.8  7.2],1
b1,1,0.00264,9.041071,[31 64] ; [18 10],[37.84552846 57.15447154] ; [11.15447154 16.84552846],0
r3,1,0.00843,6.939844,[90  5] ; [22  6],[86.50406504  8.49593496] ; [25.49593496  2.50406504],0
v4,1,0.009016,6.81969,[92  2] ; [24  4],[89.37704918  4.62295082] ; [26.62295082  1.37704918],0
p3,1,0.013159,6.147581,[48 45] ; [ 7 21],[42.27272727 50.72727273] ; [12.72727273 15.27272727],0
a6,1,0.018983,5.503098,[64 31] ; [12 16],[58.69918699 36.30081301] ; [17.30081301 10.69918699],0
n2,1,0.030347,4.689532,[20  1] ; [11  5],[17.59459459  3.40540541] ; [13.40540541  2.59459459],0
v2,1,0.053801,3.718858,[48 40] ; [ 9 18],[43.6173913 44.3826087] ; [13.3826087 13.6173913],0
p2,1,0.054684,3.69171,[74 20] ; [17 11],[70.1147541 23.8852459] ; [20.8852459  7.1147541],0
r4,1,0.057434,3.609984,[91  4] ; [24  4],[88.82113821  6.17886179] ; [26.17886179  1.82113821],0
n3,1,0.057738,3.60119,[19  2] ; [9 5],[16.8  4.2] ; [11.2  2.8],0
p8,1,0.076265,3.142743,[48 43] ; [ 9 18],[43.95762712 47.04237288] ; [13.04237288 13.95762712],0
n1,1,0.117417,2.451444,[12  9] ; [ 5 11],[ 9.64864865 11.35135135] ; [7.35135135 8.64864865],0
a8,1,0.137153,2.209612,[ 8 79] ; [ 5 20],[10.09821429 76.90178571] ; [ 2.90178571 22.09821429],0
d2,1,0.187521,1.736991,[25 70] ; [ 4 24],[22.39837398 72.60162602] ; [ 6.60162602 21.39837398],0
r2,1,0.19172,1.704353,[91  4] ; [25  3],[89.59349593  5.40650407] ; [26.40650407  1.59349593],0
n6,1,0.217275,1.522278,[78 17] ; [20  8],[75.69105691 19.30894309] ; [22.30894309  5.69105691],0
p6,1,0.230774,1.436084,[32 61] ; [ 6 21],[29.45 63.55] ; [ 8.55 18.45],0
s3,1,0.273192,1.200651,[43 48] ; [16 11],[45.5 45.5] ; [13.5 13.5],0
s1,1,0.334777,0.930332,[ 5 86] ; [ 3 25],[ 6.11764706 84.88235294] ; [ 1.88235294 26.11764706],0
v1,1,0.334952,0.929658,[49 43] ; [12 16],[46.76666667 45.23333333] ; [14.23333333 13.76666667],0
a4,1,0.337543,0.919741,[26 68] ; [ 5 22],[24.08264463 69.91735537] ; [ 6.91735537 20.08264463],0
s4,1,0.356683,0.849538,[16 77] ; [ 7 21],[17.67768595 75.32231405] ; [ 5.32231405 22.67768595],0
u2,1,0.39659,0.718641,[20 21] ; [5 9],[18.63636364 22.36363636] ; [6.36363636 7.63636364],0
n4,1,0.404351,0.695347,[75 20] ; [20  8],[73.37398374 21.62601626] ; [21.62601626  6.37398374],0
s7,1,0.410688,0.676809,[36 52] ; [13 13],[37.8245614 50.1754386] ; [11.1754386 14.8245614],0
b2,1,0.446387,0.579809,[16 44] ; [ 3 14],[14.80519481 45.19480519] ; [ 4.19480519 12.80519481],0
b3,1,0.446387,0.579809,[16 44] ; [ 3 14],[14.80519481 45.19480519] ; [ 4.19480519 12.80519481],0
s6,1,0.453848,0.561024,[58 33] ; [20  8],[59.64705882 31.35294118] ; [18.35294118  9.64705882],0
p7,1,0.462889,0.538901,[55 37] ; [14 13],[53.34453782 38.65546218] ; [15.65546218 11.34453782],0
a7,1,0.479034,0.501062,[61 34] ; [20  8],[62.56097561 32.43902439] ; [18.43902439  9.56097561],0
s8,1,0.47912,0.500865,[33 60] ; [12 16],[34.58677686 58.41322314] ; [10.41322314 17.58677686],0
n5,1,0.490753,0.474875,[73 22] ; [19  8],[71.63934426 23.36065574] ; [20.36065574  6.63934426],0
b4,1,0.49943,0.456148,[51 44] ; [13 15],[49.43089431 45.56910569] ; [14.56910569 13.43089431],0
v3,1,0.50119,0.452416,[39 54] ; [ 9 17],[37.51260504 55.48739496] ; [10.48739496 15.51260504],0
b5,1,0.522204,0.409538,[54 41] ; [14 14],[52.5203252 42.4796748] ; [15.4796748 12.5203252],0
s5,1,0.566163,0.329145,[25 65] ; [ 6 21],[23.84615385 66.15384615] ; [ 7.15384615 19.84615385],0
a2,1,0.59592,0.281193,[10 85] ; [ 2 26],[ 9.26829268 85.73170732] ; [ 2.73170732 25.26829268],0
s2,1,0.601594,0.272598,[34 57] ; [12 16],[35.17647059 55.82352941] ; [10.82352941 17.17647059],0
a1,1,0.658487,0.195367,[ 2 93] ; [ 1 27],[ 2.31707317 92.68292683] ; [ 0.68292683 27.31707317],0
p4,1,0.691994,0.156936,[51 43] ; [14 14],[50.08196721 43.91803279] ; [14.91803279 13.08196721],0
u3,1,0.701511,0.146905,[21 20] ; [8 6],[21.61818182 19.38181818] ; [7.38181818 6.61818182],0
p1,1,0.704236,0.144103,[14 80] ; [ 5 23],[14.63934426 79.36065574] ; [ 4.36065574 23.63934426],0
a3,1,0.784988,0.074433,[54 41] ; [14 12],[53.38842975 41.61157025] ; [14.61157025 11.38842975],0
a5,1,0.814321,0.055157,[60 35] ; [17 11],[59.47154472 35.52845528] ; [17.52845528 10.47154472],0
p5,1,0.818104,0.052893,[12 82] ; [ 3 24],[11.65289256 82.34710744] ; [ 3.34710744 23.65289256],0
d3,1,0.879145,0.02312,[32 63] ; [ 9 19],[31.66666667 63.33333333] ; [ 9.33333333 18.66666667],0
d5,1,0.991608,0.000111,[44 51] ; [13 15],[44.02439024 50.97560976] ; [12.97560976 15.02439024],0
