Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,88.790638,[ 42 196] ; [193 147],[ 96.76470588 141.23529412] ; [138.23529412 201.76470588],1
v1,1,0.0,34.295059,[ 97 142] ; [224 120],[131.59348199 107.40651801] ; [189.40651801 154.59348199],1
r1,1,0.000733,11.403517,[195  46] ; [316  33],[208.73050847  32.26949153] ; [302.26949153  46.73050847],1
a5,1,0.001275,10.377827,[167  76] ; [281  69],[183.58178752  59.41821248] ; [264.41821248  85.58178752],0
p10,1,0.001538,10.032764,[183  57] ; [299  47],[197.40614334  42.59385666] ; [284.59385666  61.40614334],0
p12,1,0.005701,7.642604,[ 12 230] ; [ 40 307],[ 21.36502547 220.63497453] ; [ 30.63497453 316.36502547],0
d1,1,0.007673,7.108236,[137 106] ; [235 115],[152.43844857  90.56155143] ; [219.56155143 130.43844857],0
s7,1,0.009724,6.684754,[ 97 132] ; [178 155],[112.05516014 116.94483986] ; [162.94483986 170.05516014],0
p9,1,0.010619,6.528029,[193  45] ; [305  39],[203.64948454  34.35051546] ; [294.35051546  49.64948454],0
s8,1,0.011501,6.386292,[ 91 151] ; [166 179],[105.95229983 136.04770017] ; [151.04770017 193.95229983],0
p11,1,0.011584,6.373453,[179  64] ; [288  62],[191.36762226  51.63237774] ; [275.63237774  74.36762226],0
d3,1,0.012811,6.194968,[176  66] ; [284  65],[188.35871404  53.64128596] ; [271.64128596  77.35871404],0
p3,1,0.013974,6.041426,[109 133] ; [192 155],[123.67062818 118.32937182] ; [177.32937182 169.67062818],0
u1,1,0.014151,6.019223,[ 43 200] ; [ 92 258],[ 55.32040472 187.67959528] ; [ 79.67959528 270.32040472],0
a6,1,0.018359,5.561535,[177  65] ; [283  65],[188.6779661  53.3220339] ; [271.3220339  76.6779661],0
a3,1,0.039554,4.236899,[163  78] ; [263  86],[174.01016949  66.98983051] ; [251.98983051  97.01016949],0
s1,1,0.04732,3.93398,[ 12 227] ; [  7 335],[  7.81583477 231.18416523] ; [ 11.18416523 330.81583477],0
p7,1,0.061216,3.504137,[142  96] ; [228 111],[152.6169844  85.3830156] ; [217.3830156 121.6169844],0
a2,1,0.081015,3.04443,[ 61 182] ; [111 239],[ 70.48229342 172.51770658] ; [101.51770658 248.48229342],0
d2,1,0.082861,3.007876,[109 133] ; [182 166],[119.35932203 122.64067797] ; [171.64067797 176.35932203],0
p6,1,0.088826,2.89552,[ 82 160] ; [140 203],[ 91.83589744 150.16410256] ; [130.16410256 212.83589744],0
n5,1,0.091323,2.850888,[172  71] ; [267  80],[180.80847458  62.19152542] ; [258.19152542  88.80847458],0
s4,1,0.0996,2.711943,[ 46 192] ; [ 49 296],[ 38.78216123 199.21783877] ; [ 56.21783877 288.78216123],0
b1,1,0.107994,2.583332,[ 94 149] ; [113 237],[ 84.82462057 158.17537943] ; [122.17537943 227.82462057],0
r3,1,0.122409,2.386218,[235   7] ; [345   4],[237.49576988   4.50423012] ; [342.50423012   6.49576988],0
n6,1,0.139297,2.18571,[204  39] ; [306  41],[210.05084746  32.94915254] ; [299.94915254  47.05084746],0
p4,1,0.166857,1.91096,[145  97] ; [226 119],[152.95059625  89.04940375] ; [218.04940375 126.95059625],0
a4,1,0.172827,1.858246,[100 142] ; [164 185],[108.10152284 133.89847716] ; [155.89847716 193.10152284],0
a1,1,0.177597,1.817616,[  7 236] ; [ 18 332],[ 10.24451939 232.75548061] ; [ 14.75548061 335.24451939],0
b4,1,0.203059,1.620237,[138 105] ; [217 133],[145.47217538  97.52782462] ; [209.52782462 140.47217538],0
p8,1,0.207988,1.585374,[124 117] ; [194 148],[131.45454545 109.54545455] ; [186.54545455 155.45454545],0
d4,1,0.272179,1.205734,[200  42] ; [300  49],[204.73773266  37.26226734] ; [295.26226734  53.73773266],0
d5,1,0.302162,1.064627,[196  46] ; [294  55],[200.642978  41.357022] ; [289.357022  59.642978],0
s5,1,0.319503,0.99098,[ 73 163] ; [118 220],[ 78.52961672 157.47038328] ; [112.47038328 225.52961672],0
p5,1,0.336174,0.924967,[ 23 218] ; [ 42 306],[ 26.5959253 214.4040747] ; [ 38.4040747 309.5959253],0
r2,1,0.348288,0.879686,[235   6] ; [345   5],[236.5143824   4.4856176] ; [343.4856176   6.5143824],0
u3,1,0.396283,0.719577,[54 25] ; [54 33],[51.39759036 27.60240964] ; [56.60240964 30.39759036],0
n2,1,0.426469,0.63242,[40 17] ; [46 14],[41.8974359 15.1025641] ; [44.1025641 15.8974359],0
p2,1,0.446218,0.580242,[204  39] ; [300  48],[207.2284264  35.7715736] ; [296.7715736  51.2284264],0
a8,1,0.448063,0.575547,[ 31 194] ; [ 49 254],[ 34.09090909 190.90909091] ; [ 45.90909091 257.09090909],0
n1,1,0.452362,0.564726,[23 32] ; [21 39],[21.04347826 33.95652174] ; [22.95652174 37.04347826],0
s6,1,0.456732,0.553892,[161  78] ; [241 102],[165.08247423  73.91752577] ; [236.91752577 106.08247423],0
b5,1,0.461386,0.542529,[164  79] ; [226 124],[159.81450253  83.18549747] ; [230.18549747 119.81450253],0
n4,1,0.498771,0.45755,[185  57] ; [275  74],[188.35871404  53.64128596] ; [271.64128596  77.35871404],0
s3,1,0.567117,0.32753,[130 110] ; [194 149],[133.37907376 106.62092624] ; [190.62092624 152.37907376],0
u4,1,0.753428,0.098673,[  4 239] ; [  7 343],[  4.50758853 238.49241147] ; [  6.49241147 343.50758853],0
s2,1,0.809423,0.058163,[124 117] ; [181 164],[125.43515358 115.56484642] ; [179.56484642 165.43515358],0
v4,1,0.884963,0.020933,[237   6] ; [342   8],[237.26306914   5.73693086] ; [341.73693086   8.26306914],0
u2,1,0.92147,0.009718,[46 33] ; [50 37],[45.68674699 33.31325301] ; [50.31325301 36.68674699],0
b2,1,0.924292,0.00903,[50 94] ; [ 75 138],[50.42016807 93.57983193] ; [ 74.57983193 138.42016807],0
b3,1,0.924292,0.00903,[50 94] ; [ 75 138],[50.42016807 93.57983193] ; [ 74.57983193 138.42016807],0
p1,1,0.93485,0.006682,[ 21 220] ; [ 31 317],[ 21.27674024 219.72325976] ; [ 30.72325976 317.27674024],0
n3,1,0.973046,0.001142,[43 13] ; [47 14],[43.07692308 12.92307692] ; [46.92307692 14.07692308],0
