Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,39.168828,[ 10 112] ; [32 35],[27.11111111 94.88888889] ; [14.88888889 52.11111111],1
r1,1,0.000348,12.793749,[61 65] ; [51 17],[72.74226804 53.25773196] ; [39.25773196 28.74226804],1
r4,1,0.001196,10.496587,[75 51] ; [56 12],[85.08247423 40.91752577] ; [45.91752577 22.08247423],0
r3,1,0.001303,10.338108,[92 34] ; [62  5],[100.5388601  25.4611399] ; [53.4611399 13.5388601],0
p11,1,0.002079,9.478145,[68 58] ; [52 16],[77.93814433 48.06185567] ; [42.06185567 25.93814433],0
r2,1,0.006153,7.505031,[97 26] ; [63  4],[103.57894737  19.42105263] ; [56.42105263 10.57894737],0
d1,1,0.010749,6.506301,[50 76] ; [40 28],[58.45360825 67.54639175] ; [31.54639175 36.45360825],0
v4,1,0.018029,5.593375,[97 28] ; [62  6],[102.97927461  22.02072539] ; [56.02072539 11.97927461],0
n4,1,0.024187,5.081175,[72 54] ; [50 18],[79.2371134 46.7628866] ; [42.7628866 25.2371134],0
d5,1,0.026416,4.928607,[80 45] ; [54 14],[86.78756477 38.21243523] ; [47.21243523 20.78756477],0
p7,1,0.029873,4.716569,[46 77] ; [36 31],[53.08421053 69.91578947] ; [28.91578947 38.08421053],0
p10,1,0.041016,4.175348,[65 59] ; [46 22],[71.6875 52.3125] ; [39.3125 28.6875],0
d4,1,0.041251,4.16567,[84 42] ; [54 13],[90.09326425 35.90673575] ; [47.90673575 19.09326425],0
a3,1,0.047013,3.944923,[70 55] ; [48 20],[76.42487047 48.57512953] ; [41.57512953 26.42487047],0
a5,1,0.063881,3.433651,[66 60] ; [45 23],[72.09278351 53.90721649] ; [38.90721649 29.09278351],0
s8,1,0.086036,2.947015,[ 13 113] ; [13 55],[ 16.88659794 109.11340206] ; [ 9.11340206 58.88659794],0
n6,1,0.094264,2.800005,[81 44] ; [52 16],[86.13989637 38.86010363] ; [46.86010363 21.13989637],0
b5,1,0.095785,2.774353,[75 51] ; [32 36],[69.49484536 56.50515464] ; [37.50515464 30.49484536],0
s5,1,0.11523,2.480985,[  7 115] ; [ 8 57],[  9.78609626 112.21390374] ; [ 5.21390374 59.78609626],0
n3,1,0.140126,2.176572,[28 22] ; [15  5],[30.71428571 19.28571429] ; [12.28571429  7.71428571],0
a8,1,0.166339,1.915631,[ 13 105] ; [ 3 59],[ 10.48888889 107.51111111] ; [ 5.51111111 56.48888889],0
p2,1,0.195005,1.679396,[74 50] ; [47 21],[78.14583333 45.85416667] ; [42.85416667 25.14583333],0
p6,1,0.222865,1.485826,[28 96] ; [10 56],[24.8 99.2] ; [13.2 52.8],0
a7,1,0.237758,1.393837,[77 48] ; [47 20],[80.72916667 44.27083333] ; [43.27083333 23.72916667],0
s1,1,0.243827,1.358333,[  6 119] ; [ 1 66],[  4.55729167 120.44270833] ; [ 2.44270833 64.55729167],0
p9,1,0.25203,1.312015,[71 52] ; [45 23],[74.70157068 48.29842932] ; [41.29842932 26.70157068],0
n1,1,0.273923,1.196995,[18 34] ; [ 4 15],[16.11267606 35.88732394] ; [ 5.88732394 13.11267606],0
p4,1,0.284199,1.146901,[36 89] ; [24 42],[39.26701571 85.73298429] ; [20.73298429 45.26701571],0
p8,1,0.288442,1.126881,[39 86] ; [26 41],[42.31770833 82.68229167] ; [22.68229167 44.31770833],0
b4,1,0.295706,1.093461,[68 58] ; [42 26],[71.44329897 54.55670103] ; [38.55670103 29.44329897],0
u1,1,0.326329,0.963411,[  8 118] ; [ 7 61],[  9.74226804 116.25773196] ; [ 5.25773196 62.74226804],0
d3,1,0.360957,0.834559,[70 54] ; [43 25],[72.97916667 51.02083333] ; [40.02083333 27.97916667],0
a1,1,0.40878,0.682345,[  7 119] ; [ 2 66],[  5.84536082 120.15463918] ; [ 3.15463918 64.84536082],0
u3,1,0.463065,0.538476,[20 36] ; [ 9 11],[21.36842105 34.63157895] ; [ 7.63157895 12.36842105],0
p3,1,0.507549,0.439117,[33 92] ; [21 47],[34.97409326 90.02590674] ; [19.02590674 48.97409326],0
n2,1,0.515508,0.42287,[30 23] ; [13  7],[31.21917808 21.78082192] ; [11.78082192  8.21917808],0
s2,1,0.55202,0.35371,[ 18 107] ; [12 56],[ 19.43005181 105.56994819] ; [10.56994819 57.43005181],0
a6,1,0.555638,0.347313,[78 48] ; [45 23],[79.88659794 46.11340206] ; [43.11340206 24.88659794],0
s4,1,0.609893,0.260331,[ 12 114] ; [ 5 63],[ 11.04123711 114.95876289] ; [ 5.95876289 62.04123711],0
b1,1,0.680853,0.169167,[52 74] ; [26 42],[50.65979381 75.34020619] ; [27.34020619 40.65979381],0
s7,1,0.706813,0.141481,[22 98] ; [13 50],[22.95081967 97.04918033] ; [12.04918033 50.95081967],0
p1,1,0.715872,0.132482,[ 11 113] ; [ 5 63],[ 10.33333333 113.66666667] ; [ 5.66666667 62.33333333],0
a4,1,0.758372,0.09463,[45 80] ; [26 42],[45.98445596 79.01554404] ; [25.01554404 42.98445596],0
a2,1,0.840187,0.040664,[ 19 107] ; [11 57],[ 19.48453608 106.51546392] ; [10.51546392 57.48453608],0
d2,1,0.899021,0.016103,[53 71] ; [28 39],[52.58638743 71.41361257] ; [28.41361257 38.58638743],0
n5,1,0.906088,0.013918,[72 53] ; [38 29],[71.61458333 53.38541667] ; [38.38541667 28.61458333],0
u2,1,0.943432,0.005035,[26 30] ; [ 9 10],[26.13333333 29.86666667] ; [ 8.86666667 10.13333333],0
s3,1,0.954757,0.003219,[31 93] ; [17 50],[31.16230366 92.83769634] ; [16.83769634 50.16230366],0
b2,1,0.988488,0.000208,[26 48] ; [14 26],[25.96491228 48.03508772] ; [14.03508772 25.96491228],0
b3,1,0.988488,0.000208,[26 48] ; [14 26],[25.96491228 48.03508772] ; [14.03508772 25.96491228],0
