Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,1e-06,24.140983,[74 50] ; [ 50 113],[53.57491289 70.42508711] ; [70.42508711 92.57491289],1
n4,1,0.250197,1.322205,[98 28] ; [120  47],[93.74744027 32.25255973] ; [124.25255973  42.74744027],0
p12,1,0.278182,1.175948,[  7 119] ; [  5 161],[  5.17808219 120.82191781] ; [  6.82191781 159.17808219],0
s2,1,0.312534,1.019936,[68 59] ; [79 87],[63.71672355 63.28327645] ; [83.28327645 82.71672355],0
s3,1,0.315388,1.007978,[64 63] ; [94 73],[68.25170068 58.74829932] ; [89.74829932 77.25170068],0
b4,1,0.322279,0.979677,[81 46] ; [97 70],[76.89115646 50.10884354] ; [101.10884354  65.89115646],0
u1,1,0.330616,0.946485,[36 91] ; [ 39 128],[32.39795918 94.60204082] ; [ 42.60204082 124.39795918],0
n3,1,0.347281,0.883369,[19  7] ; [35 21],[17.12195122  8.87804878] ; [36.87804878 19.12195122],0
d3,1,0.427321,0.630093,[112  15] ; [152  15],[114.04081633  12.95918367] ; [149.95918367  17.04081633],0
a1,1,0.544016,0.368147,[  3 124] ; [  6 161],[  3.8877551 123.1122449] ; [  5.1122449 161.8877551],0
d4,1,0.617072,0.250005,[125   2] ; [162   4],[124.39931741   2.60068259] ; [162.60068259   3.39931741],0
p1,1,0.624264,0.23992,[  8 119] ; [ 13 154],[  9.07142857 117.92857143] ; [ 11.92857143 155.07142857],0
u3,1,0.681393,0.168562,[15  8] ; [24 16],[14.23809524  8.76190476] ; [24.76190476 15.23809524],0
d5,1,0.693709,0.1551,[123   4] ; [163   4],[123.54421769   3.45578231] ; [162.45578231   4.54421769],0
s7,1,0.700725,0.147718,[54 69] ; [73 85],[55.59074733 67.40925267] ; [71.40925267 86.59074733],0
s4,1,0.712834,0.135462,[27 97] ; [ 33 132],[25.74394464 98.25605536] ; [ 34.25605536 130.74394464],0
u2,1,0.746096,0.104841,[12 11] ; [22 17],[12.61290323 10.38709677] ; [21.38709677 17.61290323],0
u4,1,0.782125,0.07648,[  2 125] ; [  2 165],[  1.72789116 125.27210884] ; [  2.27210884 164.72789116],0
a6,1,0.794216,0.068038,[93 34] ; [120  47],[92.01020408 34.98979592] ; [120.98979592  46.01020408],0
d2,1,0.877668,0.023693,[90 37] ; [119  47],[90.59044369 36.40955631] ; [118.40955631  47.59044369],0
r2,1,0.879469,0.022996,[122   5] ; [156   7],[121.74482759   5.25517241] ; [156.25517241   6.74482759],0
b1,1,0.952811,0.003502,[49 78] ; [ 65 102],[49.24489796 77.75510204] ; [ 64.75510204 102.24489796],0
