Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,9.7e-05,15.195391,[ 5 30] ; [31 25],[13.84615385 21.15384615] ; [22.15384615 33.84615385],1
r4,1,0.382747,0.76186,[34  1] ; [52  4],[33.07692308  1.92307692] ; [52.92307692  3.07692308],0
b1,1,0.383851,0.758333,[13 22] ; [26 30],[15. 20.] ; [24. 32.],0
v3,1,0.429828,0.623287,[14 19] ; [18 35],[12.27906977 20.72093023] ; [19.72093023 33.27906977],0
d2,1,0.437687,0.60234,[19 16] ; [35 21],[20.76923077 14.23076923] ; [33.23076923 22.76923077],0
n4,1,0.438779,0.599473,[25 10] ; [44 12],[26.53846154  8.46153846] ; [42.46153846 13.53846154],0
r1,1,0.552555,0.35276,[29  5] ; [45 11],[27.95555556  6.04444444] ; [46.04444444  9.95555556],0
r2,1,0.559837,0.339987,[33  2] ; [50  5],[32.27777778  2.72222222] ; [50.72222222  4.27777778],0
d4,1,0.560207,0.339346,[27  8] ; [46 10],[28.07692308  6.92307692] ; [44.92307692 11.07692308],0
p5,1,0.571409,0.32033,[ 1 34] ; [ 3 53],[ 1.53846154 33.46153846] ; [ 2.46153846 53.53846154],0
p12,1,0.600869,0.273688,[ 2 32] ; [ 5 51],[ 2.64444444 31.35555556] ; [ 4.35555556 51.64444444],0
a2,1,0.617558,0.249315,[ 6 29] ; [12 44],[ 6.92307692 28.07692308] ; [11.07692308 44.92307692],0
s2,1,0.624728,0.239278,[15 20] ; [26 28],[16.12359551 18.87640449] ; [24.87640449 29.12359551],0
n3,1,0.628745,0.233766,[5 4] ; [6 3],[5.5 3.5] ; [5.5 3.5],0
a3,1,0.631463,0.230083,[23 12] ; [34 22],[21.92307692 13.07692308] ; [35.07692308 20.92307692],0
p10,1,0.631972,0.229396,[28  7] ; [47  9],[28.84615385  6.15384615] ; [46.15384615  9.84615385],0
s5,1,0.662574,0.190412,[10 21] ; [15 39],[ 9.11764706 21.88235294] ; [15.88235294 38.11764706],0
u3,1,0.664001,0.1887,[8 4] ; [13  9],[7.41176471 4.58823529] ; [13.58823529  8.41176471],0
s6,1,0.70428,0.144058,[23 11] ; [40 16],[23.8 10.2] ; [39.2 16.8],0
a7,1,0.744446,0.106257,[25 10] ; [41 14],[25.66666667  9.33333333] ; [40.33333333 14.66666667],0
v4,1,0.789349,0.071373,[33  2] ; [52  4],[32.69230769  2.30769231] ; [52.30769231  3.69230769],0
p11,1,0.806504,0.059995,[30  5] ; [49  7],[30.38461538  4.61538462] ; [48.61538462  7.38461538],0
s1,1,0.87944,0.023007,[ 1 32] ; [ 2 53],[ 1.125 31.875] ; [ 1.875 53.125],0
s3,1,0.882797,0.021734,[20 15] ; [30 24],[19.66292135 15.33707865] ; [30.33707865 23.66292135],0
a6,1,0.890316,0.019018,[22 13] ; [36 20],[22.30769231 12.69230769] ; [35.69230769 20.30769231],0
a8,1,0.931536,0.007381,[ 5 29] ; [ 8 44],[ 5.13953488 28.86046512] ; [ 7.86046512 44.13953488],0
a5,1,0.939198,0.005818,[26  9] ; [42 14],[26.15384615  8.84615385] ; [41.84615385 14.15384615],0
v2,1,0.978952,0.000696,[17 15] ; [28 25],[16.94117647 15.05882353] ; [28.05882353 24.94117647],0
d5,1,1.0,0.0,[30  5] ; [48  8],[30.  5.] ; [48.  8.],0
