Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,9.7e-05,15.195391,[ 5 30] ; [31 25],[13.84615385 21.15384615] ; [22.15384615 33.84615385],1
p3,1,0.000946,10.930037,[12 23] ; [39 17],[19.61538462 15.38461538] ; [31.38461538 24.61538462],1
p8,1,0.003447,8.554428,[13 21] ; [39 17],[19.64444444 14.35555556] ; [32.35555556 23.64444444],0
b3,1,0.017931,5.602845,[ 5 18] ; [19 17],[ 9.3559322 13.6440678] ; [14.6440678 21.3559322],0
b2,1,0.017931,5.602845,[ 5 18] ; [19 17],[ 9.3559322 13.6440678] ; [14.6440678 21.3559322],0
p7,1,0.018861,5.514366,[16 17] ; [41 15],[21.13483146 11.86516854] ; [35.86516854 20.13483146],0
p2,1,0.064704,3.4125,[27  8] ; [51  5],[30.  5.] ; [48.  8.],0
n5,1,0.090821,2.859769,[19 15] ; [41 15],[22.66666667 11.33333333] ; [37.33333333 18.66666667],0
s4,1,0.107791,2.586316,[ 3 32] ; [12 44],[ 5.76923077 29.23076923] ; [ 9.23076923 46.76923077],0
d1,1,0.112595,2.517418,[20 15] ; [41 15],[23.46153846 11.53846154] ; [37.53846154 18.46153846],0
b4,1,0.138213,2.19774,[19 16] ; [39 17],[22.30769231 12.69230769] ; [35.69230769 20.30769231],0
v1,1,0.235215,1.409044,[15 17] ; [33 22],[17.65517241 14.34482759] ; [30.34482759 24.65517241],0
n2,1,0.2524,1.309972,[8 2] ; [5 4],[6.84210526 3.15789474] ; [6.15789474 2.84210526],0
a4,1,0.297462,1.085539,[17 18] ; [21 35],[14.61538462 20.38461538] ; [23.38461538 32.61538462],0
d3,1,0.301002,1.069749,[20 15] ; [38 18],[22.30769231 12.69230769] ; [35.69230769 20.30769231],0
u1,1,0.303602,1.058307,[ 3 32] ; [ 9 47],[ 4.61538462 30.38461538] ; [ 7.38461538 48.61538462],0
a1,1,0.307192,1.042708,[ 2 33] ; [ 1 55],[ 1.15384615 33.84615385] ; [ 1.84615385 54.15384615],0
r3,1,0.307192,1.042708,[33  2] ; [55  1],[33.84615385  1.15384615] ; [54.15384615  1.84615385],0
n1,1,0.317311,1.0,[4 5] ; [2 7],[3. 6.] ; [3. 6.],0
b5,1,0.327794,0.957595,[23 12] ; [31 25],[20.76923077 14.23076923] ; [33.23076923 22.76923077],0
p9,1,0.334686,0.930682,[28  7] ; [49  7],[29.61538462  5.38461538] ; [47.38461538  8.61538462],0
u2,1,0.349615,0.874854,[8 4] ; [11 11],[6.70588235 5.29411765] ; [12.29411765  9.70588235],0
n6,1,0.378545,0.775423,[29  6] ; [42 14],[27.30769231  7.69230769] ; [43.69230769 12.30769231],0
p1,1,0.382747,0.76186,[ 1 34] ; [ 4 52],[ 1.92307692 33.07692308] ; [ 3.07692308 52.92307692],0
