Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,90.625973,[26 75] ; [175  41],[64.04100946 36.95899054] ; [136.95899054  79.04100946],1
a5,1,0.0,27.829019,[48 53] ; [169  50],[68.490625 32.509375] ; [148.509375  70.490625],1
a4,1,6e-06,20.408397,[22 79] ; [106 113],[40.4 60.6] ; [ 87.6 131.4],1
n6,1,8e-06,19.970284,[63 38] ; [184  33],[78.44968553 22.55031447] ; [168.55031447  48.44968553],1
s7,1,0.000112,14.92923,[24 73] ; [100 108],[39.43606557 57.56393443] ; [ 84.56393443 123.43606557],1
a2,1,0.000309,13.017609,[12 89] ; [ 67 152],[24.934375 76.065625] ; [ 54.065625 164.934375],1
d2,1,0.000773,11.3051,[32 69] ; [113 105],[45.90909091 55.09090909] ; [ 99.09090909 118.90909091],1
r4,1,0.001843,9.699472,[77 24] ; [196  23],[86.165625 14.834375] ; [186.834375  32.165625],0
a3,1,0.001865,9.677556,[57 44] ; [161  57],[69.02194357 31.97805643] ; [148.97805643  69.02194357],0
a8,1,0.003435,8.560474,[ 4 90] ; [ 33 169],[11.75 82.25] ; [ 25.25 176.75],0
p3,1,0.006804,7.324051,[28 73] ; [ 95 123],[38.94357367 62.05642633] ; [ 84.05642633 133.94357367],0
u1,1,0.007697,7.1027,[ 9 92] ; [ 46 173],[17.359375 83.640625] ; [ 37.640625 181.359375],0
p11,1,0.010604,6.530538,[62 39] ; [165  54],[71.646875 29.353125] ; [155.353125  63.646875],0
r1,1,0.014949,5.922413,[69 31] ; [178  41],[77.42946708 22.57053292] ; [169.57053292  49.42946708],0
a6,1,0.015314,5.879929,[68 33] ; [174  44],[76.62068966 24.37931034] ; [165.37931034  52.62068966],0
n2,1,0.016513,5.747448,[19 17] ; [43 13],[24.26086957 11.73913043] ; [37.73913043 18.26086957],0
s4,1,0.019043,5.497546,[26 75] ; [ 32 184],[18.47949527 82.52050473] ; [ 39.52050473 176.47949527],0
p6,1,0.024151,5.08373,[19 82] ; [ 67 150],[27.31446541 73.68553459] ; [ 58.68553459 158.31446541],0
d5,1,0.024974,5.025662,[74 27] ; [183  35],[81.36990596 19.63009404] ; [175.63009404  42.36990596],0
a1,1,0.02541,4.995753,[  1 100] ; [ 15 204],[ 5.05 95.95] ; [ 10.95 208.05],0
r2,1,0.026017,4.954921,[88 13] ; [202  12],[92.98412698  8.01587302] ; [197.01587302  16.98412698],0
p4,1,0.0298,4.720774,[41 60] ; [117 101],[50.02507837 50.97492163] ; [107.97492163 110.02507837],0
p1,1,0.032178,4.588962,[ 2 98] ; [ 18 199],[ 6.30914826 93.69085174] ; [ 13.69085174 203.30914826],0
