Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,2e-06,22.591917,[20 98] ; [16 10],[29.5 88.5] ; [ 6.5 19.5],1
p11,1,0.276598,1.18373,[57 67] ; [15 11],[59.52 64.48] ; [12.48 13.52],0
b1,1,0.356337,0.850762,[60 64] ; [10 16],[57.86666667 66.13333333] ; [12.13333333 13.86666667],0
p1,1,0.638786,0.220334,[  8 116] ; [ 1 24],[  7.48993289 116.51006711] ; [ 1.51006711 23.48993289],0
p9,1,0.969574,0.001455,[59 58] ; [12 12],[58.91489362 58.08510638] ; [12.08510638 11.91489362],0
