Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.000381,12.623315,[ 5 26] ; [7 2],[ 9.3 21.7] ; [2.7 6.3],1
p3,1,0.00458,8.038232,[ 8 23] ; [7 2],[11.625 19.375] ; [3.375 5.625],0
s3,1,0.004737,7.977291,[11 20] ; [8 1],[14.725 16.275] ; [4.275 4.725],0
s6,1,0.005586,7.679183,[ 9 22] ; [6 1],[12.23684211 18.76315789] ; [2.76315789 4.23684211],0
a2,1,0.008038,7.02509,[ 1 30] ; [3 6],[ 3.1 27.9] ; [0.9 8.1],0
p4,1,0.012923,6.179579,[ 7 24] ; [6 3],[10.075 20.925] ; [2.925 6.075],0
p2,1,0.024753,5.041092,[11 20] ; [7 2],[13.95 17.05] ; [4.05 4.95],0
v2,1,0.024753,5.041092,[11 20] ; [7 2],[13.95 17.05] ; [4.05 4.95],0
s2,1,0.032259,4.584668,[ 6 25] ; [5 4],[ 8.525 22.475] ; [2.475 6.525],0
s5,1,0.048792,3.882503,[ 5 25] ; [4 4],[ 7.10526316 22.89473684] ; [1.89473684 6.10526316],0
p9,1,0.05833,3.584229,[13 18] ; [7 2],[15.5 15.5] ; [4.5 4.5],0
u3,1,0.064458,3.418803,[ 2 11] ; [2 1],[3.25 9.75] ; [0.75 2.25],0
s8,1,0.080175,3.061354,[ 3 28] ; [3 6],[ 4.65 26.35] ; [1.35 7.65],0
a5,1,0.084532,2.975539,[14 17] ; [7 2],[16.275 14.725] ; [4.725 4.275],0
a6,1,0.084532,2.975539,[14 17] ; [7 2],[16.275 14.725] ; [4.725 4.275],0
v1,1,0.093452,2.813875,[ 8 23] ; [5 4],[10.075 20.925] ; [2.925 6.075],0
b5,1,0.095726,2.775349,[11 20] ; [6 3],[13.175 17.825] ; [3.825 5.175],0
p10,1,0.095726,2.775349,[11 20] ; [6 3],[13.175 17.825] ; [3.825 5.175],0
d2,1,0.100582,2.696296,[14 16] ; [7 2],[16.15384615 13.84615385] ; [4.84615385 4.15384615],0
s7,1,0.156526,2.007475,[ 7 22] ; [4 4],[ 8.62162162 20.37837838] ; [2.37837838 5.62162162],0
b1,1,0.162156,1.954001,[16 15] ; [7 2],[17.825 13.175] ; [5.175 3.825],0
r4,1,0.190891,1.710728,[13 18] ; [6 3],[14.725 16.275] ; [4.275 4.725],0
n6,1,0.292425,1.108421,[14 16] ; [6 3],[15.38461538 14.61538462] ; [4.61538462 4.38461538],0
p5,1,0.33931,0.913035,[ 1 30] ; [1 8],[ 1.55 29.45] ; [0.45 8.55],0
n4,1,0.361282,0.833432,[19 12] ; [7 2],[20.15 10.85] ; [5.85 3.15],0
b4,1,0.368126,0.809981,[19 12] ; [4 5],[17.825 13.175] ; [5.175 3.825],0
a4,1,0.420113,0.65,[ 9 21] ; [4 5],[10. 20.] ; [3. 6.],0
n3,1,0.437558,0.602679,[5 7] ; [2 1],[5.6 6.4] ; [1.4 1.6],0
d3,1,0.469654,0.522791,[18 13] ; [4 5],[17.05 13.95] ; [4.95 4.05],0
n1,1,0.521839,0.410256,[7 6] ; [1 2],[6.5 6.5] ; [1.5 1.5],0
p11,1,0.527447,0.399307,[14 17] ; [3 6],[13.175 17.825] ; [3.825 5.175],0
p8,1,0.546788,0.363103,[ 7 23] ; [3 6],[ 7.69230769 22.30769231] ; [2.30769231 6.69230769],0
d4,1,0.563005,0.334528,[21 10] ; [7 2],[21.7  9.3] ; [6.3 2.7],0
d1,1,0.582513,0.302189,[14 17] ; [5 4],[14.725 16.275] ; [4.275 4.725],0
a3,1,0.642835,0.215054,[18 13] ; [6 3],[18.6 12.4] ; [5.4 3.6],0
d5,1,0.656178,0.1982,[23  8] ; [6 3],[22.475  8.525] ; [6.525 2.475],0
a8,1,0.660768,0.192593,[ 2 28] ; [1 8],[ 2.30769231 27.69230769] ; [0.69230769 8.30769231],0
s4,1,0.671918,0.179367,[ 5 26] ; [2 7],[ 5.425 25.575] ; [1.575 7.425],0
u2,1,0.711531,0.136752,[ 3 10] ; [1 2],[3.25 9.75] ; [0.75 2.25],0
n5,1,0.769297,0.086022,[19 12] ; [6 3],[19.375 11.625] ; [5.625 3.375],0
a7,1,0.834828,0.043478,[16 15] ; [5 4],[16.275 14.725] ; [4.725 4.275],0
r1,1,0.834828,0.043478,[16 15] ; [5 4],[16.275 14.725] ; [4.725 4.275],0
p1,1,0.886201,0.020481,[ 4 27] ; [1 8],[ 3.875 27.125] ; [1.125 7.875],0
s1,1,0.899563,0.01593,[ 3 28] ; [1 8],[ 3.1 27.9] ; [0.9 8.1],0
v3,1,0.962853,0.002169,[ 8 23] ; [2 6],[ 7.94871795 23.05128205] ; [2.05128205 5.94871795],0
b2,1,0.972542,0.001185,[ 8 11] ; [3 4],[ 8.03846154 10.96153846] ; [2.96153846 4.03846154],0
b3,1,0.972542,0.001185,[ 8 11] ; [3 4],[ 8.03846154 10.96153846] ; [2.96153846 4.03846154],0
