Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,32.747324,[ 3 23] ; [58 19],[15.39805825 10.60194175] ; [45.60194175 31.39805825],1
r3,1,0.0,26.649393,[ 8 18] ; [64 12],[18.35294118  7.64705882] ; [53.64705882 22.35294118],1
r2,1,8.1e-05,15.546051,[14 11] ; [69  7],[20.54455446  4.45544554] ; [62.45544554 13.54455446],1
p2,1,0.000812,11.213843,[ 6 20] ; [47 30],[13.37864078 12.62135922] ; [39.62135922 37.37864078],1
p11,1,0.000817,11.20126,[ 5 21] ; [44 33],[12.36893204 13.63106796] ; [36.63106796 40.36893204],1
n6,1,0.001231,10.442904,[ 7 18] ; [50 27],[13.97058824 11.02941176] ; [43.02941176 33.97058824],0
r1,1,0.00164,9.914612,[10 16] ; [56 21],[16.66019417  9.33980583] ; [49.33980583 27.66019417],0
v2,1,0.002372,9.236466,[ 3 23] ; [34 42],[ 9.43137255 16.56862745] ; [27.56862745 48.43137255],0
a1,1,0.016087,5.793354,[ 4 22] ; [ 2 75],[ 1.51456311 24.48543689] ; [ 4.48543689 72.51456311],0
v3,1,0.023614,5.122734,[ 2 24] ; [22 52],[ 6.24 19.76] ; [17.76 56.24],0
u2,1,0.025748,4.972874,[ 2 11] ; [16 15],[5.31818182 7.68181818] ; [12.68181818 18.31818182],0
n2,1,0.030329,4.690524,[ 5 11] ; [20 11],[8.5106383 7.4893617] ; [16.4893617 14.5106383],0
n3,1,0.033895,4.5,[ 5 10] ; [20 10],[8.33333333 6.66666667] ; [16.66666667 13.33333333],0
p7,1,0.050861,3.812844,[ 6 20] ; [34 42],[10.19607843 15.80392157] ; [29.80392157 46.19607843],0
d5,1,0.06271,3.464224,[13 13] ; [54 23],[16.91262136  9.08737864] ; [50.08737864 26.91262136],0
a7,1,0.082561,3.01375,[11 15] ; [47 29],[14.78431373 11.21568627] ; [43.21568627 32.78431373],0
p4,1,0.087538,2.91907,[ 4 22] ; [25 51],[ 7.39215686 18.60784314] ; [21.60784314 54.39215686],0
a6,1,0.09073,2.861365,[12 14] ; [50 27],[15.65048544 10.34951456] ; [46.34951456 30.65048544],0
p8,1,0.117782,2.446573,[ 3 22] ; [21 56],[ 5.88235294 19.11764706] ; [18.11764706 58.88235294],0
a5,1,0.122116,2.389964,[11 15] ; [46 31],[14.38834951 11.61165049] ; [42.61165049 34.38834951],0
p10,1,0.126467,2.335345,[ 3 23] ; [20 57],[ 5.80582524 20.19417476] ; [17.19417476 59.80582524],0
v1,1,0.146474,2.108588,[ 4 22] ; [23 54],[ 6.81553398 19.18446602] ; [20.18446602 56.81553398],0
p3,1,0.160966,1.965124,[ 4 22] ; [22 53],[ 6.69306931 19.30693069] ; [19.30693069 55.69306931],0
s1,1,0.171798,1.86718,[ 4 22] ; [ 5 71],[ 2.29411765 23.70588235] ; [ 6.70588235 69.29411765],0
b5,1,0.192143,1.701106,[ 9 17] ; [38 39],[11.86407767 14.13592233] ; [35.13592233 41.86407767],0
p6,1,0.207712,1.587302,[ 2 23] ; [14 61],[ 4. 21.] ; [12. 63.],0
b2,1,0.260522,1.265982,[ 8 10] ; [13 31],[ 6.09677419 11.90322581] ; [14.90322581 29.09677419],0
b3,1,0.260522,1.265982,[ 8 10] ; [13 31],[ 6.09677419 11.90322581] ; [14.90322581 29.09677419],0
a2,1,0.309974,1.030788,[ 2 24] ; [12 65],[ 3.53398058 22.46601942] ; [10.46601942 66.53398058],0
d3,1,0.334749,0.930439,[11 15] ; [41 36],[13.12621359 12.87378641] ; [38.87378641 38.12621359],0
n5,1,0.334749,0.930439,[15 11] ; [36 41],[12.87378641 13.12621359] ; [38.12621359 38.87378641],0
s5,1,0.38098,0.767536,[ 4 22] ; [ 7 69],[ 2.80392157 23.19607843] ; [ 8.19607843 67.80392157],0
s4,1,0.405973,0.690561,[ 3 23] ; [ 5 72],[ 2.01941748 23.98058252] ; [ 5.98058252 71.01941748],0
p12,1,0.421819,0.645243,[ 1 25] ; [ 1 75],[ 0.50980392 25.49019608] ; [ 1.49019608 74.50980392],0
n1,1,0.48573,0.48597,[7 9] ; [10 20],[ 5.91304348 10.08695652] ; [11.08695652 18.91304348],0
s7,1,0.527089,0.4,[ 3 21] ; [13 59],[ 4. 20.] ; [12. 60.],0
p1,1,0.571784,0.319707,[ 3 23] ; [ 6 70],[ 2.29411765 23.70588235] ; [ 6.70588235 69.29411765],0
a3,1,0.572058,0.319251,[13 12] ; [45 32],[14.21568627 10.78431373] ; [43.78431373 33.21568627],0
s2,1,0.597291,0.279101,[ 3 23] ; [12 64],[ 3.82352941 22.17647059] ; [11.17647059 64.82352941],0
d2,1,0.605477,0.266813,[13 12] ; [35 41],[11.88118812 13.11881188] ; [36.11881188 39.88118812],0
b1,1,0.691804,0.157139,[14 12] ; [38 39],[13.12621359 12.87378641] ; [38.87378641 38.12621359],0
d4,1,0.695407,0.153294,[16 10] ; [50 26],[16.82352941  9.17647059] ; [49.17647059 26.82352941],0
a8,1,0.696878,0.15174,[ 2 24] ; [ 4 68],[ 1.59183673 24.40816327] ; [ 4.40816327 67.59183673],0
a4,1,0.743865,0.106758,[10 15] ; [28 49],[ 9.31372549 15.68627451] ; [28.68627451 48.31372549],0
n4,1,0.780706,0.077506,[17  9] ; [48 29],[16.40776699  9.59223301] ; [48.59223301 28.40776699],0
d1,1,0.781138,0.077193,[10 16] ; [32 45],[10.60194175 15.39805825] ; [31.39805825 45.60194175],0
s3,1,0.841874,0.039799,[ 7 18] ; [20 57],[ 6.61764706 18.38235294] ; [20.38235294 56.61764706],0
b4,1,0.854225,0.033757,[15 11] ; [46 31],[15.39805825 10.60194175] ; [45.60194175 31.39805825],0
